RaceClass,Venue,Track,Distance,DrawBucket,Wins,Starts,Places,AvgOdds,WinRate,PlaceRate
Group 1,沙田,Turf,2400,7-9,1,2,1,11.85,50.0,50.0
Class 3,沙田,AWT,1200,1-3,0,2,0,54.0,0.0,0.0
Class 3,沙田,AWT,1200,10+,0,2,0,64.0,0.0,0.0
Class 3,跑馬地,Turf,1000,1-3,0,2,0,22.5,0.0,0.0
Class 3,跑馬地,Turf,1000,7-9,0,2,0,28.0,0.0,0.0
Class 4,跑馬地,Turf,1000,1-3,0,2,0,39.0,0.0,0.0
Group 1,沙田,Turf,1200,10+,0,2,0,108.0,0.0,0.0
Group 1,沙田,Turf,1600,10+,0,2,0,12.6,0.0,0.0
Group 1,沙田,Turf,2000,1-3,0,2,0,30.0,0.0,0.0
Group 1,沙田,Turf,2400,1-3,0,2,0,7.15,0.0,0.0
Class 2,沙田,Turf,1800,7-9,1,1,1,15.0,100.0,100.0
Class 2,沙田,Turf,1200,10+,0,1,0,33.0,0.0,0.0
Class 2,沙田,Turf,1400,7-9,0,1,0,57.0,0.0,0.0
Class 2,沙田,Turf,1600,1-3,0,1,0,31.0,0.0,0.0
Class 2,沙田,Turf,1600,10+,0,1,0,54.0,0.0,0.0
Class 2,沙田,Turf,2000,7-9,0,1,0,17.0,0.0,0.0
Class 2,跑馬地,Turf,1800,1-3,0,1,1,14.0,0.0,100.0
Class 3,沙田,AWT,1200,4-6,0,1,0,62.0,0.0,0.0
Class 3,沙田,AWT,1650,4-6,0,1,0,52.0,0.0,0.0
Class 3,沙田,Turf,1600,7-9,0,1,0,108.0,0.0,0.0
Class 3,沙田,Turf,1800,1-3,0,1,0,99.0,0.0,0.0
Class 3,沙田,Turf,1800,7-9,0,1,0,11.0,0.0,0.0
Class 3,跑馬地,Turf,1650,1-3,0,1,0,85.0,0.0,0.0
Class 3,跑馬地,Turf,1650,10+,0,1,0,23.0,0.0,0.0
Class 3,跑馬地,Turf,1650,7-9,0,1,0,73.0,0.0,0.0
Class 4,沙田,AWT,1200,10+,0,1,0,41.0,0.0,0.0
Class 4,沙田,AWT,1200,4-6,0,1,0,59.0,0.0,0.0
Class 4,沙田,AWT,1200,7-9,0,1,0,25.0,0.0,0.0
Class 4,沙田,AWT,1650,1-3,0,1,0,83.0,0.0,0.0
Class 4,沙田,Turf,1600,1-3,0,1,0,66.0,0.0,0.0
Class 4,沙田,Turf,1600,4-6,0,1,0,85.0,0.0,0.0
Class 4,沙田,Turf,1800,10+,0,1,0,152.0,0.0,0.0
Class 4,跑馬地,Turf,1000,10+,0,1,0,29.0,0.0,0.0
Class 4,跑馬地,Turf,1650,1-3,0,1,0,43.0,0.0,0.0
Class 4,跑馬地,Turf,1650,4-6,0,1,0,67.0,0.0,0.0
Griffin,沙田,Turf,1000,7-9,0,1,1,10.0,0.0,100.0
Group 1,沙田,Turf,1200,4-6,0,1,0,367.0,0.0,0.0
Group 1,沙田,Turf,1600,4-6,0,1,0,82.0,0.0,0.0
Group 1,沙田,Turf,1600,7-9,0,1,0,29.0,0.0,0.0
Group 1,沙田,Turf,2400,10+,0,1,0,12.0,0.0,0.0
