Trainer,RaceClass,Venue,Track,Distance,Wins,Starts,Places,Profit,AvgOdds,WinRate,PlaceRate,ROI
大衛希斯,Class 4,沙田,Turf,1000,0,4,0,-4.0,27.88,0.0,0.0,-100.0
巫偉傑,Class 4,沙田,Turf,1000,0,4,0,-4.0,71.0,0.0,0.0,-100.0
沈集成,Class 4,沙田,Turf,1400,0,4,0,-4.0,78.25,0.0,0.0,-100.0
葉楚航,Class 4,沙田,Turf,1000,0,4,1,-4.0,21.5,0.0,25.0,-100.0
蔡約翰,Class 4,沙田,Turf,1200,0,4,0,-4.0,60.0,0.0,0.0,-100.0
賀賢,Class 4,沙田,Turf,1200,0,4,1,-4.0,42.22,0.0,25.0,-100.0
鄭俊偉,Class 4,沙田,Turf,1200,0,4,0,-4.0,84.0,0.0,0.0,-100.0
韋達,Class 4,沙田,Turf,1000,0,4,2,-4.0,31.65,0.0,50.0,-100.0
姚本輝,Class 3,沙田,Turf,1400,1,3,1,14.0,27.33,33.33,33.33,466.67
姚本輝,Class 4,沙田,Turf,1000,1,3,2,3.4000000000000004,18.13,33.33,66.67,113.33
文家良,Class 3,沙田,Turf,1200,1,3,2,49.0,44.0,33.33,66.67,1633.33
伍鵬志,Class 3,沙田,Turf,1200,0,3,0,-3.0,32.33,0.0,0.0,-100.0
呂健威,Class 4,跑馬地,Turf,1200,0,3,1,-3.0,51.0,0.0,33.33,-100.0
大衛希斯,Class 4,沙田,AWT,1200,0,3,0,-3.0,28.67,0.0,0.0,-100.0
大衛希斯,Griffin,沙田,Turf,1000,0,3,2,-3.0,9.97,0.0,66.67,-100.0
廖康銘,Class 3,沙田,Turf,1200,0,3,0,-3.0,38.47,0.0,0.0,-100.0
廖康銘,Class 4,沙田,Turf,1400,0,3,0,-3.0,62.33,0.0,0.0,-100.0
徐雨石,Class 3,沙田,Turf,1200,0,3,0,-3.0,58.33,0.0,0.0,-100.0
游達榮,Class 4,沙田,Turf,1400,0,3,0,-3.0,48.33,0.0,0.0,-100.0
羅富全,Class 4,沙田,Turf,1400,0,3,0,-3.0,39.67,0.0,0.0,-100.0
蘇偉賢,Class 3,沙田,Turf,1000,0,3,0,-3.0,63.0,0.0,0.0,-100.0
蘇偉賢,Class 3,跑馬地,Turf,1200,0,3,0,-3.0,81.33,0.0,0.0,-100.0
韋達,Class 3,沙田,Turf,1400,0,3,0,-3.0,111.33,0.0,0.0,-100.0
韋達,Class 4,沙田,Turf,1200,0,3,1,-3.0,31.0,0.0,33.33,-100.0
黎昭昇,Class 3,沙田,Turf,1200,0,3,1,-3.0,32.97,0.0,33.33,-100.0
方嘉柏,Class 3,沙田,Turf,1000,1,2,1,0.7999999999999998,9.9,50.0,50.0,40.0
桂福特,Class 4,沙田,Turf,1200,1,2,1,3.0,49.0,50.0,50.0,150.0
游達榮,Class 3,沙田,Turf,1200,1,2,1,5.8,18.4,50.0,50.0,290.0
羅富全,Class 3,沙田,Turf,1200,1,2,1,10.0,42.5,50.0,50.0,500.0
黎昭昇,Class 3,沙田,Turf,1000,1,2,1,1.6,12.8,50.0,50.0,80.0
伍鵬志,Class 3,沙田,Turf,1400,0,2,0,-2.0,72.0,0.0,0.0,-100.0
伍鵬志,Class 3,跑馬地,Turf,1000,0,2,0,-2.0,33.5,0.0,0.0,-100.0
伍鵬志,Class 4,沙田,Turf,1400,0,2,0,-2.0,36.5,0.0,0.0,-100.0
呂健威,Class 3,沙田,Turf,1000,0,2,0,-2.0,29.5,0.0,0.0,-100.0
呂健威,Class 3,沙田,Turf,1200,0,2,0,-2.0,23.5,0.0,0.0,-100.0
告東尼,Class 3,沙田,Turf,1200,0,2,0,-2.0,28.5,0.0,0.0,-100.0
告東尼,Class 3,跑馬地,Turf,1200,0,2,0,-2.0,57.5,0.0,0.0,-100.0
告東尼,Class 4,沙田,Turf,1000,0,2,0,-2.0,23.5,0.0,0.0,-100.0
告東尼,Class 4,沙田,Turf,1200,0,2,0,-2.0,46.0,0.0,0.0,-100.0
大衛希斯,Class 3,沙田,Turf,1000,0,2,0,-2.0,50.5,0.0,0.0,-100.0
大衛希斯,Class 4,沙田,Turf,1400,0,2,0,-2.0,20.0,0.0,0.0,-100.0
姚本輝,Class 3,跑馬地,Turf,1000,0,2,0,-2.0,27.0,0.0,0.0,-100.0
廖康銘,Class 3,沙田,Turf,1600,0,2,0,-2.0,81.0,0.0,0.0,-100.0
廖康銘,Class 4,跑馬地,Turf,1200,0,2,0,-2.0,14.5,0.0,0.0,-100.0
徐雨石,Class 3,沙田,Turf,1000,0,2,0,-2.0,30.5,0.0,0.0,-100.0
文家良,Class 3,沙田,Turf,1400,0,2,0,-2.0,131.0,0.0,0.0,-100.0
文家良,Class 4,跑馬地,Turf,1200,0,2,0,-2.0,45.5,0.0,0.0,-100.0
方嘉柏,Class 3,沙田,Turf,1200,0,2,0,-2.0,88.5,0.0,0.0,-100.0
桂福特,Class 3,沙田,Turf,1200,0,2,0,-2.0,18.0,0.0,0.0,-100.0
桂福特,Class 3,沙田,Turf,1400,0,2,0,-2.0,30.0,0.0,0.0,-100.0
沈集成,Class 3,沙田,Turf,1000,0,2,0,-2.0,87.0,0.0,0.0,-100.0
沈集成,Class 3,跑馬地,Turf,1200,0,2,0,-2.0,40.0,0.0,0.0,-100.0
沈集成,Class 4,沙田,Turf,1000,0,2,0,-2.0,35.5,0.0,0.0,-100.0
游達榮,Class 3,沙田,Turf,1000,0,2,0,-2.0,37.0,0.0,0.0,-100.0
游達榮,Class 3,跑馬地,Turf,1200,0,2,0,-2.0,36.0,0.0,0.0,-100.0
羅富全,Class 3,沙田,Turf,1000,0,2,0,-2.0,38.0,0.0,0.0,-100.0
羅富全,Class 3,跑馬地,Turf,1200,0,2,0,-2.0,13.95,0.0,0.0,-100.0
羅富全,Class 4,沙田,Turf,1000,0,2,0,-2.0,10.35,0.0,0.0,-100.0
葉楚航,Class 3,沙田,Turf,1200,0,2,0,-2.0,46.5,0.0,0.0,-100.0
蘇偉賢,Class 3,沙田,Turf,1200,0,2,1,-2.0,36.0,0.0,50.0,-100.0
蘇偉賢,Class 4,跑馬地,Turf,1200,0,2,0,-2.0,52.0,0.0,0.0,-100.0
賀賢,Class 3,沙田,Turf,1400,0,2,0,-2.0,60.5,0.0,0.0,-100.0
賀賢,Class 4,跑馬地,Turf,1200,0,2,0,-2.0,53.0,0.0,0.0,-100.0
韋達,Class 4,沙田,AWT,1200,0,2,0,-2.0,61.0,0.0,0.0,-100.0
韋達,Griffin,沙田,Turf,1000,0,2,0,-2.0,13.0,0.0,0.0,-100.0
黎昭昇,Class 4,跑馬地,Turf,1200,0,2,0,-2.0,50.5,0.0,0.0,-100.0
伍鵬志,Class 2,沙田,Turf,1600,1,1,1,32.0,33.0,100.0,100.0,3200.0
告東尼,Class 4,跑馬地,Turf,1000,1,1,1,4.2,5.2,100.0,100.0,420.0
廖康銘,Class 4,沙田,AWT,1200,1,1,1,3.0,4.0,100.0,100.0,300.0
葉楚航,Griffin,沙田,Turf,1000,1,1,1,1.2000000000000002,2.2,100.0,100.0,120.0
蔡約翰,Class 2,沙田,Turf,1800,1,1,1,14.0,15.0,100.0,100.0,1400.0
費伯華,Group 1,沙田,Turf,2400,1,1,1,1.7000000000000002,2.7,100.0,100.0,170.0
賀賢,Griffin,沙田,Turf,1000,1,1,1,48.0,49.0,100.0,100.0,4800.0
鄭俊偉,Class 3,沙田,Turf,1000,1,1,1,31.0,32.0,100.0,100.0,3100.0
丁冠豪,Class 3,沙田,Turf,1200,0,1,0,-1.0,107.0,0.0,0.0,-100.0
丁冠豪,Class 4,沙田,Turf,1000,0,1,0,-1.0,116.0,0.0,0.0,-100.0
丁冠豪,Class 4,沙田,Turf,1200,0,1,0,-1.0,37.0,0.0,0.0,-100.0
丁冠豪,Class 4,跑馬地,Turf,1000,0,1,0,-1.0,29.0,0.0,0.0,-100.0
上村洋行,Group 1,沙田,Turf,2000,0,1,1,-1.0,9.4,0.0,100.0,-100.0
伍鵬志,Class 2,沙田,Turf,2000,0,1,0,-1.0,17.0,0.0,0.0,-100.0
伍鵬志,Class 3,沙田,AWT,1200,0,1,0,-1.0,62.0,0.0,0.0,-100.0
伍鵬志,Class 3,沙田,Turf,1600,0,1,0,-1.0,68.0,0.0,0.0,-100.0
伍鵬志,Class 3,沙田,Turf,1800,0,1,0,-1.0,11.0,0.0,0.0,-100.0
伍鵬志,Class 4,跑馬地,Turf,1200,0,1,0,-1.0,9.1,0.0,0.0,-100.0
伯特,Group 1,沙田,Turf,2000,0,1,0,-1.0,17.0,0.0,0.0,-100.0
侯耀誠,Group 1,沙田,Turf,1200,0,1,0,-1.0,147.0,0.0,0.0,-100.0
包義定,Group 1,沙田,Turf,2400,0,1,0,-1.0,21.0,0.0,0.0,-100.0
呂健威,Class 3,沙田,Turf,1400,0,1,0,-1.0,3.3,0.0,0.0,-100.0
呂健威,Class 4,沙田,Turf,1400,0,1,0,-1.0,25.0,0.0,0.0,-100.0
呂健威,Griffin,沙田,Turf,1000,0,1,0,-1.0,6.3,0.0,0.0,-100.0
告東尼,Class 3,沙田,Turf,1400,0,1,0,-1.0,61.0,0.0,0.0,-100.0
告東尼,Class 3,沙田,Turf,1600,0,1,0,-1.0,57.0,0.0,0.0,-100.0
告東尼,Class 3,跑馬地,Turf,1650,0,1,0,-1.0,23.0,0.0,0.0,-100.0
告東尼,Class 4,跑馬地,Turf,1200,0,1,1,-1.0,16.0,0.0,100.0,-100.0
大衛希斯,Class 2,沙田,Turf,1600,0,1,0,-1.0,4.3,0.0,0.0,-100.0
大衛希斯,Class 3,跑馬地,Turf,1000,0,1,0,-1.0,36.0,0.0,0.0,-100.0
大衛希斯,Class 3,跑馬地,Turf,1200,0,1,0,-1.0,64.0,0.0,0.0,-100.0
大衛希斯,Class 4,跑馬地,Turf,1000,0,1,0,-1.0,68.0,0.0,0.0,-100.0
大衛希斯,Class 4,跑馬地,Turf,1200,0,1,0,-1.0,22.0,0.0,0.0,-100.0
姚本輝,Class 3,沙田,Turf,1200,0,1,0,-1.0,57.0,0.0,0.0,-100.0
姚本輝,Class 3,跑馬地,Turf,1200,0,1,0,-1.0,52.0,0.0,0.0,-100.0
姚本輝,Griffin,沙田,Turf,1000,0,1,1,-1.0,10.0,0.0,100.0,-100.0
岳伯仁,Group 1,沙田,Turf,1600,0,1,0,-1.0,18.0,0.0,0.0,-100.0
岳伯仁,Group 1,沙田,Turf,2400,0,1,0,-1.0,12.0,0.0,0.0,-100.0
岳品賢,Group 1,沙田,Turf,1200,0,1,0,-1.0,367.0,0.0,0.0,-100.0
岳本賢,Group 1,沙田,Turf,2000,0,1,0,-1.0,34.0,0.0,0.0,-100.0
岳本賢,Group 1,沙田,Turf,2400,0,1,0,-1.0,8.6,0.0,0.0,-100.0
巫偉傑,Class 2,沙田,Turf,1600,0,1,0,-1.0,31.0,0.0,0.0,-100.0
巫偉傑,Class 3,沙田,AWT,1200,0,1,0,-1.0,54.0,0.0,0.0,-100.0
巫偉傑,Class 3,沙田,Turf,1800,0,1,0,-1.0,99.0,0.0,0.0,-100.0
巫偉傑,Class 4,沙田,AWT,1200,0,1,0,-1.0,7.2,0.0,0.0,-100.0
巫偉傑,Class 4,沙田,AWT,1650,0,1,0,-1.0,83.0,0.0,0.0,-100.0
巫偉傑,Class 4,沙田,Turf,1400,0,1,0,-1.0,26.0,0.0,0.0,-100.0
巫偉傑,Class 4,沙田,Turf,1800,0,1,0,-1.0,152.0,0.0,0.0,-100.0
巫偉傑,Class 4,跑馬地,Turf,1200,0,1,0,-1.0,60.0,0.0,0.0,-100.0
巫偉傑,Class 4,跑馬地,Turf,1650,0,1,0,-1.0,43.0,0.0,0.0,-100.0
巫偉傑,Griffin,沙田,Turf,1000,0,1,0,-1.0,16.0,0.0,0.0,-100.0
巴伯樂,Group 1,沙田,Turf,1600,0,1,0,-1.0,82.0,0.0,0.0,-100.0
廖康銘,Class 2,沙田,Turf,1200,0,1,0,-1.0,33.0,0.0,0.0,-100.0
廖康銘,Class 2,沙田,Turf,1600,0,1,0,-1.0,5.8,0.0,0.0,-100.0
廖康銘,Class 3,跑馬地,Turf,1000,0,1,0,-1.0,78.0,0.0,0.0,-100.0
廖康銘,Class 4,沙田,Turf,1000,0,1,0,-1.0,25.0,0.0,0.0,-100.0
廖康銘,Griffin,沙田,Turf,1000,0,1,0,-1.0,3.7,0.0,0.0,-100.0
徐雨石,Class 2,沙田,Turf,1600,0,1,0,-1.0,54.0,0.0,0.0,-100.0
徐雨石,Class 3,沙田,AWT,1200,0,1,0,-1.0,66.0,0.0,0.0,-100.0
徐雨石,Class 3,沙田,Turf,1400,0,1,0,-1.0,98.0,0.0,0.0,-100.0
徐雨石,Class 4,沙田,Turf,1000,0,1,0,-1.0,30.0,0.0,0.0,-100.0
徐雨石,Class 4,沙田,Turf,1200,0,1,0,-1.0,85.0,0.0,0.0,-100.0
手塚貴久,Group 1,沙田,Turf,2000,0,1,1,-1.0,5.6,0.0,100.0,-100.0
文家良,Class 3,沙田,Turf,1000,0,1,0,-1.0,99.0,0.0,0.0,-100.0
文家良,Class 4,沙田,Turf,1600,0,1,0,-1.0,85.0,0.0,0.0,-100.0
方嘉柏,Class 3,沙田,Turf,1400,0,1,0,-1.0,67.0,0.0,0.0,-100.0
方嘉柏,Class 3,跑馬地,Turf,1000,0,1,1,-1.0,42.0,0.0,100.0,-100.0
方嘉柏,Class 4,沙田,Turf,1000,0,1,0,-1.0,3.4,0.0,0.0,-100.0
方嘉柏,Class 4,沙田,Turf,1400,0,1,0,-1.0,9.2,0.0,0.0,-100.0
方嘉柏,Class 4,跑馬地,Turf,1000,0,1,0,-1.0,49.0,0.0,0.0,-100.0
方嘉柏,Class 4,跑馬地,Turf,1200,0,1,0,-1.0,58.0,0.0,0.0,-100.0
方嘉柏,Griffin,沙田,Turf,1000,0,1,1,-1.0,3.4,0.0,100.0,-100.0
杉山晴紀,Group 1,沙田,Turf,2000,0,1,0,-1.0,101.0,0.0,0.0,-100.0
桂福特,Class 3,沙田,Turf,1000,0,1,1,-1.0,4.6,0.0,100.0,-100.0
桂福特,Class 3,跑馬地,Turf,1000,0,1,0,-1.0,28.0,0.0,0.0,-100.0
桂福特,Class 3,跑馬地,Turf,1650,0,1,0,-1.0,85.0,0.0,0.0,-100.0
森一誠,Group 1,沙田,Turf,1600,0,1,0,-1.0,7.2,0.0,0.0,-100.0
武井亮,Group 1,沙田,Turf,1600,0,1,0,-1.0,29.0,0.0,0.0,-100.0
武井亮,Group 1,沙田,Turf,2400,0,1,0,-1.0,5.7,0.0,0.0,-100.0
武英智,Group 1,沙田,Turf,2000,0,1,0,-1.0,35.0,0.0,0.0,-100.0
沈集成,Class 3,沙田,Turf,1200,0,1,0,-1.0,59.0,0.0,0.0,-100.0
沈集成,Class 3,沙田,Turf,1400,0,1,1,-1.0,82.0,0.0,100.0,-100.0
沈集成,Class 3,沙田,Turf,1600,0,1,0,-1.0,37.0,0.0,0.0,-100.0
沈集成,Class 4,跑馬地,Turf,1000,0,1,0,-1.0,29.0,0.0,0.0,-100.0
沈集成,Class 4,跑馬地,Turf,1650,0,1,0,-1.0,67.0,0.0,0.0,-100.0
游達榮,Class 3,沙田,Turf,1600,0,1,0,-1.0,9.8,0.0,0.0,-100.0
游達榮,Class 3,跑馬地,Turf,1650,0,1,0,-1.0,73.0,0.0,0.0,-100.0
游達榮,Class 4,跑馬地,Turf,1200,0,1,0,-1.0,82.0,0.0,0.0,-100.0
田中博康,Group 1,沙田,Turf,2000,0,1,0,-1.0,43.0,0.0,0.0,-100.0
羅富全,Class 2,跑馬地,Turf,1800,0,1,1,-1.0,14.0,0.0,100.0,-100.0
羅富全,Class 3,沙田,AWT,1650,0,1,0,-1.0,52.0,0.0,0.0,-100.0
羅富全,Class 3,沙田,Turf,1400,0,1,0,-1.0,77.0,0.0,0.0,-100.0
羅富全,Class 4,跑馬地,Turf,1000,0,1,1,-1.0,6.4,0.0,100.0,-100.0
葉楚航,Class 3,沙田,Turf,1000,0,1,1,-1.0,4.6,0.0,100.0,-100.0
葉楚航,Class 4,跑馬地,Turf,1200,0,1,0,-1.0,47.0,0.0,0.0,-100.0
葛威法,Group 1,沙田,Turf,2000,0,1,1,-1.0,10.0,0.0,100.0,-100.0
蔡約翰,Class 3,沙田,Turf,1200,0,1,0,-1.0,7.2,0.0,0.0,-100.0
蔡約翰,Class 3,沙田,Turf,1600,0,1,0,-1.0,49.0,0.0,0.0,-100.0
蔡約翰,Class 4,跑馬地,Turf,1200,0,1,1,-1.0,26.0,0.0,100.0,-100.0
蘇偉賢,Class 3,跑馬地,Turf,1000,0,1,0,-1.0,20.0,0.0,0.0,-100.0
賀賢,Class 3,沙田,AWT,1200,0,1,0,-1.0,42.0,0.0,0.0,-100.0
賀賢,Class 3,沙田,Turf,1200,0,1,1,-1.0,45.0,0.0,100.0,-100.0
賀賢,Class 3,跑馬地,Turf,1000,0,1,0,-1.0,74.0,0.0,0.0,-100.0
賀賢,Class 4,沙田,Turf,1000,0,1,0,-1.0,54.0,0.0,0.0,-100.0
賀賢,Class 4,沙田,Turf,1400,0,1,0,-1.0,131.0,0.0,0.0,-100.0
賀賢,Class 4,跑馬地,Turf,1000,0,1,0,-1.0,31.0,0.0,0.0,-100.0
鄭俊偉,Class 3,沙田,Turf,1200,0,1,0,-1.0,74.0,0.0,0.0,-100.0
鄭俊偉,Class 3,跑馬地,Turf,1000,0,1,0,-1.0,21.0,0.0,0.0,-100.0
鄭俊偉,Class 4,跑馬地,Turf,1000,0,1,1,-1.0,24.0,0.0,100.0,-100.0
韋達,Class 2,沙田,Turf,1400,0,1,0,-1.0,57.0,0.0,0.0,-100.0
韋達,Class 3,沙田,Turf,1600,0,1,0,-1.0,67.0,0.0,0.0,-100.0
韋達,Class 4,沙田,Turf,1600,0,1,0,-1.0,66.0,0.0,0.0,-100.0
鹿戶雄一,Group 1,沙田,Turf,1200,0,1,0,-1.0,69.0,0.0,0.0,-100.0
黎昭昇,Class 3,沙田,AWT,1200,0,1,0,-1.0,74.0,0.0,0.0,-100.0
黎昭昇,Class 4,沙田,Turf,1000,0,1,1,-1.0,11.0,0.0,100.0,-100.0
