Jockey,Trainer,Wins,Starts,Places,AvgOdds,WinRate,PlaceRate,TrainerDebutWinRate,TrainerDebutPlaceRate,JockeyDebutWinRate,JockeyDebutPlaceRate,WinEdgeVsMean,PlaceEdgeVsMean
周俊樂,羅富全,1,3,1,46.33,33.33,33.33,14.29,28.57,3.33,20.0,24.52,9.04
奧爾民,賀賢,1,3,1,74.0,33.33,33.33,6.67,20.0,15.0,25.0,22.49,10.83
霍宏聲,韋達,0,3,0,61.67,0.0,0.0,0.0,17.65,0.0,11.76,0.0,-14.7
艾兆禮,蘇偉賢,0,3,1,44.33,0.0,33.33,3.85,23.08,0.0,5.26,-1.92,19.16
蔡明紹,蘇偉賢,0,3,1,53.67,0.0,33.33,3.85,23.08,0.0,16.67,-1.92,13.45
艾兆禮,伍鵬志,0,3,0,27.33,0.0,0.0,8.0,12.0,0.0,5.26,-4.0,-8.63
田泰安,大衛希斯,0,3,0,30.33,0.0,0.0,3.23,16.13,7.14,10.71,-5.18,-13.42
巴度,方嘉柏,0,3,0,75.0,0.0,0.0,13.33,26.67,0.0,0.0,-6.66,-13.34
田泰安,伍鵬志,0,3,0,48.0,0.0,0.0,8.0,12.0,7.14,10.71,-7.57,-11.36
何澤堯,蘇偉賢,1,2,1,32.5,50.0,50.0,3.85,23.08,13.64,22.73,41.26,27.1
潘明輝,鄭俊偉,1,2,1,55.5,50.0,50.0,7.69,15.38,10.71,14.29,40.8,35.16
布文,方嘉柏,1,2,1,15.5,50.0,50.0,13.33,26.67,5.88,23.53,40.39,24.9
潘頓,葉楚航,1,2,2,3.4,50.0,100.0,5.56,16.67,23.08,42.31,35.68,70.51
潘頓,黎昭昇,1,2,2,3.75,50.0,100.0,6.25,31.25,23.08,42.31,35.34,63.22
黃寶妮,文家良,1,2,1,50.0,50.0,50.0,8.7,13.04,66.67,66.67,12.31,10.14
班德禮,沈集成,0,2,0,102.0,0.0,0.0,0.0,13.64,0.0,7.69,0.0,-10.66
莫雅,岳伯仁,0,2,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
黃智弘,沈集成,0,2,0,44.0,0.0,0.0,0.0,13.64,0.0,0.0,0.0,-6.82
周俊樂,沈集成,0,2,1,40.0,0.0,50.0,0.0,13.64,3.33,20.0,-1.66,33.18
巫顯東,蘇偉賢,0,2,0,121.0,0.0,0.0,3.85,23.08,0.0,10.0,-1.92,-16.54
班德禮,蘇偉賢,0,2,0,43.5,0.0,0.0,3.85,23.08,0.0,7.69,-1.92,-15.38
董明朗,蘇偉賢,0,2,1,42.5,0.0,50.0,3.85,23.08,0.0,25.0,-1.92,25.96
巴度,巫偉傑,0,2,0,88.5,0.0,0.0,4.35,13.04,0.0,0.0,-2.17,-6.52
潘大衛,游達榮,0,2,0,38.5,0.0,0.0,4.55,4.55,0.0,14.29,-2.28,-9.42
希威森,沈集成,0,2,0,52.0,0.0,0.0,0.0,13.64,5.26,10.53,-2.63,-12.08
希威森,韋達,0,2,0,88.0,0.0,0.0,0.0,17.65,5.26,10.53,-2.63,-14.09
巴度,葉楚航,0,2,0,35.5,0.0,0.0,5.56,16.67,0.0,0.0,-2.78,-8.34
布文,韋達,0,2,0,20.5,0.0,0.0,0.0,17.65,5.88,23.53,-2.94,-20.59
巴度,賀賢,0,2,0,88.5,0.0,0.0,6.67,20.0,0.0,0.0,-3.34,-10.0
蔡明紹,告東尼,0,2,0,40.0,0.0,0.0,7.69,15.38,0.0,16.67,-3.84,-16.03
布文,大衛希斯,0,2,0,32.0,0.0,0.0,3.23,16.13,5.88,23.53,-4.56,-19.83
鍾易禮,葉楚航,0,2,0,57.5,0.0,0.0,5.56,16.67,5.26,10.53,-5.41,-13.6
田泰安,蘇偉賢,0,2,0,63.0,0.0,0.0,3.85,23.08,7.14,10.71,-5.5,-16.9
田泰安,巫偉傑,0,2,0,69.5,0.0,0.0,4.35,13.04,7.14,10.71,-5.74,-11.88
希威森,伍鵬志,0,2,0,36.5,0.0,0.0,8.0,12.0,5.26,10.53,-6.63,-11.26
潘大衛,方嘉柏,0,2,1,50.0,0.0,50.0,13.33,26.67,0.0,14.29,-6.66,29.52
鍾易禮,文家良,0,2,0,123.5,0.0,0.0,8.7,13.04,5.26,10.53,-6.98,-11.78
班德禮,羅富全,0,2,0,21.6,0.0,0.0,14.29,28.57,0.0,7.69,-7.14,-18.13
金誠剛,姚本輝,0,2,0,72.0,0.0,0.0,14.29,28.57,0.0,0.0,-7.14,-14.28
奧爾民,韋達,0,2,0,47.5,0.0,0.0,0.0,17.65,15.0,25.0,-7.5,-21.32
希威森,桂福特,0,2,0,18.0,0.0,0.0,11.11,22.22,5.26,10.53,-8.18,-16.38
麥文堅,岳本賢,0,2,0,21.3,0.0,0.0,0.0,0.0,16.67,16.67,-8.34,-8.34
奧爾民,蘇偉賢,0,2,1,63.0,0.0,50.0,3.85,23.08,15.0,25.0,-9.43,25.96
何澤堯,伍鵬志,0,2,0,43.5,0.0,0.0,8.0,12.0,13.64,22.73,-10.82,-17.37
布文,蔡約翰,0,2,1,18.0,0.0,50.0,16.67,25.0,5.88,23.53,-11.28,25.74
奧爾民,伍鵬志,0,2,0,76.7,0.0,0.0,8.0,12.0,15.0,25.0,-11.5,-18.5
周俊樂,呂健威,0,2,0,40.5,0.0,0.0,21.43,28.57,3.33,20.0,-12.38,-24.28
希威森,呂健威,0,2,0,21.2,0.0,0.0,21.43,28.57,5.26,10.53,-13.34,-19.55
奧爾民,蔡約翰,0,2,0,99.5,0.0,0.0,16.67,25.0,15.0,25.0,-15.84,-25.0
麥道朗,大衛希斯,0,2,0,18.5,0.0,0.0,3.23,16.13,50.0,50.0,-26.62,-33.06
奧爾民,廖康銘,1,1,1,2.8,100.0,100.0,8.33,16.67,15.0,25.0,88.34,79.16
潘頓,文家良,1,1,1,3.0,100.0,100.0,8.7,13.04,23.08,42.31,84.11,72.32
麥文堅,蔡約翰,1,1,1,35.0,100.0,100.0,16.67,25.0,16.67,16.67,83.33,79.16
奧爾民,呂健威,1,1,1,6.0,100.0,100.0,21.43,28.57,15.0,25.0,81.78,73.22
潘頓,姚本輝,1,1,1,6.4,100.0,100.0,14.29,28.57,23.08,42.31,81.32,64.56
麥道朗,游達榮,1,1,1,7.8,100.0,100.0,4.55,4.55,50.0,50.0,72.72,72.72
麥道朗,呂健威,1,1,1,1.5,100.0,100.0,21.43,28.57,50.0,50.0,64.28,60.72
黃寶妮,伍鵬志,1,1,1,33.0,100.0,100.0,8.0,12.0,66.67,66.67,62.66,60.66
紀仁安,費伯華,1,1,1,2.7,100.0,100.0,100.0,100.0,33.33,33.33,33.34,33.34
三浦皇成,鹿戶雄一,0,1,0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
巫顯東,丁冠豪,0,1,0,116.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,-5.0
巫顯東,徐雨石,0,1,0,104.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,-5.0
布浩榮,沈集成,0,1,0,37.0,0.0,0.0,0.0,13.64,0.0,0.0,0.0,-6.82
李慕華,手塚貴久,0,1,1,5.6,0.0,100.0,0.0,100.0,0.0,25.0,0.0,37.5
李慕華,森一誠,0,1,0,7.2,0.0,0.0,0.0,0.0,0.0,25.0,0.0,-12.5
李慕華,武井亮,0,1,0,5.7,0.0,0.0,0.0,0.0,0.0,25.0,0.0,-12.5
李慕華,田中博康,0,1,0,43.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,-12.5
杜苑欣,徐雨石,0,1,0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
杜苑欣,韋達,0,1,0,52.0,0.0,0.0,0.0,17.65,0.0,0.0,0.0,-8.82
橫山和生,上村洋行,0,1,1,9.4,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0
班德禮,丁冠豪,0,1,0,37.0,0.0,0.0,0.0,0.0,0.0,7.69,0.0,-3.84
莫艾誠,伯特,0,1,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
莫艾誠,侯耀誠,0,1,0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
莫艾誠,包義定,0,1,0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
莫艾誠,岳品賢,0,1,0,367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
莫雷拉,武井亮,0,1,0,29.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,-16.66
莫雷拉,武英智,0,1,0,35.0,0.0,0.0,0.0,0.0,0.0,33.33,0.0,-16.66
蘇銘倫,葛威法,0,1,1,10.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,0.0
貝知仁,巴伯樂,0,1,0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
金誠剛,沈集成,0,1,0,89.0,0.0,0.0,0.0,13.64,0.0,0.0,0.0,-6.82
金誠剛,韋達,0,1,0,57.0,0.0,0.0,0.0,17.65,0.0,0.0,0.0,-8.82
高力德,杉山晴紀,0,1,0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
巴度,大衛希斯,0,1,0,33.0,0.0,0.0,3.23,16.13,0.0,0.0,-1.62,-8.06
艾兆禮,大衛希斯,0,1,0,70.0,0.0,0.0,3.23,16.13,0.0,5.26,-1.62,-10.7
董明朗,大衛希斯,0,1,0,29.0,0.0,0.0,3.23,16.13,0.0,25.0,-1.62,-20.56
霍宏聲,大衛希斯,0,1,0,38.0,0.0,0.0,3.23,16.13,0.0,11.76,-1.62,-13.94
周俊樂,韋達,0,1,1,14.0,0.0,100.0,0.0,17.65,3.33,20.0,-1.66,81.18
潘大衛,蘇偉賢,0,1,0,50.0,0.0,0.0,3.85,23.08,0.0,14.29,-1.92,-18.68
梁家俊,丁冠豪,0,1,0,107.0,0.0,0.0,0.0,0.0,4.35,13.04,-2.17,-6.52
梁家俊,韋達,0,1,0,118.0,0.0,0.0,0.0,17.65,4.35,13.04,-2.17,-15.34
霍宏聲,游達榮,0,1,0,29.0,0.0,0.0,4.55,4.55,0.0,11.76,-2.28,-8.15
希威森,徐雨石,0,1,0,57.0,0.0,0.0,0.0,0.0,5.26,10.53,-2.63,-5.26
霍宏聲,葉楚航,0,1,0,37.0,0.0,0.0,5.56,16.67,0.0,11.76,-2.78,-14.22
布文,丁冠豪,0,1,0,29.0,0.0,0.0,0.0,0.0,5.88,23.53,-2.94,-11.76
布文,沈集成,0,1,0,44.0,0.0,0.0,0.0,13.64,5.88,23.53,-2.94,-18.58
班德禮,黎昭昇,0,1,0,22.0,0.0,0.0,6.25,31.25,0.0,7.69,-3.12,-19.47
霍宏聲,黎昭昇,0,1,0,78.0,0.0,0.0,6.25,31.25,0.0,11.76,-3.12,-21.5
周俊樂,大衛希斯,0,1,0,20.0,0.0,0.0,3.23,16.13,3.33,20.0,-3.28,-18.06
布浩榮,賀賢,0,1,0,41.0,0.0,0.0,6.67,20.0,0.0,0.0,-3.34,-10.0
艾兆禮,賀賢,0,1,0,40.0,0.0,0.0,6.67,20.0,0.0,5.26,-3.34,-12.63
艾道拿,徐雨石,0,1,0,98.0,0.0,0.0,0.0,0.0,6.67,33.33,-3.34,-16.66
艾道拿,韋達,0,1,0,67.0,0.0,0.0,0.0,17.65,6.67,33.33,-3.34,-25.49
巴度,鄭俊偉,0,1,0,26.0,0.0,0.0,7.69,15.38,0.0,0.0,-3.84,-7.69
蔡明紹,鄭俊偉,0,1,0,94.0,0.0,0.0,7.69,15.38,0.0,16.67,-3.84,-16.03
周俊樂,游達榮,0,1,0,45.0,0.0,0.0,4.55,4.55,3.33,20.0,-3.94,-12.28
杜苑欣,伍鵬志,0,1,0,16.0,0.0,0.0,8.0,12.0,0.0,0.0,-4.0,-6.0
金誠剛,伍鵬志,0,1,0,56.0,0.0,0.0,8.0,12.0,0.0,0.0,-4.0,-6.0
霍宏聲,伍鵬志,0,1,0,76.0,0.0,0.0,8.0,12.0,0.0,11.76,-4.0,-11.88
希威森,大衛希斯,0,1,0,68.0,0.0,0.0,3.23,16.13,5.26,10.53,-4.24,-13.33
艾兆禮,文家良,0,1,0,39.0,0.0,0.0,8.7,13.04,0.0,5.26,-4.35,-9.15
布文,蘇偉賢,0,1,1,12.0,0.0,100.0,3.85,23.08,5.88,23.53,-4.86,76.69
希威森,游達榮,0,1,0,136.0,0.0,0.0,4.55,4.55,5.26,10.53,-4.9,-7.54
楊明綸,沈集成,0,1,1,33.0,0.0,100.0,0.0,13.64,10.0,20.0,-5.0,83.18
楊明綸,韋達,0,1,0,66.0,0.0,0.0,0.0,17.65,10.0,20.0,-5.0,-18.82
布文,游達榮,0,1,0,18.0,0.0,0.0,4.55,4.55,5.88,23.53,-5.22,-14.04
潘明輝,徐雨石,0,1,0,54.0,0.0,0.0,0.0,0.0,10.71,14.29,-5.36,-7.14
周俊樂,鄭俊偉,0,1,1,24.0,0.0,100.0,7.69,15.38,3.33,20.0,-5.51,82.31
董明朗,桂福特,0,1,0,93.0,0.0,0.0,11.11,22.22,0.0,25.0,-5.56,-23.61
艾道拿,游達榮,0,1,0,48.0,0.0,0.0,4.55,4.55,6.67,33.33,-5.61,-18.94
周俊樂,伍鵬志,0,1,0,143.0,0.0,0.0,8.0,12.0,3.33,20.0,-5.66,-16.0
布文,葉楚航,0,1,0,71.0,0.0,0.0,5.56,16.67,5.88,23.53,-5.72,-20.1
希威森,黎昭昇,0,1,1,11.0,0.0,100.0,6.25,31.25,5.26,10.53,-5.76,79.11
周俊樂,廖康銘,0,1,0,20.0,0.0,0.0,8.33,16.67,3.33,20.0,-5.83,-18.34
田泰安,游達榮,0,1,0,29.0,0.0,0.0,4.55,4.55,7.14,10.71,-5.84,-7.63
梁家俊,鄭俊偉,0,1,0,21.0,0.0,0.0,7.69,15.38,4.35,13.04,-6.02,-14.21
布文,黎昭昇,0,1,0,58.0,0.0,0.0,6.25,31.25,5.88,23.53,-6.06,-27.39
艾道拿,葉楚航,0,1,1,16.0,0.0,100.0,5.56,16.67,6.67,33.33,-6.12,75.0
布文,賀賢,0,1,1,14.0,0.0,100.0,6.67,20.0,5.88,23.53,-6.28,78.24
梁家俊,廖康銘,0,1,0,145.0,0.0,0.0,8.33,16.67,4.35,13.04,-6.34,-14.86
田泰安,葉楚航,0,1,0,13.0,0.0,0.0,5.56,16.67,7.14,10.71,-6.35,-13.69
莫雷拉,方嘉柏,0,1,1,3.4,0.0,100.0,13.33,26.67,0.0,33.33,-6.66,70.0
鍾易禮,廖康銘,0,1,0,33.0,0.0,0.0,8.33,16.67,5.26,10.53,-6.8,-13.6
田泰安,賀賢,0,1,0,31.0,0.0,0.0,6.67,20.0,7.14,10.71,-6.9,-15.36
巫顯東,姚本輝,0,1,0,135.0,0.0,0.0,14.29,28.57,0.0,10.0,-7.14,-19.28
巴度,羅富全,0,1,0,104.0,0.0,0.0,14.29,28.57,0.0,0.0,-7.14,-14.28
杜苑欣,姚本輝,0,1,0,24.0,0.0,0.0,14.29,28.57,0.0,0.0,-7.14,-14.28
潘大衛,羅富全,0,1,0,52.0,0.0,0.0,14.29,28.57,0.0,14.29,-7.14,-21.43
霍宏聲,羅富全,0,1,0,18.0,0.0,0.0,14.29,28.57,0.0,11.76,-7.14,-20.16
艾道拿,鄭俊偉,0,1,0,42.0,0.0,0.0,7.69,15.38,6.67,33.33,-7.18,-24.36
潘明輝,蘇偉賢,0,1,0,88.0,0.0,0.0,3.85,23.08,10.71,14.29,-7.28,-18.68
布文,文家良,0,1,0,5.5,0.0,0.0,8.7,13.04,5.88,23.53,-7.29,-18.28
艾道拿,伍鵬志,0,1,0,70.0,0.0,0.0,8.0,12.0,6.67,33.33,-7.34,-22.66
田泰安,鄭俊偉,0,1,0,74.0,0.0,0.0,7.69,15.38,7.14,10.71,-7.42,-13.05
奧爾民,徐雨石,0,1,0,85.0,0.0,0.0,0.0,0.0,15.0,25.0,-7.5,-12.5
艾道拿,廖康銘,0,1,0,2.3,0.0,0.0,8.33,16.67,6.67,33.33,-7.5,-25.0
潘明輝,巫偉傑,0,1,0,26.0,0.0,0.0,4.35,13.04,10.71,14.29,-7.53,-13.66
楊明綸,葉楚航,0,1,0,119.0,0.0,0.0,5.56,16.67,10.0,20.0,-7.78,-18.34
潘明輝,葉楚航,0,1,0,83.0,0.0,0.0,5.56,16.67,10.71,14.29,-8.14,-15.48
鍾易禮,桂福特,0,1,0,85.0,0.0,0.0,11.11,22.22,5.26,10.53,-8.18,-16.38
巴度,蔡約翰,0,1,0,49.0,0.0,0.0,16.67,25.0,0.0,0.0,-8.34,-12.5
艾兆禮,蔡約翰,0,1,0,7.2,0.0,0.0,16.67,25.0,0.0,5.26,-8.34,-15.13
麥文堅,沈集成,0,1,0,18.0,0.0,0.0,0.0,13.64,16.67,16.67,-8.34,-15.16
潘明輝,黎昭昇,0,1,0,58.0,0.0,0.0,6.25,31.25,10.71,14.29,-8.48,-22.77
周俊樂,姚本輝,0,1,0,9.9,0.0,0.0,14.29,28.57,3.33,20.0,-8.81,-24.28
楊明綸,鄭俊偉,0,1,0,41.0,0.0,0.0,7.69,15.38,10.0,20.0,-8.85,-17.69
楊明綸,伍鵬志,0,1,0,62.0,0.0,0.0,8.0,12.0,10.0,20.0,-9.0,-16.0
何澤堯,游達榮,0,1,0,42.0,0.0,0.0,4.55,4.55,13.64,22.73,-9.1,-13.64
潘明輝,伍鵬志,0,1,0,68.0,0.0,0.0,8.0,12.0,10.71,14.29,-9.36,-13.14
何澤堯,葉楚航,0,1,0,96.0,0.0,0.0,5.56,16.67,13.64,22.73,-9.6,-19.7
奧爾民,游達榮,0,1,0,54.0,0.0,0.0,4.55,4.55,15.0,25.0,-9.78,-14.78
布文,姚本輝,0,1,0,7.5,0.0,0.0,14.29,28.57,5.88,23.53,-10.08,-26.05
奧爾民,葉楚航,0,1,0,21.0,0.0,0.0,5.56,16.67,15.0,25.0,-10.28,-20.84
麥文堅,游達榮,0,1,0,46.0,0.0,0.0,4.55,4.55,16.67,16.67,-10.61,-10.61
奧爾民,黎昭昇,0,1,1,50.0,0.0,100.0,6.25,31.25,15.0,25.0,-10.62,71.88
巴度,呂健威,0,1,0,24.0,0.0,0.0,21.43,28.57,0.0,0.0,-10.72,-14.28
潘大衛,呂健威,0,1,0,75.0,0.0,0.0,21.43,28.57,0.0,14.29,-10.72,-21.43
田泰安,姚本輝,0,1,0,25.0,0.0,0.0,14.29,28.57,7.14,10.71,-10.72,-19.64
何澤堯,文家良,0,1,0,24.0,0.0,0.0,8.7,13.04,13.64,22.73,-11.17,-17.88
奧爾民,告東尼,0,1,0,87.0,0.0,0.0,7.69,15.38,15.0,25.0,-11.34,-20.19
潘頓,韋達,0,1,1,4.6,0.0,100.0,0.0,17.65,23.08,42.31,-11.54,70.02
艾道拿,蔡約翰,0,1,0,45.0,0.0,0.0,16.67,25.0,6.67,33.33,-11.67,-29.16
麥文堅,廖康銘,0,1,0,108.0,0.0,0.0,8.33,16.67,16.67,16.67,-12.5,-16.67
梁家俊,呂健威,0,1,0,73.0,0.0,0.0,21.43,28.57,4.35,13.04,-12.89,-20.8
潘頓,蘇偉賢,0,1,0,4.0,0.0,0.0,3.85,23.08,23.08,42.31,-13.46,-32.7
潘頓,游達榮,0,1,0,11.0,0.0,0.0,4.55,4.55,23.08,42.31,-13.82,-23.43
何澤堯,姚本輝,0,1,0,42.0,0.0,0.0,14.29,28.57,13.64,22.73,-13.96,-25.65
奧爾民,方嘉柏,0,1,0,49.0,0.0,0.0,13.33,26.67,15.0,25.0,-14.16,-25.84
奧爾民,姚本輝,0,1,0,37.0,0.0,0.0,14.29,28.57,15.0,25.0,-14.64,-26.78
潘頓,賀賢,0,1,0,2.9,0.0,0.0,6.67,20.0,23.08,42.31,-14.88,-31.16
潘頓,告東尼,0,1,0,5.0,0.0,0.0,7.69,15.38,23.08,42.31,-15.38,-28.85
潘頓,廖康銘,0,1,0,2.4,0.0,0.0,8.33,16.67,23.08,42.31,-15.7,-29.49
袁幸堯,韋達,0,1,1,16.0,0.0,100.0,0.0,17.65,33.33,100.0,-16.66,41.18
潘頓,羅富全,0,1,1,6.4,0.0,100.0,14.29,28.57,23.08,42.31,-18.68,64.56
紀仁安,伍鵬志,0,1,0,21.0,0.0,0.0,8.0,12.0,33.33,33.33,-20.66,-22.66
紀仁安,方嘉柏,0,1,0,9.2,0.0,0.0,13.33,26.67,33.33,33.33,-23.33,-30.0
