baseline_race_key,baseline_date,baseline_meeting_name,baseline_race_number,baseline_top2_hits,baseline_winner_rank,baseline_actual_top3,baseline_predicted_top2,candidate_race_key,candidate_date,candidate_meeting_name,candidate_race_number,candidate_top2_hits,candidate_winner_rank,candidate_actual_top3,candidate_predicted_top2,dimension,period,method,top2_hit_delta,winner_rank_delta,outcome
2026-06-10::2026-06-10_HappyValley::R4,2026-06-10,2026-06-10_HappyValley,4,1,1,"3,5,8","3,2",2026-06-10::2026-06-10_HappyValley::R4,2026-06-10,2026-06-10_HappyValley,4,1,1,"3,5,8","3,2",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-10::2026-06-10_HappyValley::R5,2026-06-10,2026-06-10_HappyValley,5,1,8,"1,3,12","5,1",2026-06-10::2026-06-10_HappyValley::R5,2026-06-10,2026-06-10_HappyValley,5,1,8,"1,3,12","5,1",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-10::2026-06-10_HappyValley::R6,2026-06-10,2026-06-10_HappyValley,6,1,3,"3,4,8","3,2",2026-06-10::2026-06-10_HappyValley::R6,2026-06-10,2026-06-10_HappyValley,6,1,3,"3,4,8","3,2",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-10::2026-06-10_HappyValley::R7,2026-06-10,2026-06-10_HappyValley,7,1,10,"2,5,11","3,11",2026-06-10::2026-06-10_HappyValley::R7,2026-06-10,2026-06-10_HappyValley,7,1,10,"2,5,11","3,11",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-13::2026-06-13_ShaTin::R1,2026-06-13,2026-06-13_ShaTin,1,1,1,"1,6,7","6,5",2026-06-13::2026-06-13_ShaTin::R1,2026-06-13,2026-06-13_ShaTin,1,1,1,"1,6,7","6,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-13::2026-06-13_ShaTin::R2,2026-06-13,2026-06-13_ShaTin,2,1,1,"4,8,12","8,9",2026-06-13::2026-06-13_ShaTin::R2,2026-06-13,2026-06-13_ShaTin,2,1,1,"4,8,12","8,9",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-13::2026-06-13_ShaTin::R3,2026-06-13,2026-06-13_ShaTin,3,0,4,"4,5,12","9,13",2026-06-13::2026-06-13_ShaTin::R3,2026-06-13,2026-06-13_ShaTin,3,0,5,"4,5,12","9,13",race_shape,walk_forward,Residual cap=0.05,0,1,unchanged
2026-06-13::2026-06-13_ShaTin::R4,2026-06-13,2026-06-13_ShaTin,4,1,9,"2,3,12","6,2",2026-06-13::2026-06-13_ShaTin::R4,2026-06-13,2026-06-13_ShaTin,4,1,10,"2,3,12","6,2",race_shape,walk_forward,Residual cap=0.05,0,1,unchanged
2026-06-13::2026-06-13_ShaTin::R5,2026-06-13,2026-06-13_ShaTin,5,1,7,"2,3,7","5,3",2026-06-13::2026-06-13_ShaTin::R5,2026-06-13,2026-06-13_ShaTin,5,1,7,"2,3,7","5,3",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-13::2026-06-13_ShaTin::R6,2026-06-13,2026-06-13_ShaTin,6,1,6,"1,9,11","11,3",2026-06-13::2026-06-13_ShaTin::R6,2026-06-13,2026-06-13_ShaTin,6,1,6,"1,9,11","11,3",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-13::2026-06-13_ShaTin::R7,2026-06-13,2026-06-13_ShaTin,7,1,1,"1,3,6","3,5",2026-06-13::2026-06-13_ShaTin::R7,2026-06-13,2026-06-13_ShaTin,7,1,1,"1,3,6","3,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-13::2026-06-13_ShaTin::R8,2026-06-13,2026-06-13_ShaTin,8,1,4,"1,2,7","3,7",2026-06-13::2026-06-13_ShaTin::R8,2026-06-13,2026-06-13_ShaTin,8,1,4,"1,2,7","3,7",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-13::2026-06-13_ShaTin::R9,2026-06-13,2026-06-13_ShaTin,9,0,10,"3,9,10","6,2",2026-06-13::2026-06-13_ShaTin::R9,2026-06-13,2026-06-13_ShaTin,9,0,10,"3,9,10","6,2",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-13::2026-06-13_ShaTin::R11,2026-06-13,2026-06-13_ShaTin,11,1,3,"3,4,12","7,3",2026-06-13::2026-06-13_ShaTin::R11,2026-06-13,2026-06-13_ShaTin,11,1,3,"3,4,12","7,3",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R1,2026-06-21,2026-06-21_ShaTin,1,1,6,"5,7,9","7,8",2026-06-21::2026-06-21_ShaTin::R1,2026-06-21,2026-06-21_ShaTin,1,1,6,"5,7,9","7,8",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R3,2026-06-21,2026-06-21_ShaTin,3,1,2,"1,5,8","2,1",2026-06-21::2026-06-21_ShaTin::R3,2026-06-21,2026-06-21_ShaTin,3,1,2,"1,5,8","2,1",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R4,2026-06-21,2026-06-21_ShaTin,4,1,5,"2,3,11","3,7",2026-06-21::2026-06-21_ShaTin::R4,2026-06-21,2026-06-21_ShaTin,4,1,5,"2,3,11","3,7",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R5,2026-06-21,2026-06-21_ShaTin,5,0,3,"3,4,12","2,10",2026-06-21::2026-06-21_ShaTin::R5,2026-06-21,2026-06-21_ShaTin,5,0,3,"3,4,12","2,10",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R6,2026-06-21,2026-06-21_ShaTin,6,1,2,"3,4,12","1,3",2026-06-21::2026-06-21_ShaTin::R6,2026-06-21,2026-06-21_ShaTin,6,1,2,"3,4,12","1,3",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R7,2026-06-21,2026-06-21_ShaTin,7,0,6,"1,6,7","2,10",2026-06-21::2026-06-21_ShaTin::R7,2026-06-21,2026-06-21_ShaTin,7,0,6,"1,6,7","2,10",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R8,2026-06-21,2026-06-21_ShaTin,8,0,12,"1,5,10","6,11",2026-06-21::2026-06-21_ShaTin::R8,2026-06-21,2026-06-21_ShaTin,8,0,12,"1,5,10","6,11",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R9,2026-06-21,2026-06-21_ShaTin,9,1,1,"3,5,11","5,7",2026-06-21::2026-06-21_ShaTin::R9,2026-06-21,2026-06-21_ShaTin,9,1,1,"3,5,11","5,7",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R10,2026-06-21,2026-06-21_ShaTin,10,1,3,"4,7,13","1,13",2026-06-21::2026-06-21_ShaTin::R10,2026-06-21,2026-06-21_ShaTin,10,1,3,"4,7,13","1,13",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-21::2026-06-21_ShaTin::R11,2026-06-21,2026-06-21_ShaTin,11,0,7,"1,9,14","3,11",2026-06-21::2026-06-21_ShaTin::R11,2026-06-21,2026-06-21_ShaTin,11,0,8,"1,9,14","3,11",race_shape,walk_forward,Residual cap=0.05,0,1,unchanged
2026-06-27::2026-06-27_ShaTin::R1,2026-06-27,2026-06-27_ShaTin,1,0,9,"3,4,10","2,1",2026-06-27::2026-06-27_ShaTin::R1,2026-06-27,2026-06-27_ShaTin,1,0,9,"3,4,10","2,1",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-27::2026-06-27_ShaTin::R2,2026-06-27,2026-06-27_ShaTin,2,1,1,"1,2,12","12,3",2026-06-27::2026-06-27_ShaTin::R2,2026-06-27,2026-06-27_ShaTin,2,1,1,"1,2,12","12,3",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-27::2026-06-27_ShaTin::R3,2026-06-27,2026-06-27_ShaTin,3,0,5,"2,5,8","10,11",2026-06-27::2026-06-27_ShaTin::R3,2026-06-27,2026-06-27_ShaTin,3,0,5,"2,5,8","10,6",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-27::2026-06-27_ShaTin::R5,2026-06-27,2026-06-27_ShaTin,5,0,5,"4,10,12","2,5",2026-06-27::2026-06-27_ShaTin::R5,2026-06-27,2026-06-27_ShaTin,5,0,5,"4,10,12","2,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-27::2026-06-27_ShaTin::R6,2026-06-27,2026-06-27_ShaTin,6,0,3,"1,4,8","3,10",2026-06-27::2026-06-27_ShaTin::R6,2026-06-27,2026-06-27_ShaTin,6,0,3,"1,4,8","3,10",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-27::2026-06-27_ShaTin::R8,2026-06-27,2026-06-27_ShaTin,8,0,9,"3,4,7","8,2",2026-06-27::2026-06-27_ShaTin::R8,2026-06-27,2026-06-27_ShaTin,8,0,9,"3,4,7","8,2",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-27::2026-06-27_ShaTin::R9,2026-06-27,2026-06-27_ShaTin,9,1,2,"1,12,14","8,1",2026-06-27::2026-06-27_ShaTin::R9,2026-06-27,2026-06-27_ShaTin,9,1,2,"1,12,14","8,1",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-27::2026-06-27_ShaTin::R10,2026-06-27,2026-06-27_ShaTin,10,1,1,"6,7,11","6,1",2026-06-27::2026-06-27_ShaTin::R10,2026-06-27,2026-06-27_ShaTin,10,1,1,"6,7,11","6,1",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-06-27::2026-06-27_ShaTin::R11,2026-06-27,2026-06-27_ShaTin,11,1,6,"2,5,6","7,6",2026-06-27::2026-06-27_ShaTin::R11,2026-06-27,2026-06-27_ShaTin,11,1,6,"2,5,6","7,6",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R1,2026-07-01,2026-07-01_ShaTin,1,0,8,"3,7,10","11,2",2026-07-01::2026-07-01_ShaTin::R1,2026-07-01,2026-07-01_ShaTin,1,0,8,"3,7,10","11,2",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R2,2026-07-01,2026-07-01_ShaTin,2,1,3,"2,4,13","4,1",2026-07-01::2026-07-01_ShaTin::R2,2026-07-01,2026-07-01_ShaTin,2,1,3,"2,4,13","4,1",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R3,2026-07-01,2026-07-01_ShaTin,3,1,4,"2,11,14","14,1",2026-07-01::2026-07-01_ShaTin::R3,2026-07-01,2026-07-01_ShaTin,3,1,3,"2,11,14","14,1",race_shape,walk_forward,Residual cap=0.05,0,-1,unchanged
2026-07-01::2026-07-01_ShaTin::R4,2026-07-01,2026-07-01_ShaTin,4,1,2,"2,3,7","13,2",2026-07-01::2026-07-01_ShaTin::R4,2026-07-01,2026-07-01_ShaTin,4,1,2,"2,3,7","13,2",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R5,2026-07-01,2026-07-01_ShaTin,5,0,7,"7,8,9","2,6",2026-07-01::2026-07-01_ShaTin::R5,2026-07-01,2026-07-01_ShaTin,5,0,7,"7,8,9","2,6",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R7,2026-07-01,2026-07-01_ShaTin,7,1,7,"2,6,12","12,5",2026-07-01::2026-07-01_ShaTin::R7,2026-07-01,2026-07-01_ShaTin,7,1,7,"2,6,12","12,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R8,2026-07-01,2026-07-01_ShaTin,8,1,2,"3,4,7","10,3",2026-07-01::2026-07-01_ShaTin::R8,2026-07-01,2026-07-01_ShaTin,8,1,2,"3,4,7","10,3",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-01::2026-07-01_ShaTin::R9,2026-07-01,2026-07-01_ShaTin,9,1,1,"8,11,12","8,13",2026-07-01::2026-07-01_ShaTin::R9,2026-07-01,2026-07-01_ShaTin,9,1,1,"8,11,12","8,13",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R2,2026-07-04,2026-07-04_ShaTin,2,1,3,"5,9,11","5,10",2026-07-04::2026-07-04_ShaTin::R2,2026-07-04,2026-07-04_ShaTin,2,1,3,"5,9,11","5,10",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R4,2026-07-04,2026-07-04_ShaTin,4,1,1,"3,4,6","4,5",2026-07-04::2026-07-04_ShaTin::R4,2026-07-04,2026-07-04_ShaTin,4,1,1,"3,4,6","4,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R6,2026-07-04,2026-07-04_ShaTin,6,1,2,"6,7,11","1,7",2026-07-04::2026-07-04_ShaTin::R6,2026-07-04,2026-07-04_ShaTin,6,1,2,"6,7,11","1,7",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R7,2026-07-04,2026-07-04_ShaTin,7,1,4,"5,6,12","4,6",2026-07-04::2026-07-04_ShaTin::R7,2026-07-04,2026-07-04_ShaTin,7,1,4,"5,6,12","4,6",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R8,2026-07-04,2026-07-04_ShaTin,8,1,1,"3,6,9","6,12",2026-07-04::2026-07-04_ShaTin::R8,2026-07-04,2026-07-04_ShaTin,8,1,1,"3,6,9","6,12",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-04::2026-07-04_ShaTin::R9,2026-07-04,2026-07-04_ShaTin,9,1,2,"1,3,6","5,3",2026-07-04::2026-07-04_ShaTin::R9,2026-07-04,2026-07-04_ShaTin,9,1,1,"1,3,6","3,5",race_shape,walk_forward,Residual cap=0.05,0,-1,unchanged
2026-07-04::2026-07-04_ShaTin::R10,2026-07-04,2026-07-04_ShaTin,10,1,5,"6,7,12","1,6",2026-07-04::2026-07-04_ShaTin::R10,2026-07-04,2026-07-04_ShaTin,10,1,5,"6,7,12","1,6",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R1,2026-07-08,2026-07-08_HappyValley,1,1,1,"1,3,5","3,12",2026-07-08::2026-07-08_HappyValley::R1,2026-07-08,2026-07-08_HappyValley,1,1,1,"1,3,5","3,12",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R2,2026-07-08,2026-07-08_HappyValley,2,0,5,"1,6,8","2,9",2026-07-08::2026-07-08_HappyValley::R2,2026-07-08,2026-07-08_HappyValley,2,0,5,"1,6,8","2,9",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R3,2026-07-08,2026-07-08_HappyValley,3,1,3,"4,8,11","1,8",2026-07-08::2026-07-08_HappyValley::R3,2026-07-08,2026-07-08_HappyValley,3,1,3,"4,8,11","1,8",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R4,2026-07-08,2026-07-08_HappyValley,4,1,2,"1,6,7","5,1",2026-07-08::2026-07-08_HappyValley::R4,2026-07-08,2026-07-08_HappyValley,4,1,2,"1,6,7","5,1",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R5,2026-07-08,2026-07-08_HappyValley,5,1,1,"2,9,12","9,6",2026-07-08::2026-07-08_HappyValley::R5,2026-07-08,2026-07-08_HappyValley,5,1,1,"2,9,12","9,6",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R7,2026-07-08,2026-07-08_HappyValley,7,0,10,"1,3,8","2,5",2026-07-08::2026-07-08_HappyValley::R7,2026-07-08,2026-07-08_HappyValley,7,0,10,"1,3,8","2,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R8,2026-07-08,2026-07-08_HappyValley,8,0,10,"9,10,11","3,5",2026-07-08::2026-07-08_HappyValley::R8,2026-07-08,2026-07-08_HappyValley,8,0,10,"9,10,11","3,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-08::2026-07-08_HappyValley::R9,2026-07-08,2026-07-08_HappyValley,9,0,4,"3,4,11","1,7",2026-07-08::2026-07-08_HappyValley::R9,2026-07-08,2026-07-08_HappyValley,9,0,4,"3,4,11","1,7",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R1,2026-07-12,2026-07-12_ShaTin,1,1,6,"1,2,11","4,11",2026-07-12::2026-07-12_ShaTin::R1,2026-07-12,2026-07-12_ShaTin,1,1,6,"1,2,11","4,11",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R2,2026-07-12,2026-07-12_ShaTin,2,1,1,"6,7,11","7,10",2026-07-12::2026-07-12_ShaTin::R2,2026-07-12,2026-07-12_ShaTin,2,1,1,"6,7,11","7,10",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R3,2026-07-12,2026-07-12_ShaTin,3,1,2,"6,9,10","13,6",2026-07-12::2026-07-12_ShaTin::R3,2026-07-12,2026-07-12_ShaTin,3,1,2,"6,9,10","13,6",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R4,2026-07-12,2026-07-12_ShaTin,4,1,1,"1,2,12","2,5",2026-07-12::2026-07-12_ShaTin::R4,2026-07-12,2026-07-12_ShaTin,4,1,1,"1,2,12","2,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R5,2026-07-12,2026-07-12_ShaTin,5,1,11,"1,10,12","3,12",2026-07-12::2026-07-12_ShaTin::R5,2026-07-12,2026-07-12_ShaTin,5,1,11,"1,10,12","3,12",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R6,2026-07-12,2026-07-12_ShaTin,6,0,9,"2,8,10","6,14",2026-07-12::2026-07-12_ShaTin::R6,2026-07-12,2026-07-12_ShaTin,6,0,8,"2,8,10","6,14",race_shape,walk_forward,Residual cap=0.05,0,-1,unchanged
2026-07-12::2026-07-12_ShaTin::R7,2026-07-12,2026-07-12_ShaTin,7,1,6,"3,5,6","10,5",2026-07-12::2026-07-12_ShaTin::R7,2026-07-12,2026-07-12_ShaTin,7,1,6,"3,5,6","10,5",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R10,2026-07-12,2026-07-12_ShaTin,10,1,6,"4,12,13","7,4",2026-07-12::2026-07-12_ShaTin::R10,2026-07-12,2026-07-12_ShaTin,10,1,6,"4,12,13","7,4",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R11,2026-07-12,2026-07-12_ShaTin,11,0,5,"3,4,12","1,9",2026-07-12::2026-07-12_ShaTin::R11,2026-07-12,2026-07-12_ShaTin,11,0,5,"3,4,12","1,9",race_shape,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R1,2026-05-09,2026-05-09_ShaTin,1,0,8,"2,5,6","1,7",2026-05-09::2026-05-09_ShaTin::R1,2026-05-09,2026-05-09_ShaTin,1,0,8,"2,5,6","1,7",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R2,2026-05-09,2026-05-09_ShaTin,2,1,4,"1,2,5","7,5",2026-05-09::2026-05-09_ShaTin::R2,2026-05-09,2026-05-09_ShaTin,2,1,4,"1,2,5","5,7",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R3,2026-05-09,2026-05-09_ShaTin,3,1,12,"8,12,13","13,7",2026-05-09::2026-05-09_ShaTin::R3,2026-05-09,2026-05-09_ShaTin,3,1,12,"8,12,13","13,7",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R4,2026-05-09,2026-05-09_ShaTin,4,1,13,"4,10,11","6,4",2026-05-09::2026-05-09_ShaTin::R4,2026-05-09,2026-05-09_ShaTin,4,1,13,"4,10,11","6,4",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R5,2026-05-09,2026-05-09_ShaTin,5,0,12,"2,4,6","9,3",2026-05-09::2026-05-09_ShaTin::R5,2026-05-09,2026-05-09_ShaTin,5,0,12,"2,4,6","9,3",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R6,2026-05-09,2026-05-09_ShaTin,6,1,3,"3,6,7","7,9",2026-05-09::2026-05-09_ShaTin::R6,2026-05-09,2026-05-09_ShaTin,6,2,2,"3,6,7","7,6",stability,walk_forward,Residual cap=0.05,1,-1,helped
2026-05-09::2026-05-09_ShaTin::R7,2026-05-09,2026-05-09_ShaTin,7,0,10,"8,11,13","1,5",2026-05-09::2026-05-09_ShaTin::R7,2026-05-09,2026-05-09_ShaTin,7,0,10,"8,11,13","1,5",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R8,2026-05-09,2026-05-09_ShaTin,8,0,8,"3,7,11","4,10",2026-05-09::2026-05-09_ShaTin::R8,2026-05-09,2026-05-09_ShaTin,8,0,8,"3,7,11","4,10",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R9,2026-05-09,2026-05-09_ShaTin,9,0,4,"7,13,14","2,1",2026-05-09::2026-05-09_ShaTin::R9,2026-05-09,2026-05-09_ShaTin,9,0,4,"7,13,14","2,1",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-09::2026-05-09_ShaTin::R11,2026-05-09,2026-05-09_ShaTin,11,1,2,"2,4,12","6,4",2026-05-09::2026-05-09_ShaTin::R11,2026-05-09,2026-05-09_ShaTin,11,1,2,"2,4,12","6,4",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-13::2026-05-13_HappyValley::R1,2026-05-13,2026-05-13_HappyValley,1,1,1,"1,3,12","1,11",2026-05-13::2026-05-13_HappyValley::R1,2026-05-13,2026-05-13_HappyValley,1,1,1,"1,3,12","1,11",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-13::2026-05-13_HappyValley::R4,2026-05-13,2026-05-13_HappyValley,4,0,12,"4,10,11","3,5",2026-05-13::2026-05-13_HappyValley::R4,2026-05-13,2026-05-13_HappyValley,4,0,12,"4,10,11","3,5",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-13::2026-05-13_HappyValley::R7,2026-05-13,2026-05-13_HappyValley,7,0,6,"1,3,11","6,12",2026-05-13::2026-05-13_HappyValley::R7,2026-05-13,2026-05-13_HappyValley,7,0,6,"1,3,11","6,12",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-13::2026-05-13_HappyValley::R9,2026-05-13,2026-05-13_HappyValley,9,1,4,"4,9,10","8,4",2026-05-13::2026-05-13_HappyValley::R9,2026-05-13,2026-05-13_HappyValley,9,1,4,"4,9,10","8,4",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-17::2026-05-17_ShaTin::R1,2026-05-17,2026-05-17_ShaTin,1,0,5,"6,7,10","8,9",2026-05-17::2026-05-17_ShaTin::R1,2026-05-17,2026-05-17_ShaTin,1,0,5,"6,7,10","8,9",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-17::2026-05-17_ShaTin::R2,2026-05-17,2026-05-17_ShaTin,2,1,1,"4,10,14","14,1",2026-05-17::2026-05-17_ShaTin::R2,2026-05-17,2026-05-17_ShaTin,2,1,2,"4,10,14","1,14",stability,walk_forward,Residual cap=0.05,0,1,unchanged
2026-05-17::2026-05-17_ShaTin::R3,2026-05-17,2026-05-17_ShaTin,3,1,8,"3,5,11","4,5",2026-05-17::2026-05-17_ShaTin::R3,2026-05-17,2026-05-17_ShaTin,3,1,6,"3,5,11","4,5",stability,walk_forward,Residual cap=0.05,0,-2,unchanged
2026-05-17::2026-05-17_ShaTin::R4,2026-05-17,2026-05-17_ShaTin,4,1,7,"8,10,11","10,1",2026-05-17::2026-05-17_ShaTin::R4,2026-05-17,2026-05-17_ShaTin,4,1,6,"8,10,11","10,1",stability,walk_forward,Residual cap=0.05,0,-1,unchanged
2026-05-17::2026-05-17_ShaTin::R6,2026-05-17,2026-05-17_ShaTin,6,1,3,"2,10,11","3,2",2026-05-17::2026-05-17_ShaTin::R6,2026-05-17,2026-05-17_ShaTin,6,1,2,"2,10,11","3,10",stability,walk_forward,Residual cap=0.05,0,-1,unchanged
2026-05-17::2026-05-17_ShaTin::R7,2026-05-17,2026-05-17_ShaTin,7,0,6,"1,3,4","2,12",2026-05-17::2026-05-17_ShaTin::R7,2026-05-17,2026-05-17_ShaTin,7,0,6,"1,3,4","2,12",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-17::2026-05-17_ShaTin::R8,2026-05-17,2026-05-17_ShaTin,8,1,3,"5,7,14","5,4",2026-05-17::2026-05-17_ShaTin::R8,2026-05-17,2026-05-17_ShaTin,8,2,2,"5,7,14","5,14",stability,walk_forward,Residual cap=0.05,1,-1,helped
2026-05-17::2026-05-17_ShaTin::R9,2026-05-17,2026-05-17_ShaTin,9,1,8,"5,7,13","12,7",2026-05-17::2026-05-17_ShaTin::R9,2026-05-17,2026-05-17_ShaTin,9,1,8,"5,7,13","12,7",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-17::2026-05-17_ShaTin::R10,2026-05-17,2026-05-17_ShaTin,10,1,8,"6,8,10","5,8",2026-05-17::2026-05-17_ShaTin::R10,2026-05-17,2026-05-17_ShaTin,10,1,7,"6,8,10","5,8",stability,walk_forward,Residual cap=0.05,0,-1,unchanged
2026-05-20::2026-05-20_HappyValley::R3,2026-05-20,2026-05-20_HappyValley,3,1,8,"2,4,8","4,6",2026-05-20::2026-05-20_HappyValley::R3,2026-05-20,2026-05-20_HappyValley,3,1,8,"2,4,8","4,6",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-20::2026-05-20_HappyValley::R4,2026-05-20,2026-05-20_HappyValley,4,1,1,"3,8,10","8,12",2026-05-20::2026-05-20_HappyValley::R4,2026-05-20,2026-05-20_HappyValley,4,1,1,"3,8,10","8,12",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-20::2026-05-20_HappyValley::R5,2026-05-20,2026-05-20_HappyValley,5,1,7,"2,5,7","4,7",2026-05-20::2026-05-20_HappyValley::R5,2026-05-20,2026-05-20_HappyValley,5,1,7,"2,5,7","4,7",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-05-20::2026-05-20_HappyValley::R7,2026-05-20,2026-05-20_HappyValley,7,0,3,"4,5,11","1,3",2026-05-20::2026-05-20_HappyValley::R7,2026-05-20,2026-05-20_HappyValley,7,0,3,"4,5,11","1,3",stability,walk_forward,Residual cap=0.05,0,0,unchanged
