baseline_race_key,baseline_date,baseline_meeting_name,baseline_race_number,baseline_top2_hits,baseline_winner_rank,baseline_actual_top3,baseline_predicted_top2,candidate_race_key,candidate_date,candidate_meeting_name,candidate_race_number,candidate_top2_hits,candidate_winner_rank,candidate_actual_top3,candidate_predicted_top2,dimension,period,method,top2_hit_delta,winner_rank_delta,outcome
2026-07-12::2026-07-12_ShaTin::R5,2026-07-12,2026-07-12_ShaTin,5,1,11,"1,10,12","3,12",2026-07-12::2026-07-12_ShaTin::R5,2026-07-12,2026-07-12_ShaTin,5,1,11,"1,10,12","3,12",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R6,2026-07-12,2026-07-12_ShaTin,6,0,9,"2,8,10","6,14",2026-07-12::2026-07-12_ShaTin::R6,2026-07-12,2026-07-12_ShaTin,6,0,9,"2,8,10","6,1",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R7,2026-07-12,2026-07-12_ShaTin,7,1,6,"3,5,6","10,5",2026-07-12::2026-07-12_ShaTin::R7,2026-07-12,2026-07-12_ShaTin,7,1,7,"3,5,6","10,5",stability,walk_forward,Residual cap=0.05,0,1,unchanged
2026-07-12::2026-07-12_ShaTin::R10,2026-07-12,2026-07-12_ShaTin,10,1,6,"4,12,13","7,4",2026-07-12::2026-07-12_ShaTin::R10,2026-07-12,2026-07-12_ShaTin,10,1,6,"4,12,13","7,4",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-12::2026-07-12_ShaTin::R11,2026-07-12,2026-07-12_ShaTin,11,0,5,"3,4,12","1,9",2026-07-12::2026-07-12_ShaTin::R11,2026-07-12,2026-07-12_ShaTin,11,0,5,"3,4,12","1,9",stability,walk_forward,Residual cap=0.05,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R1,2026-07-15,2026-07-15_HappyValley,1,0,3,"3,10,11","4,9",2026-07-15::2026-07-15_HappyValley::R1,2026-07-15,2026-07-15_HappyValley,1,0,3,"3,10,11","4,9",trainer_signal,external_holdout,Residual cap=0.20,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R2,2026-07-15,2026-07-15_HappyValley,2,1,5,"4,9,10","4,1",2026-07-15::2026-07-15_HappyValley::R2,2026-07-15,2026-07-15_HappyValley,2,1,5,"4,9,10","4,1",trainer_signal,external_holdout,Residual cap=0.20,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R3,2026-07-15,2026-07-15_HappyValley,3,1,1,"4,5,10","10,9",2026-07-15::2026-07-15_HappyValley::R3,2026-07-15,2026-07-15_HappyValley,3,1,1,"4,5,10","10,9",trainer_signal,external_holdout,Residual cap=0.20,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R4,2026-07-15,2026-07-15_HappyValley,4,0,12,"1,6,9","4,3",2026-07-15::2026-07-15_HappyValley::R4,2026-07-15,2026-07-15_HappyValley,4,0,12,"1,6,9","4,3",trainer_signal,external_holdout,Residual cap=0.20,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R5,2026-07-15,2026-07-15_HappyValley,5,1,7,"1,9,12","9,6",2026-07-15::2026-07-15_HappyValley::R5,2026-07-15,2026-07-15_HappyValley,5,1,7,"1,9,12","1,6",trainer_signal,external_holdout,Residual cap=0.20,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R6,2026-07-15,2026-07-15_HappyValley,6,0,4,"6,9,11","5,7",2026-07-15::2026-07-15_HappyValley::R6,2026-07-15,2026-07-15_HappyValley,6,0,4,"6,9,11","5,7",trainer_signal,external_holdout,Residual cap=0.20,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R7,2026-07-15,2026-07-15_HappyValley,7,0,4,"4,8,11","10,12",2026-07-15::2026-07-15_HappyValley::R7,2026-07-15,2026-07-15_HappyValley,7,0,4,"4,8,11","10,12",trainer_signal,external_holdout,Residual cap=0.20,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R8,2026-07-15,2026-07-15_HappyValley,8,0,3,"1,3,11","2,4",2026-07-15::2026-07-15_HappyValley::R8,2026-07-15,2026-07-15_HappyValley,8,0,3,"1,3,11","2,4",trainer_signal,external_holdout,Residual cap=0.20,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R1,2026-07-15,2026-07-15_HappyValley,1,0,3,"3,10,11","4,9",2026-07-15::2026-07-15_HappyValley::R1,2026-07-15,2026-07-15_HappyValley,1,0,3,"3,10,11","4,9",race_shape,external_holdout,Residual cap=0.05,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R2,2026-07-15,2026-07-15_HappyValley,2,1,5,"4,9,10","4,1",2026-07-15::2026-07-15_HappyValley::R2,2026-07-15,2026-07-15_HappyValley,2,1,5,"4,9,10","4,1",race_shape,external_holdout,Residual cap=0.05,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R3,2026-07-15,2026-07-15_HappyValley,3,1,1,"4,5,10","10,9",2026-07-15::2026-07-15_HappyValley::R3,2026-07-15,2026-07-15_HappyValley,3,1,1,"4,5,10","10,9",race_shape,external_holdout,Residual cap=0.05,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R4,2026-07-15,2026-07-15_HappyValley,4,0,12,"1,6,9","4,3",2026-07-15::2026-07-15_HappyValley::R4,2026-07-15,2026-07-15_HappyValley,4,0,12,"1,6,9","4,3",race_shape,external_holdout,Residual cap=0.05,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R5,2026-07-15,2026-07-15_HappyValley,5,1,7,"1,9,12","9,6",2026-07-15::2026-07-15_HappyValley::R5,2026-07-15,2026-07-15_HappyValley,5,1,7,"1,9,12","9,6",race_shape,external_holdout,Residual cap=0.05,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R6,2026-07-15,2026-07-15_HappyValley,6,0,4,"6,9,11","5,7",2026-07-15::2026-07-15_HappyValley::R6,2026-07-15,2026-07-15_HappyValley,6,0,4,"6,9,11","5,7",race_shape,external_holdout,Residual cap=0.05,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R7,2026-07-15,2026-07-15_HappyValley,7,0,4,"4,8,11","10,12",2026-07-15::2026-07-15_HappyValley::R7,2026-07-15,2026-07-15_HappyValley,7,0,4,"4,8,11","10,12",race_shape,external_holdout,Residual cap=0.05,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R8,2026-07-15,2026-07-15_HappyValley,8,0,3,"1,3,11","2,4",2026-07-15::2026-07-15_HappyValley::R8,2026-07-15,2026-07-15_HappyValley,8,0,3,"1,3,11","2,4",race_shape,external_holdout,Residual cap=0.05,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R1,2026-07-15,2026-07-15_HappyValley,1,0,3,"3,10,11","4,9",2026-07-15::2026-07-15_HappyValley::R1,2026-07-15,2026-07-15_HappyValley,1,0,3,"3,10,11","4,9",stability,external_holdout,Residual cap=0.05,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R2,2026-07-15,2026-07-15_HappyValley,2,1,5,"4,9,10","4,1",2026-07-15::2026-07-15_HappyValley::R2,2026-07-15,2026-07-15_HappyValley,2,1,6,"4,9,10","4,1",stability,external_holdout,Residual cap=0.05,0,1,unchanged
2026-07-15::2026-07-15_HappyValley::R3,2026-07-15,2026-07-15_HappyValley,3,1,1,"4,5,10","10,9",2026-07-15::2026-07-15_HappyValley::R3,2026-07-15,2026-07-15_HappyValley,3,2,1,"4,5,10","10,4",stability,external_holdout,Residual cap=0.05,1,0,helped
2026-07-15::2026-07-15_HappyValley::R4,2026-07-15,2026-07-15_HappyValley,4,0,12,"1,6,9","4,3",2026-07-15::2026-07-15_HappyValley::R4,2026-07-15,2026-07-15_HappyValley,4,0,12,"1,6,9","4,3",stability,external_holdout,Residual cap=0.05,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R5,2026-07-15,2026-07-15_HappyValley,5,1,7,"1,9,12","9,6",2026-07-15::2026-07-15_HappyValley::R5,2026-07-15,2026-07-15_HappyValley,5,1,7,"1,9,12","6,9",stability,external_holdout,Residual cap=0.05,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R6,2026-07-15,2026-07-15_HappyValley,6,0,4,"6,9,11","5,7",2026-07-15::2026-07-15_HappyValley::R6,2026-07-15,2026-07-15_HappyValley,6,0,4,"6,9,11","5,7",stability,external_holdout,Residual cap=0.05,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R7,2026-07-15,2026-07-15_HappyValley,7,0,4,"4,8,11","10,12",2026-07-15::2026-07-15_HappyValley::R7,2026-07-15,2026-07-15_HappyValley,7,0,4,"4,8,11","10,12",stability,external_holdout,Residual cap=0.05,0,0,unchanged
2026-07-15::2026-07-15_HappyValley::R8,2026-07-15,2026-07-15_HappyValley,8,0,3,"1,3,11","2,4",2026-07-15::2026-07-15_HappyValley::R8,2026-07-15,2026-07-15_HappyValley,8,0,3,"1,3,11","2,4",stability,external_holdout,Residual cap=0.05,0,0,unchanged
