dataset,meeting,race_number,case_type,primary_cause,secondary_causes,model_top3,actual_top3,evidence
independent_recent,2026-06-13_ShaTin,11,模型頭三全失,未解釋／整體辨識失敗,[],"[""#7 友瑩亮"", ""#14 錶之浩瀚"", ""#9 臻至辰""]","[""#12 櫻花酒杯"", ""#3 綠野飛馳"", ""#4 超勁赤兔""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":69.733,""formline"":83.533,""class_context"":75.66,""distance_context"":68.0,""risk"":72.667,""confidence"":83.0,""neutral_context_count"":0.333,""explicit_missing_context_count"":0.333},""actual_top3_mean"":{""speed"":68.347,""formline"":77.433,""class_context"":75.803,""distance_context"":68.0,""risk"":71.667,""confidence"":83.0,""neutral_context_count"":0.333,""explicit_missing_context_count"":0.333},""signal_deltas"":{""speed"":-1.386,""formline"":-6.1,""class_context"":0.143,""distance_context"":0.0,""risk"":-1.0,""confidence"":0.0},""neutral_context_delta"":0.0,""explicit_missing_context_delta"":0.0,""model_minus_actual_confidence"":0.0,""model_minus_actual_risk"":1.0}"
independent_recent,2026-06-21_ShaTin,1,第三選已入前三,第三選排序／上限壓低,"[""路程context支持第三選（+16.0）"", ""第三選風險分較高（+13.0）""]","[""#2 盈智多寶"", ""#12 凱旋王者"", ""#5 極速神影""]","[""#5 極速神影"", ""#7 致力之城"", ""#9 紅海旺""]","{""comparison"":""rank3_minus_rank2"",""score_gap_rank2_rank3"":0.13,""rank3_actual_finish"":1,""signal_deltas"":{""speed"":-18.05,""formline"":-11.9,""class_context"":-3.12,""distance_context"":16.0,""risk"":13.0,""confidence"":0.0},""rank2"":{""number"":12,""name"":""凱旋王者"",""rank"":2,""score"":68.16,""speed"":74.76,""formline"":85.2,""class_context"":69.12,""distance_context"":56.0,""risk"":62.5,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""rank3"":{""number"":5,""name"":""極速神影"",""rank"":3,""score"":68.03,""speed"":56.71,""formline"":73.3,""class_context"":66.0,""distance_context"":72.0,""risk"":75.5,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0}}"
independent_recent,2026-06-21_ShaTin,5,第三選已入前三,第三選排序／上限壓低,"[""班次context支持第三選（+9.6）"", ""路程context支持第三選（+6.0）""]","[""#2 深心星"", ""#10 家傳之寶"", ""#3 逍遙騎士""]","[""#3 逍遙騎士"", ""#4 包裝戰仕"", ""#12 好運年""]","{""comparison"":""rank3_minus_rank2"",""score_gap_rank2_rank3"":0.26,""rank3_actual_finish"":1,""signal_deltas"":{""speed"":0.0,""formline"":-16.8,""class_context"":9.55,""distance_context"":6.0,""risk"":3.5,""confidence"":0.0},""rank2"":{""number"":10,""name"":""家傳之寶"",""rank"":2,""score"":69.36,""speed"":65.93,""formline"":90.0,""class_context"":63.57,""distance_context"":66.0,""risk"":69.5,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""rank3"":{""number"":3,""name"":""逍遙騎士"",""rank"":3,""score"":69.1,""speed"":65.93,""formline"":73.2,""class_context"":73.12,""distance_context"":72.0,""risk"":73.0,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0}}"
independent_recent,2026-06-21_ShaTin,7,模型頭三全失,未解釋／整體辨識失敗,[],"[""#2 精算暴雪"", ""#10 韋金主"", ""#4 合夥奔馳""]","[""#6 小鳥天堂"", ""#1 錶之銀河"", ""#7 幸運有您""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":75.423,""formline"":75.8,""class_context"":75.66,""distance_context"":68.0,""risk"":69.0,""confidence"":83.0,""neutral_context_count"":0.333,""explicit_missing_context_count"":0.333},""actual_top3_mean"":{""speed"":67.307,""formline"":80.667,""class_context"":70.067,""distance_context"":62.667,""risk"":70.0,""confidence"":83.0,""neutral_context_count"":0.333,""explicit_missing_context_count"":0.333},""signal_deltas"":{""speed"":-8.116,""formline"":4.867,""class_context"":-5.593,""distance_context"":-5.333,""risk"":1.0,""confidence"":0.0},""neutral_context_delta"":0.0,""explicit_missing_context_delta"":0.0,""model_minus_actual_confidence"":0.0,""model_minus_actual_risk"":-1.0}"
independent_recent,2026-06-21_ShaTin,8,第三選已入前三,第三選排序／上限壓低,"[""路程context支持第三選（+12.0）"", ""form line支持第三選（+5.7）""]","[""#7 勁大威猛"", ""#6 共享富裕"", ""#5 安帝""]","[""#10 千禧龍"", ""#5 安帝"", ""#1 春風萬里""]","{""comparison"":""rank3_minus_rank2"",""score_gap_rank2_rank3"":0.4,""rank3_actual_finish"":2,""signal_deltas"":{""speed"":-11.44,""formline"":5.7,""class_context"":0.43,""distance_context"":12.0,""risk"":-3.0,""confidence"":0.0},""rank2"":{""number"":6,""name"":""共享富裕"",""rank"":2,""score"":68.83,""speed"":73.35,""formline"":79.5,""class_context"":67.57,""distance_context"":60.0,""risk"":69.5,""confidence"":83.0,""neutral_context_count"":1,""explicit_missing_context_count"":1},""rank3"":{""number"":5,""name"":""安帝"",""rank"":3,""score"":68.43,""speed"":61.91,""formline"":85.2,""class_context"":68.0,""distance_context"":72.0,""risk"":66.5,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0}}"
independent_recent,2026-06-21_ShaTin,11,模型頭三全失,未解釋／整體辨識失敗,[],"[""#11 紅運光輝"", ""#10 仁仁有餘"", ""#6 亨驥""]","[""#14 閃電小子"", ""#9 金勝名駒"", ""#1 閃耀天河""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":64.567,""formline"":77.633,""class_context"":72.877,""distance_context"":68.0,""risk"":71.0,""confidence"":83.0,""neutral_context_count"":0.333,""explicit_missing_context_count"":0.333},""actual_top3_mean"":{""speed"":62.013,""formline"":78.367,""class_context"":71.157,""distance_context"":62.667,""risk"":69.0,""confidence"":83.0,""neutral_context_count"":0.333,""explicit_missing_context_count"":0.333},""signal_deltas"":{""speed"":-2.554,""formline"":0.734,""class_context"":-1.72,""distance_context"":-5.333,""risk"":-2.0,""confidence"":0.0},""neutral_context_delta"":0.0,""explicit_missing_context_delta"":0.0,""model_minus_actual_confidence"":0.0,""model_minus_actual_risk"":2.0}"
independent_recent,2026-06-27_ShaTin,1,模型頭三全失,未解釋／整體辨識失敗,[],"[""#2 英雄豪邁"", ""#1 金風萬里"", ""#14 太行美景""]","[""#10 綫路光驊"", ""#4 翠湖烈風"", ""#3 果然僥倖""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":72.75,""formline"":82.767,""class_context"":69.42,""distance_context"":64.0,""risk"":71.667,""confidence"":83.0,""neutral_context_count"":0.667,""explicit_missing_context_count"":0.667},""actual_top3_mean"":{""speed"":63.49,""formline"":76.7,""class_context"":71.4,""distance_context"":62.0,""risk"":71.333,""confidence"":83.0,""neutral_context_count"":0.333,""explicit_missing_context_count"":0.333},""signal_deltas"":{""speed"":-9.26,""formline"":-6.067,""class_context"":1.98,""distance_context"":-2.0,""risk"":-0.334,""confidence"":0.0},""neutral_context_delta"":-0.334,""explicit_missing_context_delta"":-0.334,""model_minus_actual_confidence"":0.0,""model_minus_actual_risk"":0.334}"
independent_recent,2026-06-27_ShaTin,3,模型頭三全失,資料缺失／中性60壓低上限,[],"[""#10 小魔怪"", ""#6 團結戰靈"", ""#11 嘉應光彩""]","[""#2 正極"", ""#5 千杯敬典"", ""#8 合夥智能""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":70.84,""formline"":80.667,""class_context"":73.12,""distance_context"":72.0,""risk"":70.667,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""actual_top3_mean"":{""speed"":58.93,""formline"":74.4,""class_context"":65.563,""distance_context"":65.333,""risk"":69.333,""confidence"":76.41,""neutral_context_count"":1,""explicit_missing_context_count"":0},""signal_deltas"":{""speed"":-11.91,""formline"":-6.267,""class_context"":-7.557,""distance_context"":-6.667,""risk"":-1.334,""confidence"":-6.59},""neutral_context_delta"":1,""explicit_missing_context_delta"":0,""model_minus_actual_confidence"":6.59,""model_minus_actual_risk"":1.334}"
independent_recent,2026-06-27_ShaTin,5,第三選已入前三,第三選排序／上限壓低,"[""班次context支持第三選（+9.6）"", ""段速支持第三選（+6.2）""]","[""#2 奮鬥心"", ""#5 精彩動力"", ""#4 超加加""]","[""#10 午夜快車"", ""#12 林寶精神"", ""#4 超加加""]","{""comparison"":""rank3_minus_rank2"",""score_gap_rank2_rank3"":1.02,""rank3_actual_finish"":3,""signal_deltas"":{""speed"":6.24,""formline"":-1.4,""class_context"":9.55,""distance_context"":6.0,""risk"":5.5,""confidence"":0.0},""rank2"":{""number"":5,""name"":""精彩動力"",""rank"":2,""score"":67.31,""speed"":52.23,""formline"":81.6,""class_context"":63.57,""distance_context"":54.0,""risk"":66.5,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""rank3"":{""number"":4,""name"":""超加加"",""rank"":3,""score"":66.29,""speed"":58.47,""formline"":80.2,""class_context"":73.12,""distance_context"":60.0,""risk"":72.0,""confidence"":83.0,""neutral_context_count"":1,""explicit_missing_context_count"":1}}"
independent_recent,2026-06-27_ShaTin,6,模型頭三全失,未解釋／整體辨識失敗,[],"[""#3 風采人生"", ""#10 快樂高球"", ""#13 有你有我""]","[""#8 嘉應駿馬"", ""#4 老鼠斑"", ""#1 怡昌光輝""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":71.42,""formline"":81.867,""class_context"":77.51,""distance_context"":68.0,""risk"":69.833,""confidence"":83.0,""neutral_context_count"":0.333,""explicit_missing_context_count"":0.333},""actual_top3_mean"":{""speed"":59.92,""formline"":72.733,""class_context"":70.08,""distance_context"":70.0,""risk"":68.833,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""signal_deltas"":{""speed"":-11.5,""formline"":-9.134,""class_context"":-7.43,""distance_context"":2.0,""risk"":-1.0,""confidence"":0.0},""neutral_context_delta"":-0.333,""explicit_missing_context_delta"":-0.333,""model_minus_actual_confidence"":0.0,""model_minus_actual_risk"":1.0}"
independent_recent,2026-06-27_ShaTin,8,第三選已入前三,第三選排序／上限壓低,"[""段速支持第三選（+9.1）""]","[""#8 勇敢巨星"", ""#2 星際快車"", ""#7 魔術控制""]","[""#4 顏色之皇"", ""#7 魔術控制"", ""#3 天天同樂""]","{""comparison"":""rank3_minus_rank2"",""score_gap_rank2_rank3"":0.11,""rank3_actual_finish"":2,""signal_deltas"":{""speed"":9.1,""formline"":4.1,""class_context"":-9.94,""distance_context"":-12.0,""risk"":-3.5,""confidence"":0.0},""rank2"":{""number"":2,""name"":""星際快車"",""rank"":2,""score"":68.46,""speed"":66.76,""formline"":74.7,""class_context"":77.51,""distance_context"":72.0,""risk"":75.5,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""rank3"":{""number"":7,""name"":""魔術控制"",""rank"":3,""score"":68.35,""speed"":75.86,""formline"":78.8,""class_context"":67.57,""distance_context"":60.0,""risk"":72.0,""confidence"":83.0,""neutral_context_count"":1,""explicit_missing_context_count"":1}}"
independent_recent,2026-07-01_ShaTin,1,模型頭三全失,未解釋／整體辨識失敗,[],"[""#11 勁爽"", ""#6 巴閉佬"", ""#8 小皇爺""]","[""#3 手到再來"", ""#10 東方魅影"", ""#7 志醒大將""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":63.387,""formline"":77.667,""class_context"":70.453,""distance_context"":63.333,""risk"":69.833,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""actual_top3_mean"":{""speed"":43.227,""formline"":74.833,""class_context"":67.7,""distance_context"":62.0,""risk"":66.167,""confidence"":83.0,""neutral_context_count"":0.667,""explicit_missing_context_count"":0.667},""signal_deltas"":{""speed"":-20.16,""formline"":-2.834,""class_context"":-2.753,""distance_context"":-1.333,""risk"":-3.666,""confidence"":0.0},""neutral_context_delta"":0.667,""explicit_missing_context_delta"":0.667,""model_minus_actual_confidence"":0.0,""model_minus_actual_risk"":3.666}"
independent_recent,2026-07-01_ShaTin,5,模型頭三全失,未解釋／整體辨識失敗,[],"[""#2 笑傲江湖"", ""#6 喜尊龍"", ""#3 風雲武士""]","[""#9 嘉應奇兵"", ""#7 美麗星晨"", ""#8 至尊瑰寶""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":68.63,""formline"":82.8,""class_context"":71.013,""distance_context"":62.0,""risk"":71.0,""confidence"":83.0,""neutral_context_count"":0.333,""explicit_missing_context_count"":0.333},""actual_top3_mean"":{""speed"":58.787,""formline"":71.333,""class_context"":74.327,""distance_context"":58.667,""risk"":71.667,""confidence"":83.0,""neutral_context_count"":0.667,""explicit_missing_context_count"":0.667},""signal_deltas"":{""speed"":-9.843,""formline"":-11.467,""class_context"":3.314,""distance_context"":-3.333,""risk"":0.667,""confidence"":0.0},""neutral_context_delta"":0.334,""explicit_missing_context_delta"":0.334,""model_minus_actual_confidence"":0.0,""model_minus_actual_risk"":-0.667}"
independent_recent,2026-07-04_ShaTin,6,第三選已入前三,第三選排序／上限壓低,"[""form line支持第三選（+20.2）"", ""段速支持第三選（+15.0）""]","[""#1 葳莉非凡"", ""#8 共同享樂"", ""#7 致力之城""]","[""#7 致力之城"", ""#6 砂漿麒星"", ""#11 瑤瑤日上""]","{""comparison"":""rank3_minus_rank2"",""score_gap_rank2_rank3"":1.36,""rank3_actual_finish"":1,""signal_deltas"":{""speed"":15.03,""formline"":20.2,""class_context"":6.84,""distance_context"":2.0,""risk"":-1.0,""confidence"":19.77},""rank2"":{""number"":8,""name"":""共同享樂"",""rank"":2,""score"":72.44,""speed"":60.0,""formline"":60.0,""class_context"":60.0,""distance_context"":58.0,""risk"":69.5,""confidence"":63.23,""neutral_context_count"":3,""explicit_missing_context_count"":0},""rank3"":{""number"":7,""name"":""致力之城"",""rank"":3,""score"":71.08,""speed"":75.03,""formline"":80.2,""class_context"":66.84,""distance_context"":60.0,""risk"":68.5,""confidence"":83.0,""neutral_context_count"":1,""explicit_missing_context_count"":1}}"
independent_recent,2026-07-08_HappyValley,2,模型頭三全失,段速辨識不足,[],"[""#9 得意佳作"", ""#2 川河帥駒"", ""#4 領航天子""]","[""#1 暴風之子"", ""#6 贏玥"", ""#8 越駿聯歡""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":64.643,""formline"":86.667,""class_context"":66.0,""distance_context"":72.0,""risk"":71.833,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""actual_top3_mean"":{""speed"":71.51,""formline"":82.0,""class_context"":60.667,""distance_context"":66.667,""risk"":72.167,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""signal_deltas"":{""speed"":6.867,""formline"":-4.667,""class_context"":-5.333,""distance_context"":-5.333,""risk"":0.334,""confidence"":0.0},""neutral_context_delta"":0,""explicit_missing_context_delta"":0,""model_minus_actual_confidence"":0.0,""model_minus_actual_risk"":-0.334}"
independent_recent,2026-07-08_HappyValley,7,模型頭三全失,未解釋／整體辨識失敗,[],"[""#2 連連幸運"", ""#5 加州本事"", ""#11 官金騏""]","[""#8 舞林寶典"", ""#1 燭光晚餐"", ""#3 品德寶寶""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":65.433,""formline"":88.667,""class_context"":69.057,""distance_context"":66.667,""risk"":69.333,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""actual_top3_mean"":{""speed"":68.093,""formline"":83.667,""class_context"":67.077,""distance_context"":68.0,""risk"":69.333,""confidence"":83.0,""neutral_context_count"":0.333,""explicit_missing_context_count"":0.333},""signal_deltas"":{""speed"":2.66,""formline"":-5.0,""class_context"":-1.98,""distance_context"":1.333,""risk"":0.0,""confidence"":0.0},""neutral_context_delta"":0.333,""explicit_missing_context_delta"":0.333,""model_minus_actual_confidence"":0.0,""model_minus_actual_risk"":0.0}"
independent_recent,2026-07-08_HappyValley,8,模型頭三全失,未解釋／整體辨識失敗,[],"[""#3 奔放"", ""#12 將義"", ""#2 一起美麗""]","[""#9 極光之子"", ""#11 幸運派彩"", ""#10 川河耀駒""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":71.433,""formline"":77.667,""class_context"":68.927,""distance_context"":68.0,""risk"":72.167,""confidence"":83.0,""neutral_context_count"":0.333,""explicit_missing_context_count"":0.333},""actual_top3_mean"":{""speed"":59.9,""formline"":78.667,""class_context"":66.0,""distance_context"":68.0,""risk"":73.5,""confidence"":83.0,""neutral_context_count"":0.333,""explicit_missing_context_count"":0.333},""signal_deltas"":{""speed"":-11.533,""formline"":1.0,""class_context"":-2.927,""distance_context"":0.0,""risk"":1.333,""confidence"":0.0},""neutral_context_delta"":0.0,""explicit_missing_context_delta"":0.0,""model_minus_actual_confidence"":0.0,""model_minus_actual_risk"":-1.333}"
independent_recent,2026-07-08_HappyValley,9,模型頭三全失,未解釋／整體辨識失敗,[],"[""#1 志滿同行"", ""#7 皇者有利"", ""#2 快活英雄""]","[""#11 撼天鐵翼"", ""#4 觀眾之力"", ""#3 嘉應勇將""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":71.927,""formline"":93.667,""class_context"":68.927,""distance_context"":68.0,""risk"":71.333,""confidence"":83.0,""neutral_context_count"":0.333,""explicit_missing_context_count"":0.333},""actual_top3_mean"":{""speed"":67.633,""formline"":89.0,""class_context"":62.817,""distance_context"":70.0,""risk"":69.667,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""signal_deltas"":{""speed"":-4.294,""formline"":-4.667,""class_context"":-6.11,""distance_context"":2.0,""risk"":-1.666,""confidence"":0.0},""neutral_context_delta"":-0.333,""explicit_missing_context_delta"":-0.333,""model_minus_actual_confidence"":0.0,""model_minus_actual_risk"":1.666}"
independent_recent,2026-07-12_ShaTin,5,第三選已入前三,第三選排序／上限壓低,"[""第三選風險分較高（+9.5）""]","[""#2 千杯敬典"", ""#3 嘉應駿馬"", ""#12 快樂高球""]","[""#10 綠色鐵驥"", ""#12 快樂高球"", ""#1 渡月橋""]","{""comparison"":""rank3_minus_rank2"",""score_gap_rank2_rank3"":0.47,""rank3_actual_finish"":2,""signal_deltas"":{""speed"":2.76,""formline"":-1.0,""class_context"":4.39,""distance_context"":0.0,""risk"":9.5,""confidence"":0.0},""rank2"":{""number"":3,""name"":""嘉應駿馬"",""rank"":2,""score"":67.51,""speed"":72.28,""formline"":86.0,""class_context"":66.0,""distance_context"":72.0,""risk"":65.0,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""rank3"":{""number"":12,""name"":""快樂高球"",""rank"":3,""score"":67.04,""speed"":75.04,""formline"":85.0,""class_context"":70.39,""distance_context"":72.0,""risk"":74.5,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0}}"
independent_recent,2026-07-12_ShaTin,6,模型頭三全失,未解釋／整體辨識失敗,[],"[""#1 鋁神"", ""#14 旭能精英"", ""#5 大丞相""]","[""#2 盈妍威楓"", ""#10 烈進駒"", ""#8 實力加""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":72.507,""formline"":86.333,""class_context"":58.817,""distance_context"":64.667,""risk"":72.667,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""actual_top3_mean"":{""speed"":61.883,""formline"":90.0,""class_context"":59.763,""distance_context"":64.0,""risk"":69.167,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""signal_deltas"":{""speed"":-10.624,""formline"":3.667,""class_context"":0.946,""distance_context"":-0.667,""risk"":-3.5,""confidence"":0.0},""neutral_context_delta"":0,""explicit_missing_context_delta"":0,""model_minus_actual_confidence"":0.0,""model_minus_actual_risk"":3.5}"
independent_recent,2026-07-12_ShaTin,7,第三選已入前三,第三選排序／上限壓低,"[""路程context支持第三選（+16.0）"", ""班次context支持第三選（+12.4）""]","[""#10 天蓬貓"", ""#9 北極之錶"", ""#5 超開心""]","[""#3 包裝戰仕"", ""#6 新力飆"", ""#5 超開心""]","{""comparison"":""rank3_minus_rank2"",""score_gap_rank2_rank3"":1.71,""rank3_actual_finish"":3,""signal_deltas"":{""speed"":5.42,""formline"":-9.0,""class_context"":12.39,""distance_context"":16.0,""risk"":-0.5,""confidence"":0.0},""rank2"":{""number"":9,""name"":""北極之錶"",""rank"":2,""score"":66.54,""speed"":64.91,""formline"":95.0,""class_context"":58.0,""distance_context"":56.0,""risk"":71.5,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""rank3"":{""number"":5,""name"":""超開心"",""rank"":3,""score"":64.83,""speed"":70.33,""formline"":86.0,""class_context"":70.39,""distance_context"":72.0,""risk"":71.0,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0}}"
independent_recent,2026-07-12_ShaTin,11,模型頭三全失,未解釋／整體辨識失敗,[],"[""#8 百勝威龍"", ""#6 閃電小子"", ""#1 綠野飛馳""]","[""#3 臻至辰"", ""#12 金快飛飛"", ""#4 泰坦""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":65.73,""formline"":87.667,""class_context"":67.593,""distance_context"":72.0,""risk"":66.333,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""actual_top3_mean"":{""speed"":69.88,""formline"":83.333,""class_context"":63.463,""distance_context"":66.667,""risk"":74.0,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""signal_deltas"":{""speed"":4.15,""formline"":-4.334,""class_context"":-4.13,""distance_context"":-5.333,""risk"":7.667,""confidence"":0.0},""neutral_context_delta"":0,""explicit_missing_context_delta"":0,""model_minus_actual_confidence"":0.0,""model_minus_actual_risk"":-7.667}"
external_2026_07_15,2026-07-15_HappyValley,1,模型頭三全失,未解釋／整體辨識失敗,[],"[""#4 多利神駒"", ""#9 架勢奇爸"", ""#2 勇者無敵""]","[""#3 川河型駒"", ""#11 電訊驕陽"", ""#10 幸運福星""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":58.87,""formline"":84.333,""class_context"":63.763,""distance_context"":60.0,""risk"":73.333,""confidence"":83.0,""neutral_context_count"":1,""explicit_missing_context_count"":1},""actual_top3_mean"":{""speed"":57.75,""formline"":82.667,""class_context"":59.633,""distance_context"":64.0,""risk"":67.167,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""signal_deltas"":{""speed"":-1.12,""formline"":-1.666,""class_context"":-4.13,""distance_context"":4.0,""risk"":-6.166,""confidence"":0.0},""neutral_context_delta"":-1,""explicit_missing_context_delta"":-1,""model_minus_actual_confidence"":0.0,""model_minus_actual_risk"":6.166}"
external_2026_07_15,2026-07-15_HappyValley,4,第三選已入前三,第三選排序／上限壓低,"[""form line支持第三選（+12.0）""]","[""#4 先到先得"", ""#3 光年程祥"", ""#1 深心星""]","[""#6 劍飛聲"", ""#1 深心星"", ""#9 瑞祺威楓""]","{""comparison"":""rank3_minus_rank2"",""score_gap_rank2_rank3"":0.09,""rank3_actual_finish"":2,""signal_deltas"":{""speed"":-17.67,""formline"":12.0,""class_context"":-4.39,""distance_context"":0.0,""risk"":-1.0,""confidence"":0.0},""rank2"":{""number"":3,""name"":""光年程祥"",""rank"":2,""score"":68.46,""speed"":77.38,""formline"":84.0,""class_context"":66.39,""distance_context"":56.0,""risk"":70.0,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""rank3"":{""number"":1,""name"":""深心星"",""rank"":3,""score"":68.37,""speed"":59.71,""formline"":96.0,""class_context"":62.0,""distance_context"":56.0,""risk"":69.0,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0}}"
external_2026_07_15,2026-07-15_HappyValley,6,第三選已入前三,第三選排序／上限壓低,"[""form line支持第三選（+18.0）"", ""路程context支持第三選（+16.0）""]","[""#5 日馳千里"", ""#7 升升雙息"", ""#6 時時開心""]","[""#6 時時開心"", ""#11 領袖勁力"", ""#9 精彩勇將""]","{""comparison"":""rank3_minus_rank2"",""score_gap_rank2_rank3"":1.31,""rank3_actual_finish"":1,""signal_deltas"":{""speed"":-10.0,""formline"":18.0,""class_context"":8.0,""distance_context"":16.0,""risk"":-1.0,""confidence"":0.0},""rank2"":{""number"":7,""name"":""升升雙息"",""rank"":2,""score"":67.77,""speed"":61.29,""formline"":78.0,""class_context"":58.0,""distance_context"":56.0,""risk"":70.0,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0},""rank3"":{""number"":6,""name"":""時時開心"",""rank"":3,""score"":66.46,""speed"":51.29,""formline"":96.0,""class_context"":66.0,""distance_context"":72.0,""risk"":69.0,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0}}"
external_2026_07_15,2026-07-15_HappyValley,7,模型頭三全失,form line辨識不足,[],"[""#10 棒棒糖"", ""#9 大文豪"", ""#12 摯友勝""]","[""#11 富國兄弟"", ""#4 傲視同群"", ""#8 勁好運""]","{""comparison"":""actual_top3_minus_model_top3"",""model_top3_mean"":{""speed"":67.93,""formline"":66.333,""class_context"":57.097,""distance_context"":60.667,""risk"":71.333,""confidence"":83.0,""neutral_context_count"":1,""explicit_missing_context_count"":0.333},""actual_top3_mean"":{""speed"":61.623,""formline"":88.0,""class_context"":61.097,""distance_context"":62.0,""risk"":65.833,""confidence"":83.0,""neutral_context_count"":0.667,""explicit_missing_context_count"":0.667},""signal_deltas"":{""speed"":-6.307,""formline"":21.667,""class_context"":4.0,""distance_context"":1.333,""risk"":-5.5,""confidence"":0.0},""neutral_context_delta"":-0.333,""explicit_missing_context_delta"":0.334,""model_minus_actual_confidence"":0.0,""model_minus_actual_risk"":5.5}"
external_2026_07_15,2026-07-15_HappyValley,8,第三選已入前三,第三選排序／上限壓低,"[""路程context支持第三選（+12.0）"", ""第三選風險分較高（+11.0）""]","[""#4 競駿輝煌"", ""#2 天天同樂"", ""#3 翠紅""]","[""#3 翠紅"", ""#1 幸運有您"", ""#11 興馳千里""]","{""comparison"":""rank3_minus_rank2"",""score_gap_rank2_rank3"":0.4,""rank3_actual_finish"":1,""signal_deltas"":{""speed"":-0.07,""formline"":-3.0,""class_context"":0.0,""distance_context"":12.0,""risk"":11.0,""confidence"":0.0},""rank2"":{""number"":2,""name"":""天天同樂"",""rank"":2,""score"":71.85,""speed"":75.53,""formline"":96.0,""class_context"":70.39,""distance_context"":60.0,""risk"":60.0,""confidence"":83.0,""neutral_context_count"":1,""explicit_missing_context_count"":1},""rank3"":{""number"":3,""name"":""翠紅"",""rank"":3,""score"":71.45,""speed"":75.46,""formline"":93.0,""class_context"":70.39,""distance_context"":72.0,""risk"":71.0,""confidence"":83.0,""neutral_context_count"":0,""explicit_missing_context_count"":0}}"
