dataset,split,meeting,race_number,horse_number,horse_name,is_debut,current_horse_health,rebuilt_readiness_risk,readiness_reliability,current_trainer_signal,trainer_reliability,score_pure_scaffold,adjusted_health_readiness_slot_only,adjusted_trainer_readiness_slot_only,score_readiness_slot_only,adjusted_health_trainer_reliability_shrink_only,adjusted_trainer_trainer_reliability_shrink_only,score_trainer_reliability_shrink_only,adjusted_health_readiness_plus_trainer_shrink,adjusted_trainer_readiness_plus_trainer_shrink,score_readiness_plus_trainer_shrink,rank_pure_scaffold,rank_readiness_slot_only,rank_trainer_reliability_shrink_only,rank_readiness_plus_trainer_shrink
independent_recent,independent_recent,2026-06-27_ShaTin,10,1,得道猴王,0,68.73,65.0,1.0,73.75,0.738,69.781,65.0,73.75,69.64,68.73,70.1475,68.9852,65.0,70.1475,68.8442,1,1,2,2
independent_recent,independent_recent,2026-06-27_ShaTin,10,2,開心指數,0,69.78,60.5,0.5,65.5,0.7445,64.4617,60.5,65.5,64.1109,69.78,64.0948,64.1513,60.5,64.0948,63.8005,6,6,6,6
independent_recent,independent_recent,2026-06-27_ShaTin,10,3,飲杯,0,63.98,63.5,1.0,66.75,0.7599,58.669,63.5,66.75,58.6508,63.98,65.1293,58.3109,63.5,65.1293,58.2928,14,13,12,12
independent_recent,independent_recent,2026-06-27_ShaTin,10,4,電光高昇,0,66.15,59.5,0.5,80.5,0.7601,65.7524,59.5,80.5,65.501,66.15,75.582,64.666,59.5,75.582,64.4146,5,5,5,5
independent_recent,independent_recent,2026-06-27_ShaTin,10,5,國千金,0,72.77,65.0,1.0,64.5,0.5355,58.6742,65.0,64.5,58.3805,72.77,62.4098,58.2124,65.0,62.4098,57.9187,13,14,13,13
independent_recent,independent_recent,2026-06-27_ShaTin,10,6,堅先生,0,68.08,61.0,0.5,70.45,0.8438,69.5192,61.0,70.45,69.2516,68.08,68.8177,69.1586,61.0,68.8177,68.891,2,2,1,1
independent_recent,independent_recent,2026-06-27_ShaTin,10,7,傑出雷霆,0,68.92,60.0,1.0,79.45,0.7565,62.9396,60.0,79.45,62.6024,68.92,74.7139,61.8934,60.0,74.7139,61.5562,8,8,8,8
independent_recent,independent_recent,2026-06-27_ShaTin,10,8,健康快車,0,70.3,62.5,1.0,77.25,0.8505,67.823,62.5,77.25,67.5281,70.3,74.6711,67.2533,62.5,74.6711,66.9584,4,4,4,4
independent_recent,independent_recent,2026-06-27_ShaTin,10,9,千杯不醉,0,68.38,59.0,1.0,65.6,0.8103,59.3102,59.0,65.6,58.9556,68.38,64.5377,59.0755,59.0,64.5377,58.721,11,11,11,11
independent_recent,independent_recent,2026-06-27_ShaTin,10,10,贏完又贏,0,71.88,60.5,0.5,72.25,0.6038,63.1687,60.5,72.25,62.7385,71.88,67.3966,62.0965,60.5,67.3966,61.6664,7,7,7,7
independent_recent,independent_recent,2026-06-27_ShaTin,10,11,香港仔,0,71.58,59.0,1.0,77.25,0.7901,61.722,59.0,77.25,61.2465,71.58,73.6292,60.9221,59.0,73.6292,60.4466,9,9,9,9
independent_recent,independent_recent,2026-06-27_ShaTin,10,12,勝於藍,0,68.83,60.0,0.5,66.75,0.385,59.0095,60.0,66.75,58.6757,68.83,62.5988,58.0925,60.0,62.5988,57.7587,12,12,14,14
independent_recent,independent_recent,2026-06-27_ShaTin,10,13,銳喜,0,73.23,65.0,1.0,60.0,0.5294,60.1971,65.0,60.0,59.886,73.23,60.0,60.1971,65.0,60.0,59.886,10,10,10,10
independent_recent,independent_recent,2026-06-27_ShaTin,10,14,鈁糖武士,0,73.5,62.5,1.0,69.0,0.7221,68.1309,62.5,69.0,67.7151,73.5,66.4989,67.5784,62.5,66.4989,67.1626,3,3,3,3
independent_recent,independent_recent,2026-06-27_ShaTin,11,1,飛馳九洲,0,65.17,59.5,0.5,60.0,0.5221,60.0175,59.5,60.0,59.8032,65.17,60.0,60.0175,59.5,60.0,59.8032,12,12,12,12
independent_recent,independent_recent,2026-06-27_ShaTin,11,2,友瑩仁,0,68.73,64.0,1.0,77.2,0.8422,69.1348,64.0,77.2,68.956,68.73,74.4858,68.5353,64.0,74.4858,68.3565,3,3,3,3
independent_recent,independent_recent,2026-06-27_ShaTin,11,3,潮州精神,0,63.42,64.0,1.0,65.5,0.7532,60.5937,64.0,65.5,60.6156,63.42,64.1426,60.2938,64.0,64.1426,60.3157,11,11,11,10
independent_recent,independent_recent,2026-06-27_ShaTin,11,4,一世美麗,0,64.33,61.0,0.5,77.25,0.854,68.9104,61.0,77.25,68.7845,64.33,74.7315,68.3541,61.0,74.7315,68.2282,4,4,4,4
independent_recent,independent_recent,2026-06-27_ShaTin,11,5,金牌活力,0,63.78,61.0,0.5,69.35,0.8519,67.337,61.0,69.35,67.2319,63.78,67.9653,67.0311,61.0,67.9653,66.9261,5,5,5,5
independent_recent,independent_recent,2026-06-27_ShaTin,11,6,綫路英雄,0,67.83,56.0,1.0,80.5,0.7299,70.269,56.0,80.5,69.8218,67.83,74.963,69.0459,56.0,74.963,68.5987,2,2,2,2
independent_recent,independent_recent,2026-06-27_ShaTin,11,7,做好自己,0,72.23,64.0,1.0,84.95,0.6747,72.9146,64.0,84.95,72.6035,72.23,76.8338,71.1217,64.0,76.8338,70.8106,1,1,1,1
independent_recent,independent_recent,2026-06-27_ShaTin,11,8,風將,0,71.95,63.5,1.0,64.5,0.8128,59.0491,63.5,64.5,58.7297,71.95,63.6576,58.863,63.5,63.6576,58.5436,13,13,13,13
independent_recent,independent_recent,2026-06-27_ShaTin,11,9,正本巨星,0,71.4,62.5,1.0,82.75,0.4614,66.4204,62.5,82.75,66.084,71.4,70.4968,63.7137,62.5,70.4968,63.3773,7,7,8,8
independent_recent,independent_recent,2026-06-27_ShaTin,11,10,勇霸龍,0,70.03,60.0,1.0,73.85,0.6768,67.1522,60.0,73.85,66.7731,70.03,69.3737,66.1634,60.0,69.3737,65.7843,6,6,6,6
independent_recent,independent_recent,2026-06-27_ShaTin,11,11,黃金大亨,0,71.95,63.5,1.0,63.3,0.8542,57.2649,63.5,63.3,56.9455,71.95,62.8189,57.1586,63.5,62.8189,56.8392,14,14,14,14
independent_recent,independent_recent,2026-06-27_ShaTin,11,12,富國兄弟,0,68.38,59.0,1.0,62.2,0.708,64.6834,59.0,62.2,64.3288,68.38,61.5576,64.5415,59.0,61.5576,64.1869,8,8,7,7
independent_recent,independent_recent,2026-06-27_ShaTin,11,13,勁駿騰飛,0,69.5,60.5,0.5,60.0,0.7885,60.9599,60.5,60.0,60.6197,69.5,60.0,60.9599,60.5,60.0,60.6197,10,10,9,9
independent_recent,independent_recent,2026-06-27_ShaTin,11,14,龍虎精神,0,74.33,64.0,1.0,74.5,0.7982,61.0826,64.0,74.5,60.6921,74.33,71.5739,60.4362,64.0,71.5739,60.0458,9,9,10,11
independent_recent,independent_recent,2026-07-01_ShaTin,1,1,紅磚戰士,0,67.9,62.5,1.0,68.25,0.55,62.1468,62.5,68.25,61.9426,67.9,64.5375,61.3267,62.5,64.5375,61.1225,9,9,9,9
independent_recent,independent_recent,2026-07-01_ShaTin,1,2,平海之星,0,66.83,61.0,0.5,84.77,0.7535,65.3969,61.0,84.77,65.1766,66.83,78.6642,64.0482,61.0,78.6642,63.8278,4,4,4,4
independent_recent,independent_recent,2026-07-01_ShaTin,1,3,手到再來,0,62.33,60.0,1.0,72.25,0.7183,62.3584,60.0,72.25,62.2704,62.33,68.7992,61.5961,60.0,68.7992,61.5081,8,8,8,8
independent_recent,independent_recent,2026-07-01_ShaTin,1,4,旋風傳奇,0,65.62,60.0,0.5,60.0,0.4812,59.949,60.0,60.0,59.7365,65.62,60.0,59.949,60.0,60.0,59.7365,12,12,12,12
independent_recent,independent_recent,2026-07-01_ShaTin,1,5,幸運福星,0,66.7,60.0,0.5,64.5,0.4772,59.8953,60.0,64.5,59.6421,66.7,62.1474,59.3756,60.0,62.1474,59.1224,13,13,13,13
independent_recent,independent_recent,2026-07-01_ShaTin,1,6,巴閉佬,0,70.03,60.0,1.0,69.0,0.5606,66.3737,60.0,69.0,65.9946,70.03,65.0454,65.5001,60.0,65.0454,65.121,2,2,2,2
independent_recent,independent_recent,2026-07-01_ShaTin,1,7,志醒大將,0,70.03,60.0,1.0,75.0,0.6067,61.7968,60.0,75.0,61.4177,70.03,69.1005,60.4936,60.0,69.1005,60.1145,10,10,11,11
independent_recent,independent_recent,2026-07-01_ShaTin,1,8,小皇爺,0,68.92,58.0,1.0,68.25,0.5238,65.6331,58.0,68.25,65.2203,68.92,64.3213,64.7653,58.0,64.3213,64.3525,3,3,3,3
independent_recent,independent_recent,2026-07-01_ShaTin,1,9,一鹿歡騰,0,72.23,64.0,1.0,62.29,0.7576,64.1554,64.0,62.29,63.8443,72.23,61.7349,64.0328,64.0,61.7349,63.7217,7,7,5,5
independent_recent,independent_recent,2026-07-01_ShaTin,1,10,東方魅影,0,71.03,60.5,0.5,82.52,0.7178,64.8424,60.5,82.52,64.4444,71.03,76.1649,63.4386,60.5,76.1649,63.0406,5,5,7,7
independent_recent,independent_recent,2026-07-01_ShaTin,1,11,勁爽,0,70.48,59.0,1.0,61.1,0.4876,67.3825,59.0,61.1,66.9486,70.48,60.5364,67.258,59.0,60.5364,66.824,1,1,1,1
independent_recent,independent_recent,2026-07-01_ShaTin,1,12,極速之子,0,69.62,60.5,0.5,71.74,0.6635,64.6853,60.5,71.74,64.3405,69.62,67.7895,63.8126,60.5,67.7895,63.4679,6,6,6,6
independent_recent,independent_recent,2026-07-01_ShaTin,1,13,金德義,0,74.33,64.0,1.0,60.0,0.6327,57.0893,64.0,60.0,56.6988,74.33,60.0,57.0893,64.0,60.0,56.6988,14,14,14,14
independent_recent,independent_recent,2026-07-01_ShaTin,1,14,領航傳祺,0,71.88,60.5,0.5,63.3,0.6417,61.3274,60.5,63.3,60.8973,71.88,62.1176,61.0662,60.5,62.1176,60.6361,11,11,10,10
independent_recent,independent_recent,2026-07-01_ShaTin,2,1,勇敢孖寶,0,67.9,62.5,1.0,76.06,0.7736,66.1411,62.5,76.06,65.937,67.9,72.424,65.3379,62.5,72.424,65.1338,2,2,3,3
independent_recent,independent_recent,2026-07-01_ShaTin,2,2,天比高,0,67.9,62.5,1.0,68.25,0.75,65.8976,62.5,68.25,65.6935,67.9,66.1875,65.442,62.5,66.1875,65.2379,3,3,2,2
independent_recent,independent_recent,2026-07-01_ShaTin,2,3,發財金戈,0,72.77,65.0,1.0,57.8,0.4571,55.8853,65.0,57.8,55.5916,72.77,58.9944,56.1491,65.0,58.9944,55.8554,13,13,13,13
independent_recent,independent_recent,2026-07-01_ShaTin,2,4,劍無情,0,68.38,60.0,1.0,70.45,0.6198,69.6725,60.0,70.45,69.3557,68.38,66.4769,68.7949,60.0,66.4769,68.4781,1,1,1,1
independent_recent,independent_recent,2026-07-01_ShaTin,2,5,大浪園田,0,70.3,62.5,1.0,60.0,0.7241,54.6587,62.5,60.0,54.3638,70.3,60.0,54.6587,62.5,60.0,54.3638,14,14,14,14
independent_recent,independent_recent,2026-07-01_ShaTin,2,6,凱旋幸運,0,68.38,59.0,1.0,60.0,0.5903,56.9725,59.0,60.0,56.618,68.38,60.0,56.9725,59.0,60.0,56.618,12,12,12,12
independent_recent,independent_recent,2026-07-01_ShaTin,2,7,肥仔精神,0,70.33,61.0,0.5,68.72,0.7059,60.5839,61.0,68.72,60.2313,70.33,66.1554,60.0174,61.0,66.1554,59.6647,10,10,10,10
independent_recent,independent_recent,2026-07-01_ShaTin,2,8,大力猴王,0,70.85,65.0,1.0,81.51,0.7644,60.9905,65.0,81.51,60.7694,70.85,76.4422,59.8711,65.0,76.4422,59.6499,9,9,11,11
independent_recent,independent_recent,2026-07-01_ShaTin,2,9,知恩圖報,0,71.4,62.5,1.0,58.99,0.5427,60.2544,62.5,58.99,59.918,71.4,59.4519,60.3565,62.5,59.4519,60.02,11,11,9,9
independent_recent,independent_recent,2026-07-01_ShaTin,2,10,飛躍凱旋,0,67.28,60.5,0.5,60.0,0.7959,62.2364,60.5,60.0,61.9801,67.28,60.0,62.2364,60.5,60.0,61.9801,6,6,6,6
independent_recent,independent_recent,2026-07-01_ShaTin,2,11,太勝駒,0,68.12,60.0,0.5,72.75,0.6768,65.1346,60.0,72.75,64.8276,68.12,68.6292,64.2243,60.0,68.6292,63.9174,5,5,5,5
independent_recent,independent_recent,2026-07-01_ShaTin,2,12,常常感恩,0,72.12,60.0,1.0,65.5,0.8276,62.0255,60.0,65.5,61.5673,72.12,64.5518,61.816,60.0,64.5518,61.3579,7,7,7,7
independent_recent,independent_recent,2026-07-01_ShaTin,2,13,海洋帝君,0,71.4,62.5,1.0,67.24,0.7467,65.5763,62.5,67.24,65.2399,71.4,65.4061,65.1712,62.5,65.4061,64.8347,4,4,4,4
independent_recent,independent_recent,2026-07-01_ShaTin,2,14,十力,0,70.03,60.5,0.5,66.75,0.6984,61.6426,60.5,66.75,61.2824,70.03,64.7142,61.1929,60.5,64.7142,60.8327,8,8,8,8
independent_recent,independent_recent,2026-07-01_ShaTin,3,1,威武年代,0,67.9,62.5,1.0,77.25,0.8551,64.8787,62.5,77.25,64.6746,67.9,74.7505,64.3266,62.5,74.7505,64.1224,2,2,2,3
independent_recent,independent_recent,2026-07-01_ShaTin,3,2,佛亮老撾,0,62.42,61.0,0.5,68.16,0.8519,64.4704,61.0,68.16,64.4168,62.42,66.9515,64.2035,61.0,66.9515,64.1498,4,3,3,2
independent_recent,independent_recent,2026-07-01_ShaTin,3,3,時尚歡笑,1,66.95,59.5,0.5,60.0,0.6094,64.0865,59.5,60.0,61.8515,66.95,60.0,64.0865,59.5,60.0,61.8515,5,8,4,6
independent_recent,independent_recent,2026-07-01_ShaTin,3,4,日出沙頭,0,66.42,59.5,0.5,60.0,0.5633,59.8719,59.5,60.0,59.6103,66.42,60.0,59.8719,59.5,60.0,59.6103,10,10,10,10
independent_recent,independent_recent,2026-07-01_ShaTin,3,5,領駿輝煌,0,72.23,64.0,1.0,60.0,0.7823,58.6913,64.0,60.0,58.3803,72.23,60.0,58.6913,64.0,60.0,58.3803,13,13,13,13
independent_recent,independent_recent,2026-07-01_ShaTin,3,6,活力輝煌,0,71.4,62.5,1.0,74.5,0.7982,62.4607,62.5,74.5,62.1243,71.4,71.5739,61.8143,62.5,71.5739,61.4779,8,7,8,8
independent_recent,independent_recent,2026-07-01_ShaTin,3,7,開心五月,0,74.33,64.0,1.0,65.5,0.8387,58.205,64.0,65.5,57.8146,74.33,64.6128,58.0091,64.0,64.6128,57.6186,14,14,14,14
independent_recent,independent_recent,2026-07-01_ShaTin,3,8,金駒永騰,0,65.3,62.5,1.0,72.25,0.6882,61.0002,62.5,72.25,60.8944,65.3,68.4305,60.1565,62.5,68.4305,60.0506,9,9,9,9
independent_recent,independent_recent,2026-07-01_ShaTin,3,9,龍之尊,0,63.42,56.0,1.0,61.01,0.7239,63.3141,56.0,61.01,63.0337,63.42,60.7311,63.2525,56.0,60.7311,62.9721,6,5,6,5
independent_recent,independent_recent,2026-07-01_ShaTin,3,10,艾莉奧,0,72.23,64.0,1.0,66.75,0.5821,59.7965,64.0,66.75,59.4854,72.23,63.9292,59.1733,64.0,63.9292,58.8623,11,11,12,12
independent_recent,independent_recent,2026-07-01_ShaTin,3,11,潮流勇駒,0,69.48,59.0,1.0,72.75,0.7296,62.6822,59.0,72.75,62.2861,69.48,69.3024,61.9206,59.0,69.3024,61.5245,7,6,7,7
independent_recent,independent_recent,2026-07-01_ShaTin,3,12,電路一百,0,69.48,59.0,1.0,65.74,0.8062,59.5971,59.0,65.74,59.201,69.48,64.6276,59.3514,59.0,64.6276,58.9552,12,12,11,11
independent_recent,independent_recent,2026-07-01_ShaTin,3,13,勤德皆備,0,70.85,63.5,1.0,75.77,0.7634,64.4744,63.5,75.77,64.1966,70.85,72.0388,63.6502,63.5,72.0388,63.3724,3,4,5,4
independent_recent,independent_recent,2026-07-01_ShaTin,3,14,順善寶,0,73.77,63.5,1.0,72.21,0.7852,70.1458,63.5,72.21,69.7576,73.77,69.5873,69.5664,63.5,69.5873,69.1782,1,1,1,1
independent_recent,independent_recent,2026-07-01_ShaTin,4,1,起舞奜奜,0,68.73,64.0,1.0,73.75,0.5286,65.018,64.0,73.75,64.8392,68.73,67.2682,63.5862,64.0,67.2682,63.4074,8,7,9,8
independent_recent,independent_recent,2026-07-01_ShaTin,4,2,拉合爾,0,59.05,58.5,0.5,80.27,0.6032,70.6338,58.5,80.27,70.613,59.05,72.2269,68.8571,58.5,72.2269,68.8363,2,2,2,2
independent_recent,independent_recent,2026-07-01_ShaTin,4,3,凝聚美麗,0,68.1,58.0,1.0,66.52,0.5327,65.2107,58.0,66.52,64.8289,68.1,63.4732,64.5377,58.0,63.4732,64.1559,7,8,7,5
independent_recent,independent_recent,2026-07-01_ShaTin,4,4,升升雙息,0,68.67,59.5,0.5,71.24,0.5589,69.0444,59.5,71.24,68.6978,68.67,66.282,67.9492,59.5,66.282,67.6025,4,3,3,3
independent_recent,independent_recent,2026-07-01_ShaTin,4,5,皇龍天將,1,66.95,59.5,0.5,64.5,0.54,64.776,59.5,64.5,62.541,66.95,62.43,64.155,59.5,62.43,61.92,9,10,8,10
independent_recent,independent_recent,2026-07-01_ShaTin,4,6,常嚐發財,0,66.17,60.5,0.5,60.0,0.3803,63.4778,60.5,60.0,63.2635,66.17,60.0,63.4778,60.5,60.0,63.2635,10,9,10,9
independent_recent,independent_recent,2026-07-01_ShaTin,4,7,赤兔再世,1,66.4,59.5,0.5,77.25,0.4444,69.101,59.5,77.25,67.031,66.4,67.6659,66.2258,59.5,67.6659,64.1558,3,4,5,6
independent_recent,independent_recent,2026-07-01_ShaTin,4,8,好力,1,65.07,59.5,0.5,58.99,0.1987,59.8965,59.5,58.99,58.2255,65.07,59.7993,60.1393,59.5,59.7993,58.4683,12,12,12,12
independent_recent,independent_recent,2026-07-01_ShaTin,4,10,安康盛勢,1,66.95,59.5,0.5,69.0,0.5209,67.493,59.5,69.0,65.258,66.95,64.6881,66.1994,59.5,64.6881,63.9644,6,6,6,7
independent_recent,independent_recent,2026-07-01_ShaTin,4,11,鸚姿威鵡,0,72.77,65.0,1.0,60.0,0.2241,57.5495,65.0,60.0,57.2558,72.77,60.0,57.5495,65.0,60.0,57.2558,13,13,13,13
independent_recent,independent_recent,2026-07-01_ShaTin,4,12,昇龍戰駒,1,66.95,59.5,0.5,72.25,0.5474,68.4695,59.5,72.25,66.2345,66.95,66.7057,66.8062,59.5,66.7057,64.5712,5,5,4,4
independent_recent,independent_recent,2026-07-01_ShaTin,4,13,天天更好,0,71.95,63.5,1.0,78.44,0.6277,72.5856,63.5,78.44,72.2662,71.95,71.5748,71.0691,63.5,71.5748,70.7497,1,1,1,1
independent_recent,independent_recent,2026-07-01_ShaTin,4,14,杭至尊,0,71.58,59.0,1.0,67.24,0.5922,61.2985,59.0,67.24,60.823,71.58,64.2875,60.6463,59.0,64.2875,60.1708,11,11,11,11
independent_recent,independent_recent,2026-07-01_ShaTin,5,1,包裝天將,0,65.42,58.0,1.0,77.25,0.8551,62.9766,58.0,77.25,62.6961,65.42,74.7505,62.4245,58.0,74.7505,62.144,8,8,8,8
independent_recent,independent_recent,2026-07-01_ShaTin,5,2,笑傲江湖,0,63.5,55.0,1.0,80.46,0.7736,73.9287,55.0,80.46,73.6074,63.5,75.8279,72.9055,55.0,75.8279,72.5842,1,1,1,1
independent_recent,independent_recent,2026-07-01_ShaTin,5,3,風雲武士,0,70.85,63.5,1.0,82.52,0.8263,67.8635,63.5,82.52,67.5856,70.85,78.6083,66.9994,63.5,78.6083,66.7215,3,3,3,3
independent_recent,independent_recent,2026-07-01_ShaTin,5,4,華麗再勝,0,71.03,60.0,1.0,72.25,0.7849,61.5132,60.0,72.25,61.0963,71.03,69.615,60.9312,60.0,69.615,60.5142,9,9,9,9
independent_recent,independent_recent,2026-07-01_ShaTin,5,5,會當凌,0,72.12,60.5,0.5,66.52,0.7059,64.8507,60.5,66.52,64.4115,72.12,64.6025,64.4272,60.5,64.6025,63.9879,6,6,6,6
independent_recent,independent_recent,2026-07-01_ShaTin,5,6,喜尊龍,0,73.5,62.5,1.0,70.45,0.7536,69.5032,62.5,70.45,69.0874,73.5,67.8751,68.9344,62.5,67.8751,68.5186,2,2,2,2
independent_recent,independent_recent,2026-07-01_ShaTin,5,7,美麗星晨,0,74.33,65.0,1.0,64.49,0.8542,58.4008,65.0,64.49,58.0482,74.33,63.8354,58.2562,65.0,63.8354,57.9035,10,10,10,10
independent_recent,independent_recent,2026-07-01_ShaTin,5,8,至尊瑰寶,0,69.92,58.0,1.0,76.24,0.7886,67.7291,58.0,76.24,67.2785,69.92,72.8069,66.9707,58.0,72.8069,66.5202,4,4,4,4
independent_recent,independent_recent,2026-07-01_ShaTin,5,9,嘉應奇兵,0,72.4,62.5,1.0,66.69,0.8166,64.1286,62.5,66.69,63.7544,72.4,65.4631,63.8576,62.5,65.4631,63.4833,7,7,7,7
independent_recent,independent_recent,2026-07-01_ShaTin,5,10,威利金箭,0,70.48,57.0,1.0,71.46,0.8519,66.5328,57.0,71.46,66.0232,70.48,69.7628,66.1579,57.0,69.7628,65.6483,5,5,5,5
independent_recent,independent_recent,2026-07-01_ShaTin,6,1,心雄雄,0,65.98,59.0,1.0,65.74,0.8052,67.4693,59.0,65.74,67.2054,65.98,64.6218,67.2223,59.0,64.6218,66.9584,3,3,3,3
independent_recent,independent_recent,2026-07-01_ShaTin,6,2,光輝所願,0,62.67,53.0,1.0,65.74,0.8,61.3332,53.0,65.74,60.9676,62.67,64.592,61.0796,53.0,64.592,60.714,10,9,10,9
independent_recent,independent_recent,2026-07-01_ShaTin,6,3,非凡時刻,0,71.4,62.5,1.0,66.7,0.4838,66.8903,62.5,66.7,66.5539,71.4,63.2415,66.1263,62.5,63.2415,65.7899,6,6,6,6
independent_recent,independent_recent,2026-07-01_ShaTin,6,4,牛精新星,0,72.77,65.0,1.0,66.69,0.8483,63.9715,65.0,66.69,63.6778,72.77,65.6751,63.7473,65.0,65.6751,63.4536,7,7,7,7
independent_recent,independent_recent,2026-07-01_ShaTin,6,5,鬥志,1,65.3,59.5,0.5,60.0,0.6331,62.343,59.5,60.0,60.603,65.3,60.0,62.343,59.5,60.0,60.603,9,10,8,10
independent_recent,independent_recent,2026-07-01_ShaTin,6,6,步風影,0,71.4,62.5,1.0,82.52,0.8009,68.9236,62.5,82.52,68.5872,71.4,78.0363,67.9332,62.5,78.0363,67.5968,2,2,2,2
independent_recent,independent_recent,2026-07-01_ShaTin,6,7,震撼人心,1,66.95,59.5,0.5,84.77,0.8295,71.6045,59.5,84.77,69.3695,66.95,80.5467,70.3375,59.5,80.5467,68.1025,1,1,1,1
independent_recent,independent_recent,2026-07-01_ShaTin,6,8,綠茵明珠,0,71.12,64.0,1.0,77.25,0.8519,62.5314,64.0,77.25,62.2623,71.12,74.6953,61.9671,64.0,74.6953,61.6979,8,8,9,8
independent_recent,independent_recent,2026-07-01_ShaTin,6,9,高明豐勝,0,66.42,61.0,0.5,68.25,0.5493,59.6958,61.0,68.25,59.491,66.42,64.5317,58.8745,61.0,64.5317,58.6696,12,12,12,12
independent_recent,independent_recent,2026-07-01_ShaTin,6,10,銀刺勇士,0,71.85,60.0,1.0,70.01,0.7221,60.4724,60.0,70.01,60.0244,71.85,67.2282,59.8579,60.0,67.2282,59.4099,11,11,11,11
independent_recent,independent_recent,2026-07-01_ShaTin,6,11,猛將兄,0,73.77,65.0,1.0,72.75,0.6793,67.265,65.0,72.75,66.9335,73.77,68.6611,66.3618,65.0,68.6611,66.0303,5,5,5,5
independent_recent,independent_recent,2026-07-01_ShaTin,6,12,頌星,0,71.88,60.5,0.5,70.27,0.6683,67.4258,60.5,70.27,66.9956,71.88,66.8634,66.6733,60.5,66.8634,66.2431,4,4,4,4
independent_recent,independent_recent,2026-07-01_ShaTin,7,1,英雄豪傑,0,66.53,60.0,1.0,60.0,0.4508,58.5131,60.0,60.0,58.2663,66.53,60.0,58.5131,60.0,60.0,58.2663,14,14,13,13
independent_recent,independent_recent,2026-07-01_ShaTin,7,2,會長之寶,0,71.4,62.5,1.0,74.45,0.6296,68.843,62.5,74.45,68.5066,71.4,69.0977,67.6607,62.5,69.0977,67.3243,3,3,3,3
independent_recent,independent_recent,2026-07-01_ShaTin,7,3,米奇,0,70.85,63.5,1.0,84.77,0.6725,66.7339,63.5,84.77,66.4561,70.85,76.6578,64.9419,63.5,76.6578,64.6641,6,6,9,9
independent_recent,independent_recent,2026-07-01_ShaTin,7,4,定風波,0,65.08,59.5,0.5,66.75,0.4204,58.6476,59.5,66.75,58.4366,65.08,62.8377,57.7833,59.5,62.8377,57.5724,13,13,14,14
independent_recent,independent_recent,2026-07-01_ShaTin,7,5,精彩福星,0,71.95,63.5,1.0,76.01,0.6759,70.2302,63.5,76.01,69.9107,71.95,70.8212,69.0839,63.5,70.8212,68.7645,2,2,1,1
independent_recent,independent_recent,2026-07-01_ShaTin,7,6,團結勇士,0,70.3,62.5,1.0,62.2,0.5018,66.3984,62.5,62.2,66.1036,70.3,61.104,66.1563,62.5,61.104,65.8615,8,7,5,5
independent_recent,independent_recent,2026-07-01_ShaTin,7,7,價值傳承,0,70.3,62.5,1.0,68.25,0.4819,66.063,62.5,68.25,65.7682,70.3,63.9757,65.1188,62.5,63.9757,64.824,9,9,8,8
independent_recent,independent_recent,2026-07-01_ShaTin,7,8,紅逸舍,0,68.38,59.0,1.0,65.74,0.6383,63.5586,59.0,65.74,63.204,68.38,63.6638,63.1,59.0,63.6638,62.7454,10,10,10,10
independent_recent,independent_recent,2026-07-01_ShaTin,7,9,騰龍四海,0,69.38,57.0,1.0,64.5,0.327,66.4573,57.0,64.5,65.9894,69.38,61.4715,65.7883,57.0,61.4715,65.3204,7,8,7,7
independent_recent,independent_recent,2026-07-01_ShaTin,7,10,舞林寶典,0,71.3,58.5,1.0,78.26,0.4784,68.1629,58.5,78.26,67.6791,71.3,68.7356,66.0589,58.5,68.7356,65.5751,4,4,6,6
independent_recent,independent_recent,2026-07-01_ShaTin,7,11,表廠傳奇,0,67.45,59.5,0.5,58.99,0.2991,60.5536,59.5,58.99,60.2531,67.45,59.6979,60.71,59.5,59.6979,60.4095,11,11,11,11
independent_recent,independent_recent,2026-07-01_ShaTin,7,12,幸運糖,0,68.52,60.5,0.5,74.95,0.4878,70.3625,60.5,74.95,70.0593,68.52,67.2926,68.671,60.5,67.2926,68.3678,1,1,2,2
independent_recent,independent_recent,2026-07-01_ShaTin,7,13,勇冠群英,0,70.48,59.0,1.0,56.79,0.6079,60.0066,59.0,56.79,59.5726,70.48,58.0486,60.2846,59.0,58.0486,59.8507,12,12,12,12
independent_recent,independent_recent,2026-07-01_ShaTin,7,14,勝萬金,0,72.4,62.5,1.0,65.5,0.5513,68.0152,62.5,65.5,67.641,72.4,63.0322,67.4701,62.5,63.0322,67.0958,5,5,4,4
independent_recent,independent_recent,2026-07-01_ShaTin,8,1,綫路萬里,0,67.62,64.0,1.0,73.75,0.6589,64.2359,64.0,73.75,64.0991,67.62,69.0599,63.1998,64.0,69.0599,63.063,6,6,8,8
independent_recent,independent_recent,2026-07-01_ShaTin,8,2,龍之悅,0,64.33,61.0,0.5,77.25,0.8551,65.2044,61.0,77.25,65.0786,64.33,74.7505,64.6523,61.0,74.7505,64.5264,4,4,4,4
independent_recent,independent_recent,2026-07-01_ShaTin,8,3,嵐臣,0,67.9,62.5,1.0,78.25,0.6809,67.6912,62.5,78.25,67.4871,67.9,72.4264,66.4048,62.5,72.4264,66.2007,3,3,3,3
