RaceClass,Venue,Track,Distance,RestBucket,Wins,Starts,Places,AvgOdds,WinRate,PlaceRate,Scope
Class 4,沙田,Turf,1200,91d+,5,67,13,51.93,7.46,19.4,ClassVenueDistance
Class 3,沙田,Turf,1000,15-28d,3,64,14,35.42,4.69,21.88,ClassVenueDistance
Class 5,跑馬地,Turf,1200,15-28d,3,61,14,21.19,4.92,22.95,ClassVenueDistance
Class 4,沙田,Turf,1600,29-56d,1,61,13,25.24,1.64,21.31,ClassVenueDistance
Class 4,跑馬地,Turf,1200,91d+,8,60,15,34.58,13.33,25.0,ClassVenueDistance
Class 4,沙田,Turf,1000,15-28d,1,60,11,35.83,1.67,18.33,ClassVenueDistance
Class 4,沙田,Turf,1400,57-90d,3,59,11,41.47,5.08,18.64,ClassVenueDistance
Class 5,沙田,AWT,1650,15-28d,5,55,14,23.42,9.09,25.45,ClassVenueDistance
Class 4,跑馬地,Turf,1200,57-90d,2,53,9,30.12,3.77,16.98,ClassVenueDistance
Class 3,沙田,Turf,2000,15-28d,5,52,15,21.32,9.62,28.85,ClassVenueDistance
Class 3,跑馬地,Turf,1200,29-56d,4,51,16,20.27,7.84,31.37,ClassVenueDistance
Class 3,沙田,Turf,1400,<=14d,3,51,10,51.59,5.88,19.61,ClassVenueDistance
Class 5,沙田,Turf,1200,15-28d,6,50,12,25.22,12.0,24.0,ClassVenueDistance
Class 3,跑馬地,Turf,1650,29-56d,4,49,10,23.9,8.16,20.41,ClassVenueDistance
Class 3,沙田,Turf,1200,<=14d,1,49,11,54.47,2.04,22.45,ClassVenueDistance
Class 3,沙田,Turf,1600,<=14d,0,49,6,35.65,0.0,12.24,ClassVenueDistance
Class 3,沙田,AWT,1650,15-28d,5,48,14,25.42,10.42,29.17,ClassVenueDistance
Class 2,沙田,Turf,1400,15-28d,4,46,15,32.62,8.7,32.61,ClassVenueDistance
Class 4,沙田,Turf,1800,15-28d,5,45,12,26.66,11.11,26.67,ClassVenueDistance
Class 4,跑馬地,Turf,1000,15-28d,3,45,8,33.7,6.67,17.78,ClassVenueDistance
Class 5,跑馬地,Turf,1650,15-28d,3,45,12,22.35,6.67,26.67,ClassVenueDistance
Class 5,跑馬地,Turf,1200,29-56d,6,44,14,24.93,13.64,31.82,ClassVenueDistance
Class 4,沙田,AWT,1200,29-56d,4,44,15,39.44,9.09,34.09,ClassVenueDistance
Class 3,沙田,Turf,1400,91d+,3,44,10,46.15,6.82,22.73,ClassVenueDistance
Class 3,跑馬地,Turf,1650,<=14d,3,43,13,22.71,6.98,30.23,ClassVenueDistance
Class 3,沙田,AWT,1650,29-56d,2,42,8,28.19,4.76,19.05,ClassVenueDistance
Class 4,沙田,Turf,1400,91d+,2,42,10,50.29,4.76,23.81,ClassVenueDistance
Class 5,沙田,Turf,1400,29-56d,4,39,8,29.64,10.26,20.51,ClassVenueDistance
Class 4,沙田,AWT,1200,<=14d,2,39,5,35.66,5.13,12.82,ClassVenueDistance
Class 3,跑馬地,Turf,1800,15-28d,4,38,11,23.1,10.53,28.95,ClassVenueDistance
Class 5,沙田,AWT,1200,15-28d,4,37,10,25.38,10.81,27.03,ClassVenueDistance
Class 3,沙田,Turf,1600,29-56d,3,37,10,44.55,8.11,27.03,ClassVenueDistance
Class 4,沙田,Turf,1600,<=14d,4,36,6,39.11,11.11,16.67,ClassVenueDistance
Class 3,沙田,Turf,1800,15-28d,3,36,6,18.64,8.33,16.67,ClassVenueDistance
Class 4,跑馬地,Turf,1800,15-28d,4,35,11,19.52,11.43,31.43,ClassVenueDistance
Class 5,跑馬地,Turf,1650,<=14d,4,35,8,24.99,11.43,22.86,ClassVenueDistance
Class 3,沙田,Turf,1400,57-90d,3,35,8,45.5,8.57,22.86,ClassVenueDistance
Class 5,沙田,Turf,1400,57-90d,3,35,10,27.07,8.57,28.57,ClassVenueDistance
Class 5,沙田,Turf,1200,29-56d,1,35,4,30.63,2.86,11.43,ClassVenueDistance
Class 3,沙田,Turf,1200,91d+,3,34,9,40.66,8.82,26.47,ClassVenueDistance
Class 3,跑馬地,Turf,1000,15-28d,3,34,11,26.21,8.82,32.35,ClassVenueDistance
Class 5,跑馬地,Turf,1650,29-56d,3,34,8,17.51,8.82,23.53,ClassVenueDistance
Class 2,沙田,Turf,1200,15-28d,2,34,7,30.39,5.88,20.59,ClassVenueDistance
Class 4,沙田,Turf,1000,29-56d,4,33,7,41.3,12.12,21.21,ClassVenueDistance
Class 5,跑馬地,Turf,1800,15-28d,3,33,8,19.21,9.09,24.24,ClassVenueDistance
Class 3,沙田,Turf,1200,57-90d,3,32,5,53.15,9.38,15.62,ClassVenueDistance
Class 2,沙田,Turf,1200,<=14d,4,31,10,29.85,12.9,32.26,ClassVenueDistance
Class 2,沙田,Turf,1400,29-56d,3,30,5,39.05,10.0,16.67,ClassVenueDistance
Class 5,跑馬地,Turf,1200,<=14d,3,30,8,25.27,10.0,26.67,ClassVenueDistance
Class 4,沙田,Turf,2000,15-28d,3,29,8,22.22,10.34,27.59,ClassVenueDistance
Class 2,沙田,Turf,1600,15-28d,0,29,6,23.97,0.0,20.69,ClassVenueDistance
Class 4,沙田,AWT,1800,15-28d,3,28,7,22.04,10.71,25.0,ClassVenueDistance
Class 5,跑馬地,Turf,1000,15-28d,2,28,4,25.46,7.14,14.29,ClassVenueDistance
Class 3,沙田,AWT,1200,29-56d,2,26,8,16.65,7.69,30.77,ClassVenueDistance
Class 4,跑馬地,Turf,1650,91d+,1,25,5,34.47,4.0,20.0,ClassVenueDistance
Class 5,沙田,AWT,1200,29-56d,1,25,6,22.24,4.0,24.0,ClassVenueDistance
Class 4,跑馬地,Turf,1650,57-90d,5,24,10,25.51,20.83,41.67,ClassVenueDistance
Class 4,沙田,Turf,1000,91d+,2,24,6,49.22,8.33,25.0,ClassVenueDistance
Class 3,跑馬地,Turf,1200,91d+,1,24,4,31.3,4.17,16.67,ClassVenueDistance
Class 5,跑馬地,Turf,1000,<=14d,1,24,8,16.56,4.17,33.33,ClassVenueDistance
Class 4,沙田,AWT,1650,<=14d,2,23,6,30.32,8.7,26.09,ClassVenueDistance
Class 3,沙田,Turf,1000,<=14d,1,23,5,28.45,4.35,21.74,ClassVenueDistance
Class 4,跑馬地,Turf,1800,<=14d,1,23,5,20.67,4.35,21.74,ClassVenueDistance
Class 5,沙田,AWT,1800,15-28d,2,22,5,22.2,9.09,22.73,ClassVenueDistance
Class 5,沙田,AWT,1650,29-56d,1,22,4,26.09,4.55,18.18,ClassVenueDistance
Class 5,沙田,Turf,1600,29-56d,1,22,6,16.75,4.55,27.27,ClassVenueDistance
Class 3,沙田,Turf,1000,29-56d,3,21,4,27.77,14.29,19.05,ClassVenueDistance
Class 5,沙田,Turf,1400,<=14d,1,21,4,30.75,4.76,19.05,ClassVenueDistance
Class 4,沙田,AWT,1650,29-56d,0,21,4,20.76,0.0,19.05,ClassVenueDistance
Class 4,沙田,AWT,1200,57-90d,2,20,5,30.05,10.0,25.0,ClassVenueDistance
Class 4,跑馬地,Turf,1000,<=14d,2,20,6,22.65,10.0,30.0,ClassVenueDistance
Class 5,沙田,Turf,1600,15-28d,0,20,2,37.8,0.0,10.0,ClassVenueDistance
Class 4,跑馬地,Turf,1000,29-56d,3,19,7,37.6,15.79,36.84,ClassVenueDistance
Class 2,沙田,Turf,1600,29-56d,2,19,5,26.91,10.53,26.32,ClassVenueDistance
Class 4,沙田,AWT,1200,91d+,1,19,1,27.58,5.26,5.26,ClassVenueDistance
Class 5,沙田,Turf,1800,<=14d,1,19,4,21.28,5.26,21.05,ClassVenueDistance
Class 2,沙田,Turf,1200,29-56d,2,18,3,25.07,11.11,16.67,ClassVenueDistance
Group 1,沙田,Turf,1200,15-28d,2,18,5,145.33,11.11,27.78,ClassVenueDistance
Class 5,沙田,Turf,1200,57-90d,1,18,4,24.97,5.56,22.22,ClassVenueDistance
Class 5,沙田,Turf,1200,<=14d,1,18,8,24.54,5.56,44.44,ClassVenueDistance
Class 3,沙田,AWT,1650,<=14d,1,17,3,38.21,5.88,17.65,ClassVenueDistance
Class 4,沙田,Turf,1000,57-90d,1,17,7,47.14,5.88,41.18,ClassVenueDistance
Class 4,沙田,Turf,1800,<=14d,0,17,3,29.91,0.0,17.65,ClassVenueDistance
Group 2,沙田,Turf,1200,15-28d,0,17,4,38.69,0.0,23.53,ClassVenueDistance
Class 3,跑馬地,Turf,1000,29-56d,3,16,4,25.46,18.75,25.0,ClassVenueDistance
Class 2,跑馬地,Turf,1650,15-28d,2,16,4,18.26,12.5,25.0,ClassVenueDistance
Class 3,跑馬地,Turf,1650,57-90d,2,16,4,27.76,12.5,25.0,ClassVenueDistance
Class 3,跑馬地,Turf,1800,29-56d,2,16,4,24.9,12.5,25.0,ClassVenueDistance
Class 4,跑馬地,Turf,2200,15-28d,2,16,3,30.04,12.5,18.75,ClassVenueDistance
Class 5,沙田,Turf,1600,57-90d,2,16,4,22.22,12.5,25.0,ClassVenueDistance
Group 1,沙田,Turf,1600,15-28d,2,16,4,40.18,12.5,25.0,ClassVenueDistance
Group 2,沙田,Turf,1600,29-56d,2,16,4,28.86,12.5,25.0,ClassVenueDistance
Class 2,沙田,Turf,1400,<=14d,1,16,3,29.85,6.25,18.75,ClassVenueDistance
Class 2,跑馬地,Turf,1200,15-28d,1,16,3,15.04,6.25,18.75,ClassVenueDistance
Class 3,沙田,Turf,1800,<=14d,1,16,5,37.83,6.25,31.25,ClassVenueDistance
Class 3,沙田,Turf,2000,<=14d,1,16,2,24.61,6.25,12.5,ClassVenueDistance
Class 5,沙田,Turf,1800,15-28d,1,16,3,15.71,6.25,18.75,ClassVenueDistance
Class 4,跑馬地,Turf,1000,91d+,0,16,2,27.39,0.0,12.5,ClassVenueDistance
Class 5,跑馬地,Turf,1800,29-56d,2,15,4,29.23,13.33,26.67,ClassVenueDistance
Class 2,跑馬地,Turf,1800,15-28d,0,15,4,13.18,0.0,26.67,ClassVenueDistance
Class 4,沙田,Turf,1600,57-90d,0,15,4,38.85,0.0,26.67,ClassVenueDistance
Class 5,跑馬地,Turf,1000,29-56d,3,14,5,21.2,21.43,35.71,ClassVenueDistance
Class 3,沙田,Turf,1000,57-90d,1,14,3,34.69,7.14,21.43,ClassVenueDistance
Class 3,跑馬地,Turf,1000,<=14d,1,14,4,13.34,7.14,28.57,ClassVenueDistance
Class 4,沙田,Turf,1800,29-56d,1,14,2,31.91,7.14,14.29,ClassVenueDistance
Unknown,沙田,Turf,1800,15-28d,1,14,3,40.69,7.14,21.43,ClassVenueDistance
Class 3,沙田,AWT,1200,<=14d,0,14,2,43.46,0.0,14.29,ClassVenueDistance
Class 2,跑馬地,Turf,1200,<=14d,2,13,5,27.7,15.38,38.46,ClassVenueDistance
Class 4,沙田,Turf,1000,<=14d,2,13,2,48.83,15.38,15.38,ClassVenueDistance
Class 2,跑馬地,Turf,1200,29-56d,1,13,4,21.14,7.69,30.77,ClassVenueDistance
Class 3,跑馬地,Turf,1000,57-90d,1,13,3,12.58,7.69,23.08,ClassVenueDistance
Class 5,沙田,Turf,1200,91d+,1,13,2,44.6,7.69,15.38,ClassVenueDistance
Class 3,跑馬地,Turf,1800,<=14d,0,13,2,30.65,0.0,15.38,ClassVenueDistance
Group 3,沙田,Turf,1400,15-28d,0,13,3,44.84,0.0,23.08,ClassVenueDistance
Class 3,沙田,Turf,1000,91d+,2,12,5,30.65,16.67,41.67,ClassVenueDistance
Class 3,跑馬地,Turf,1200,57-90d,2,12,3,25.65,16.67,25.0,ClassVenueDistance
Class 5,沙田,Turf,1600,<=14d,2,12,3,22.61,16.67,25.0,ClassVenueDistance
Class 5,跑馬地,Turf,2200,15-28d,2,12,4,10.16,16.67,33.33,ClassVenueDistance
Group 3,沙田,Turf,1000,15-28d,2,12,4,20.1,16.67,33.33,ClassVenueDistance
Class 2,沙田,Turf,1000,15-28d,1,12,3,29.9,8.33,25.0,ClassVenueDistance
Class 2,沙田,Turf,1800,15-28d,1,12,2,36.76,8.33,16.67,ClassVenueDistance
Class 4,沙田,AWT,1650,57-90d,1,12,2,26.08,8.33,16.67,ClassVenueDistance
Class 4,沙田,AWT,1800,29-56d,1,12,4,19.89,8.33,33.33,ClassVenueDistance
Class 4,跑馬地,Turf,1000,57-90d,1,12,4,35.58,8.33,33.33,ClassVenueDistance
Class 4,跑馬地,Turf,1800,29-56d,1,12,3,27.2,8.33,25.0,ClassVenueDistance
Class 5,沙田,Turf,1800,29-56d,1,12,4,16.98,8.33,33.33,ClassVenueDistance
Class 5,沙田,AWT,1200,<=14d,1,11,2,14.85,9.09,18.18,ClassVenueDistance
Class 5,跑馬地,Turf,1200,57-90d,1,11,2,24.31,9.09,18.18,ClassVenueDistance
Group 3,沙田,Turf,1800,15-28d,1,11,5,24.67,9.09,45.45,ClassVenueDistance
Unknown,沙田,Turf,1600,15-28d,1,11,3,46.54,9.09,27.27,ClassVenueDistance
Unknown,沙田,Turf,2000,15-28d,1,11,3,21.65,9.09,27.27,ClassVenueDistance
Class 3,沙田,Turf,1600,91d+,2,10,3,34.41,20.0,30.0,ClassVenueDistance
Class 2,沙田,Turf,1200,57-90d,1,10,4,26.55,10.0,40.0,ClassVenueDistance
Class 4,跑馬地,Turf,2200,29-56d,1,10,4,10.35,10.0,40.0,ClassVenueDistance
Group 1,沙田,Turf,1600,29-56d,1,10,3,29.12,10.0,30.0,ClassVenueDistance
Class 2,沙田,Turf,1200,91d+,0,10,3,22.47,0.0,30.0,ClassVenueDistance
Class 3,沙田,Turf,1800,29-56d,0,10,2,29.97,0.0,20.0,ClassVenueDistance
Class 4,沙田,AWT,1800,<=14d,0,10,0,23.98,0.0,0.0,ClassVenueDistance
Group 1,跑馬地,Turf,1650,15-28d,0,10,1,17.25,0.0,10.0,ClassVenueDistance
Group 2,沙田,Turf,1600,91d+,0,10,1,67.37,0.0,10.0,ClassVenueDistance
Class 2,沙田,Turf,1600,<=14d,3,9,4,13.08,33.33,44.44,ClassVenueDistance
Class 2,沙田,Turf,1400,91d+,1,9,2,27.52,11.11,22.22,ClassVenueDistance
Class 2,跑馬地,Turf,1000,15-28d,1,9,3,11.04,11.11,33.33,ClassVenueDistance
Class 5,跑馬地,Turf,1000,91d+,1,9,2,45.23,11.11,22.22,ClassVenueDistance
Class 5,跑馬地,Turf,2200,<=14d,1,9,4,20.56,11.11,44.44,ClassVenueDistance
Class 2,沙田,Turf,1400,57-90d,0,9,2,29.77,0.0,22.22,ClassVenueDistance
Class 3,沙田,Turf,1600,57-90d,0,9,2,23.94,0.0,22.22,ClassVenueDistance
Class 4,跑馬地,Turf,2200,<=14d,0,9,2,16.56,0.0,22.22,ClassVenueDistance
Class 5,沙田,AWT,1650,<=14d,0,9,0,29.36,0.0,0.0,ClassVenueDistance
Class 5,跑馬地,Turf,1200,91d+,0,9,1,42.16,0.0,11.11,ClassVenueDistance
Class 5,跑馬地,Turf,1800,<=14d,0,9,3,13.67,0.0,33.33,ClassVenueDistance
Group 1,跑馬地,Turf,1000,29-56d,0,9,2,49.12,0.0,22.22,ClassVenueDistance
Class 1,沙田,Turf,1200,29-56d,1,8,1,30.64,12.5,12.5,ClassVenueDistance
Class 2,跑馬地,Turf,1650,29-56d,1,8,2,15.02,12.5,25.0,ClassVenueDistance
Class 2,跑馬地,Turf,1650,57-90d,1,8,3,10.75,12.5,37.5,ClassVenueDistance
Class 2,跑馬地,Turf,1650,<=14d,1,8,3,12.99,12.5,37.5,ClassVenueDistance
Class 3,沙田,AWT,1200,91d+,1,8,2,13.09,12.5,25.0,ClassVenueDistance
Class 3,沙田,AWT,1650,57-90d,1,8,2,16.91,12.5,25.0,ClassVenueDistance
Class 4,沙田,Turf,1600,91d+,1,8,1,38.38,12.5,12.5,ClassVenueDistance
Class 4,跑馬地,Turf,1800,57-90d,1,8,3,14.04,12.5,37.5,ClassVenueDistance
Group 1,沙田,Turf,1400,15-28d,1,8,3,109.75,12.5,37.5,ClassVenueDistance
Group 2,沙田,Turf,1200,29-56d,1,8,3,126.38,12.5,37.5,ClassVenueDistance
Class 2,沙田,Turf,2000,29-56d,0,8,2,20.21,0.0,25.0,ClassVenueDistance
Class 5,跑馬地,Turf,1000,57-90d,0,8,2,32.4,0.0,25.0,ClassVenueDistance
Class 5,跑馬地,Turf,1650,57-90d,2,7,3,11.4,28.57,42.86,ClassVenueDistance
Group 1,跑馬地,Turf,1650,29-56d,2,7,3,14.34,28.57,42.86,ClassVenueDistance
Class 2,沙田,AWT,1200,15-28d,1,7,3,21.89,14.29,42.86,ClassVenueDistance
Class 2,沙田,AWT,1650,15-28d,1,7,1,9.79,14.29,14.29,ClassVenueDistance
Class 2,沙田,Turf,1000,29-56d,1,7,3,23.33,14.29,42.86,ClassVenueDistance
Class 2,跑馬地,Turf,1800,<=14d,1,7,2,15.19,14.29,28.57,ClassVenueDistance
Group 1,跑馬地,Turf,1000,15-28d,1,7,2,17.7,14.29,28.57,ClassVenueDistance
Group 1,跑馬地,Turf,1000,<=14d,1,7,2,14.6,14.29,28.57,ClassVenueDistance
Group 2,沙田,Turf,1600,15-28d,1,7,2,72.34,14.29,28.57,ClassVenueDistance
Group 3,跑馬地,Turf,1800,29-56d,1,7,1,14.63,14.29,14.29,ClassVenueDistance
Class 2,沙田,Turf,1800,<=14d,0,7,1,35.19,0.0,14.29,ClassVenueDistance
Class 3,沙田,AWT,1200,57-90d,0,7,2,30.49,0.0,28.57,ClassVenueDistance
Class 5,跑馬地,Turf,1650,91d+,0,7,2,26.86,0.0,28.57,ClassVenueDistance
Class 5,跑馬地,Turf,2200,29-56d,0,7,1,15.11,0.0,14.29,ClassVenueDistance
Group 1,跑馬地,Turf,1650,<=14d,0,7,2,25.33,0.0,28.57,ClassVenueDistance
Group 2,沙田,Turf,1600,<=14d,0,7,2,39.57,0.0,28.57,ClassVenueDistance
Group 1,沙田,Turf,2000,29-56d,2,6,3,11.52,33.33,50.0,ClassVenueDistance
Class 5,沙田,AWT,1200,57-90d,1,6,3,16.03,16.67,50.0,ClassVenueDistance
Class 5,沙田,Turf,1400,91d+,1,6,2,56.3,16.67,33.33,ClassVenueDistance
Group 1,沙田,Turf,2000,15-28d,1,6,2,64.68,16.67,33.33,ClassVenueDistance
Group 3,沙田,Turf,1400,91d+,1,6,1,49.05,16.67,16.67,ClassVenueDistance
Class 2,沙田,AWT,1650,91d+,0,6,1,34.78,0.0,16.67,ClassVenueDistance
Class 3,沙田,Turf,2000,29-56d,0,6,1,37.77,0.0,16.67,ClassVenueDistance
Class 3,跑馬地,Turf,1650,91d+,0,6,2,22.65,0.0,33.33,ClassVenueDistance
Class 4,沙田,Turf,2000,29-56d,0,6,0,31.7,0.0,0.0,ClassVenueDistance
Class 4,跑馬地,Turf,1800,91d+,0,6,0,27.5,0.0,0.0,ClassVenueDistance
Group 1,跑馬地,Turf,1200,15-28d,0,6,1,10.43,0.0,16.67,ClassVenueDistance
Class 2,沙田,Turf,2000,15-28d,1,5,1,9.5,20.0,20.0,ClassVenueDistance
Class 2,沙田,Turf,2000,<=14d,1,5,3,8.14,20.0,60.0,ClassVenueDistance
Class 2,跑馬地,Turf,1000,29-56d,1,5,2,16.6,20.0,40.0,ClassVenueDistance
Class 4,沙田,AWT,1650,91d+,1,5,3,15.76,20.0,60.0,ClassVenueDistance
Class 5,沙田,AWT,1650,57-90d,1,5,2,77.38,20.0,40.0,ClassVenueDistance
Class 5,沙田,Turf,2000,15-28d,1,5,2,16.26,20.0,40.0,ClassVenueDistance
Group 1,沙田,Turf,1200,29-56d,1,5,3,84.0,20.0,60.0,ClassVenueDistance
Class 1,沙田,Turf,1200,57-90d,0,5,0,64.2,0.0,0.0,ClassVenueDistance
Class 3,跑馬地,Turf,1000,91d+,0,5,1,16.3,0.0,20.0,ClassVenueDistance
Class 3,跑馬地,Turf,2200,15-28d,0,5,1,24.76,0.0,20.0,ClassVenueDistance
Class 4,沙田,Turf,2000,<=14d,0,5,1,34.78,0.0,20.0,ClassVenueDistance
Class 5,沙田,AWT,1200,91d+,0,5,0,18.78,0.0,0.0,ClassVenueDistance
Group 3,沙田,Turf,1800,<=14d,0,5,0,11.9,0.0,0.0,ClassVenueDistance
Group 3,沙田,Turf,2400,<=14d,0,5,2,11.62,0.0,40.0,ClassVenueDistance
Group 3,跑馬地,Turf,1800,15-28d,0,5,2,15.72,0.0,40.0,ClassVenueDistance
Class 1,沙田,Turf,1200,91d+,1,4,3,50.25,25.0,75.0,ClassVenueDistance
Class 3,跑馬地,Turf,2200,<=14d,1,4,2,7.7,25.0,50.0,ClassVenueDistance
Group 1,跑馬地,Turf,1200,<=14d,1,4,1,15.85,25.0,25.0,ClassVenueDistance
Class 1,沙田,Turf,1200,15-28d,0,4,2,36.65,0.0,50.0,ClassVenueDistance
Class 2,沙田,Turf,1800,29-56d,0,4,2,15.7,0.0,50.0,ClassVenueDistance
Class 2,跑馬地,Turf,1000,91d+,0,4,1,12.22,0.0,25.0,ClassVenueDistance
Class 2,跑馬地,Turf,1650,91d+,0,4,0,40.95,0.0,0.0,ClassVenueDistance
Class 3,沙田,AWT,1650,91d+,0,4,0,62.0,0.0,0.0,ClassVenueDistance
Class 3,跑馬地,Turf,1800,91d+,0,4,1,22.02,0.0,25.0,ClassVenueDistance
Class 4,沙田,Turf,1800,57-90d,0,4,0,47.75,0.0,0.0,ClassVenueDistance
Class 5,沙田,AWT,1650,91d+,0,4,1,56.0,0.0,25.0,ClassVenueDistance
Class 5,沙田,Turf,2000,29-56d,0,4,0,19.82,0.0,0.0,ClassVenueDistance
Class 5,沙田,Turf,2000,<=14d,0,4,1,13.5,0.0,25.0,ClassVenueDistance
Griffin,沙田,Turf,1000,15-28d,0,4,0,26.75,0.0,0.0,ClassVenueDistance
Group 1,沙田,Turf,1600,91d+,0,4,2,28.78,0.0,50.0,ClassVenueDistance
Group 1,沙田,Turf,2400,15-28d,0,4,0,38.75,0.0,0.0,ClassVenueDistance
Group 2,沙田,Turf,2000,<=14d,0,4,0,55.25,0.0,0.0,ClassVenueDistance
Group 3,沙田,Turf,1000,29-56d,0,4,2,20.95,0.0,50.0,ClassVenueDistance
Group 3,沙田,Turf,1400,57-90d,0,4,1,17.98,0.0,25.0,ClassVenueDistance
Class 2,跑馬地,Turf,1800,29-56d,1,3,1,17.27,33.33,33.33,ClassVenueDistance
Class 2,跑馬地,Turf,1800,91d+,1,3,1,13.57,33.33,33.33,ClassVenueDistance
Class 3,沙田,Turf,1800,91d+,1,3,2,24.83,33.33,66.67,ClassVenueDistance
Group 3,沙田,Turf,1800,29-56d,1,3,1,11.57,33.33,33.33,ClassVenueDistance
Class 1,沙田,Turf,1200,<=14d,0,3,0,18.67,0.0,0.0,ClassVenueDistance
Class 1,沙田,Turf,1400,15-28d,0,3,1,9.27,0.0,33.33,ClassVenueDistance
Class 2,沙田,Turf,1600,91d+,0,3,1,21.33,0.0,33.33,ClassVenueDistance
Class 3,跑馬地,Turf,2200,29-56d,0,3,0,15.93,0.0,0.0,ClassVenueDistance
Class 4,沙田,Turf,1800,91d+,0,3,1,72.8,0.0,33.33,ClassVenueDistance
Class 5,沙田,AWT,1800,29-56d,0,3,0,29.33,0.0,0.0,ClassVenueDistance
Class 5,沙田,AWT,1800,<=14d,0,3,1,35.67,0.0,33.33,ClassVenueDistance
Class 5,沙田,Turf,1800,57-90d,0,3,0,54.83,0.0,0.0,ClassVenueDistance
Class 5,跑馬地,Turf,2200,57-90d,0,3,0,25.0,0.0,0.0,ClassVenueDistance
Group 2,沙田,Turf,1200,91d+,0,3,0,40.4,0.0,0.0,ClassVenueDistance
Group 2,沙田,Turf,2000,29-56d,0,3,1,42.07,0.0,33.33,ClassVenueDistance
Group 3,沙田,Turf,1000,91d+,0,3,0,14.37,0.0,0.0,ClassVenueDistance
Unknown,沙田,Turf,2000,29-56d,0,3,0,35.33,0.0,0.0,ClassVenueDistance
Class 1,沙田,Turf,1400,29-56d,1,2,2,4.15,50.0,100.0,ClassVenueDistance
Class 2,沙田,AWT,1650,<=14d,1,2,2,3.8,50.0,100.0,ClassVenueDistance
Group 2,沙田,Turf,1200,57-90d,1,2,1,22.0,50.0,50.0,ClassVenueDistance
Group 2,沙田,Turf,2000,91d+,1,2,2,29.2,50.0,100.0,ClassVenueDistance
Group 3,沙田,Turf,1400,29-56d,1,2,1,7.25,50.0,50.0,ClassVenueDistance
Class 2,沙田,AWT,1200,29-56d,0,2,0,13.15,0.0,0.0,ClassVenueDistance
Class 2,沙田,AWT,1200,<=14d,0,2,0,33.4,0.0,0.0,ClassVenueDistance
Class 2,沙田,AWT,1650,29-56d,0,2,2,6.65,0.0,100.0,ClassVenueDistance
Class 2,沙田,Turf,1600,57-90d,0,2,1,22.0,0.0,50.0,ClassVenueDistance
Class 2,跑馬地,Turf,1200,91d+,0,2,0,57.0,0.0,0.0,ClassVenueDistance
Class 3,沙田,Turf,1800,57-90d,0,2,0,13.9,0.0,0.0,ClassVenueDistance
Class 3,沙田,Turf,2000,91d+,0,2,0,26.0,0.0,0.0,ClassVenueDistance
