scope,feature,kind,coverage_rate,missing_rate,unique_values,allowed_pre_race
matrix_plus_components_raw,card_declared_bodyweight,numeric,0.9655837889996783,0.03441621100032165,331,True
matrix_plus_components_raw,card_priority_rank,numeric,0.9633322611772274,0.0366677388227726,24,True
matrix_plus_components_raw,card_claim_lbs,numeric,0.9655837889996783,0.03441621100032165,5,True
matrix_plus_components_raw,card_gear_count,numeric,1.0,0.0,5,True
matrix_plus_components_raw,card_gear_first_time,numeric,1.0,0.0,2,True
matrix_plus_components_raw,weight_carried,numeric,1.0,0.0,28,True
matrix_plus_components_raw,days_since_last,numeric,0.9742682534577034,0.025731746542296558,135,True
matrix_plus_components_raw,starts,numeric,0.8784174975876488,0.12158250241235123,68,True
matrix_plus_components_raw,wins,numeric,0.8784174975876488,0.12158250241235123,12,True
matrix_plus_components_raw,hk_starts,numeric,0.7983274364747507,0.2016725635252493,66,True
matrix_plus_components_raw,last6_runs,numeric,1.0,0.0,7,True
matrix_plus_components_raw,last6_mean_finish,numeric,0.9305242843357993,0.0694757156642007,136,True
matrix_plus_components_raw,last6_best_finish,numeric,0.9305242843357993,0.0694757156642007,14,True
matrix_plus_components_raw,last6_worst_finish,numeric,0.9305242843357993,0.0694757156642007,14,True
matrix_plus_components_raw,last6_top3_count,numeric,1.0,0.0,7,True
matrix_plus_components_raw,last6_top5_count,numeric,1.0,0.0,7,True
matrix_plus_components_raw,same_distance_starts,numeric,0.9327758121582502,0.06722418784174976,6,True
matrix_plus_components_raw,same_distance_wins,numeric,0.9327758121582502,0.06722418784174976,6,True
matrix_plus_components_raw,same_distance_seconds,numeric,0.9327758121582502,0.06722418784174976,5,True
matrix_plus_components_raw,same_distance_thirds,numeric,0.9327758121582502,0.06722418784174976,8,True
matrix_plus_components_raw,same_venue_distance_starts,numeric,0.9237697008684465,0.07623029913155356,5,True
matrix_plus_components_raw,same_venue_distance_wins,numeric,0.9237697008684465,0.07623029913155356,6,True
matrix_plus_components_raw,same_venue_distance_seconds,numeric,0.9237697008684465,0.07623029913155356,5,True
matrix_plus_components_raw,same_venue_distance_thirds,numeric,0.9237697008684465,0.07623029913155356,8,True
matrix_plus_components_raw,tw_entries_count,numeric,0.7642328723062077,0.2357671276937922,50,True
matrix_plus_components_raw,tw_gallop_count,numeric,0.7642328723062077,0.2357671276937922,8,True
matrix_plus_components_raw,tw_flags_count,numeric,0.7642328723062077,0.2357671276937922,5,True
matrix_plus_components_raw,tw_jockey_present,numeric,1.0,0.0,2,True
matrix_plus_components_raw,raw_formline_higher_win_count,numeric,0.8066902541009972,0.1933097458990029,11,True
matrix_plus_components_raw,raw_formline_same_win_count,numeric,0.8066902541009972,0.1933097458990029,8,True
matrix_plus_components_raw,raw_formline_lower_win_count,numeric,0.8066902541009972,0.1933097458990029,6,True
matrix_plus_components_raw,raw_l400,numeric,0.8497909295593439,0.15020907044065615,456,True
matrix_plus_components_raw,raw_finish_time_adj,numeric,0.6172402701833387,0.3827597298166613,96,True
matrix_plus_components_raw,raw_total_starts,numeric,0.7198456095207462,0.2801543904792538,68,True
matrix_plus_components_raw,raw_total_wins,numeric,0.7198456095207462,0.2801543904792538,10,True
matrix_plus_components_raw,raw_last_margin,numeric,0.6008362817626246,0.39916371823737534,38,True
matrix_plus_components_raw,raw_last_finish,numeric,0.6889675136699903,0.3110324863300096,15,True
matrix_plus_components_raw,raw_weight_trend_span,numeric,0.4409778063686073,0.5590221936313927,62,True
matrix_plus_components_raw,is_debut,numeric,1.0,0.0,2,True
matrix_plus_components_raw,is_import,numeric,1.0,0.0,1,True
matrix_plus_components_raw,is_foreign_runner,numeric,1.0,0.0,1,True
matrix_plus_components_raw,field_size,numeric,1.0,0.0,9,True
matrix_plus_components_raw,distance_num,numeric,0.9967835316822129,0.0032164683177870698,9,True
matrix_plus_components_raw,barrier,numeric,1.0,0.0,14,True
matrix_plus_components_raw,season_starts,numeric,0.9327758121582502,0.06722418784174976,7,True
matrix_plus_components_raw,season_wins,numeric,0.9327758121582502,0.06722418784174976,6,True
matrix_plus_components_raw,season_seconds,numeric,0.9327758121582502,0.06722418784174976,6,True
matrix_plus_components_raw,season_thirds,numeric,0.9327758121582502,0.06722418784174976,8,True
matrix_plus_components_raw,card_has_claim,numeric,1.0,0.0,2,True
matrix_plus_components_raw,card_gear_tt,numeric,1.0,0.0,2,True
matrix_plus_components_raw,card_gear_cp,numeric,1.0,0.0,2,True
matrix_plus_components_raw,card_gear_blinkers,numeric,1.0,0.0,2,True
matrix_plus_components_raw,tw_confidence_high,numeric,1.0,0.0,1,True
matrix_plus_components_raw,tw_confidence_low,numeric,1.0,0.0,2,True
matrix_plus_components_raw,tw_mode_barrier_trial,numeric,1.0,0.0,1,True
matrix_plus_components_raw,rel_matrix_stability,numeric,1.0,0.0,2974,True
matrix_plus_components_raw,rel_matrix_sectional,numeric,1.0,0.0,2129,True
matrix_plus_components_raw,rel_matrix_race_shape,numeric,1.0,0.0,2312,True
matrix_plus_components_raw,rel_matrix_trainer_signal,numeric,1.0,0.0,2668,True
matrix_plus_components_raw,rel_matrix_horse_health,numeric,1.0,0.0,2373,True
matrix_plus_components_raw,rel_matrix_form_line,numeric,1.0,0.0,1544,True
matrix_plus_components_raw,rel_matrix_class_advantage,numeric,1.0,0.0,2321,True
matrix_plus_components_raw,rel_feat_form_score,numeric,1.0,0.0,2562,True
matrix_plus_components_raw,rel_feat_speed_score,numeric,1.0,0.0,2095,True
matrix_plus_components_raw,rel_feat_class_score,numeric,1.0,0.0,1523,True
matrix_plus_components_raw,rel_feat_jockey_score,numeric,1.0,0.0,2035,True
matrix_plus_components_raw,rel_feat_trainer_score,numeric,1.0,0.0,1869,True
matrix_plus_components_raw,rel_feat_draw_score,numeric,1.0,0.0,113,True
matrix_plus_components_raw,rel_feat_distance_score,numeric,1.0,0.0,958,True
matrix_plus_components_raw,rel_feat_track_going_score,numeric,1.0,0.0,106,True
matrix_plus_components_raw,rel_feat_weight_score,numeric,1.0,0.0,939,True
matrix_plus_components_raw,rel_feat_consistency_score,numeric,1.0,0.0,2718,True
matrix_plus_components_raw,rel_feat_risk_score,numeric,1.0,0.0,1593,True
matrix_plus_components_raw,rel_feat_confidence_score,numeric,1.0,0.0,171,True
matrix_plus_components_raw,rel_feat_formline_strength_score,numeric,1.0,0.0,1544,True
matrix_plus_components_raw,rel_feat_margin_trend_score,numeric,1.0,0.0,367,True
matrix_plus_components_raw,rel_feat_same_distance_signal_score,numeric,1.0,0.0,705,True
matrix_plus_components_raw,rel_feat_trackwork_trend_score,numeric,1.0,0.0,2278,True
matrix_plus_components_raw,rel_feat_race_shape_context_score,numeric,1.0,0.0,2312,True
matrix_plus_components_raw,rel_card_age,numeric,1.0,0.0,871,True
matrix_plus_components_raw,rel_card_rating,numeric,1.0,0.0,2198,True
matrix_plus_components_raw,rel_card_rating_change,numeric,1.0,0.0,1041,True
matrix_plus_components_raw,rel_card_declared_bodyweight,numeric,1.0,0.0,2932,True
matrix_plus_components_raw,rel_card_priority_rank,numeric,1.0,0.0,419,True
matrix_plus_components_raw,rel_card_claim_lbs,numeric,1.0,0.0,263,True
matrix_plus_components_raw,rel_card_gear_count,numeric,1.0,0.0,324,True
matrix_plus_components_raw,rel_card_gear_first_time,numeric,1.0,0.0,78,True
matrix_plus_components_raw,rel_weight_carried,numeric,1.0,0.0,2288,True
matrix_plus_components_raw,rel_days_since_last,numeric,1.0,0.0,2042,True
matrix_plus_components_raw,rel_starts,numeric,1.0,0.0,2212,True
matrix_plus_components_raw,rel_wins,numeric,1.0,0.0,776,True
matrix_plus_components_raw,rel_hk_starts,numeric,1.0,0.0,1797,True
matrix_plus_components_raw,rel_last6_runs,numeric,1.0,0.0,673,True
matrix_plus_components_raw,rel_last6_mean_finish,numeric,1.0,0.0,2600,True
matrix_plus_components_raw,rel_last6_best_finish,numeric,1.0,0.0,1357,True
matrix_plus_components_raw,rel_last6_worst_finish,numeric,1.0,0.0,1615,True
matrix_plus_components_raw,rel_last6_top3_count,numeric,1.0,0.0,920,True
matrix_plus_components_raw,rel_last6_top5_count,numeric,1.0,0.0,1222,True
matrix_plus_components_raw,rel_same_distance_starts,numeric,1.0,0.0,312,True
matrix_plus_components_raw,rel_same_distance_wins,numeric,1.0,0.0,334,True
matrix_plus_components_raw,rel_same_distance_seconds,numeric,1.0,0.0,266,True
matrix_plus_components_raw,rel_same_distance_thirds,numeric,1.0,0.0,1122,True
matrix_plus_components_raw,rel_same_venue_distance_starts,numeric,1.0,0.0,204,True
matrix_plus_components_raw,rel_same_venue_distance_wins,numeric,1.0,0.0,225,True
matrix_plus_components_raw,rel_same_venue_distance_seconds,numeric,1.0,0.0,191,True
matrix_plus_components_raw,rel_same_venue_distance_thirds,numeric,1.0,0.0,822,True
matrix_plus_components_raw,rel_tw_entries_count,numeric,1.0,0.0,1869,True
matrix_plus_components_raw,rel_tw_gallop_count,numeric,1.0,0.0,793,True
matrix_plus_components_raw,rel_tw_flags_count,numeric,1.0,0.0,404,True
matrix_plus_components_raw,rel_tw_jockey_present,numeric,1.0,0.0,1,True
matrix_plus_components_raw,rel_raw_formline_higher_win_count,numeric,1.0,0.0,892,True
matrix_plus_components_raw,rel_raw_formline_same_win_count,numeric,1.0,0.0,756,True
matrix_plus_components_raw,rel_raw_formline_lower_win_count,numeric,1.0,0.0,185,True
matrix_plus_components_raw,rel_raw_l400,numeric,1.0,0.0,2581,True
matrix_plus_components_raw,rel_raw_finish_time_adj,numeric,1.0,0.0,1620,True
matrix_plus_components_raw,rel_raw_total_starts,numeric,1.0,0.0,1813,True
matrix_plus_components_raw,rel_raw_total_wins,numeric,1.0,0.0,653,True
matrix_plus_components_raw,rel_raw_last_margin,numeric,1.0,0.0,1111,True
matrix_plus_components_raw,rel_raw_last_finish,numeric,1.0,0.0,1461,True
matrix_plus_components_raw,rel_raw_weight_trend_span,numeric,1.0,0.0,1222,True
matrix_plus_components_raw,rel_is_debut,numeric,1.0,0.0,41,True
matrix_plus_components_raw,rel_is_import,numeric,1.0,0.0,1,True
matrix_plus_components_raw,rel_is_foreign_runner,numeric,1.0,0.0,1,True
matrix_plus_components_raw,rel_field_size,numeric,1.0,0.0,1,True
matrix_plus_components_raw,rel_distance_num,numeric,1.0,0.0,1,True
matrix_plus_components_raw,rel_barrier,numeric,1.0,0.0,357,True
matrix_plus_components_raw,rel_season_starts,numeric,1.0,0.0,402,True
matrix_plus_components_raw,rel_season_wins,numeric,1.0,0.0,458,True
matrix_plus_components_raw,rel_season_seconds,numeric,1.0,0.0,447,True
matrix_plus_components_raw,rel_season_thirds,numeric,1.0,0.0,1290,True
matrix_plus_components_raw,rel_card_has_claim,numeric,1.0,0.0,77,True
matrix_plus_components_raw,rel_card_gear_tt,numeric,1.0,0.0,95,True
matrix_plus_components_raw,rel_card_gear_cp,numeric,1.0,0.0,79,True
matrix_plus_components_raw,rel_card_gear_blinkers,numeric,1.0,0.0,110,True
matrix_plus_components_raw,rel_tw_confidence_high,numeric,1.0,0.0,1,True
matrix_plus_components_raw,rel_tw_confidence_low,numeric,1.0,0.0,11,True
matrix_plus_components_raw,rel_tw_mode_barrier_trial,numeric,1.0,0.0,1,True
matrix_plus_components_raw,venue,categorical,1.0,0.0,2,True
matrix_plus_components_raw,track,categorical,1.0,0.0,2,True
matrix_plus_components_raw,course,categorical,1.0,0.0,6,True
matrix_plus_components_raw,race_class_label,categorical,1.0,0.0,10,True
