rank,formula,place_mode,gold,good,pass,top3_place,top3_win,0hit,1hit,2hit,3hit,gold_delta,good_delta,pass_delta,place_delta,zero_hit_delta,one_hit_delta
382,race_shape_light_track+class_weight_80_20+class_weight_heavy_rating,place_half,4.4%,20.6%,36.1%,41.7%,48.1%,49,153,100,14,+0.3,-0.3,-2.8,-0.9,+1,+8
383,race_shape_pure_pace+race_shape_light_track+class_weight_heavy_rating,place_half,4.4%,20.6%,36.1%,41.7%,48.1%,49,153,100,14,+0.3,-0.3,-2.8,-0.9,+1,+8
384,race_shape_light_track+class_weight_no_rating+class_weight_heavy_rating,place_half,4.4%,20.6%,36.1%,41.7%,48.1%,49,153,100,14,+0.3,-0.3,-2.8,-0.9,+1,+8
385,race_shape_light_track+class_weight_class_only+class_weight_heavy_rating,place_half,4.4%,20.6%,36.1%,41.7%,48.1%,49,153,100,14,+0.3,-0.3,-2.8,-0.9,+1,+8
386,race_shape_light_track+class_weight_heavy_rating+formline_purer,place_half,4.4%,20.6%,36.1%,41.6%,48.1%,50,152,100,14,+0.3,-0.3,-2.8,-1.1,+2,+7
387,race_shape_pure_pace+sectional_speed_heavy+track_pure,place_off,4.1%,19.9%,36.1%,41.7%,49.1%,48,154,101,13,+0.0,-0.9,-2.8,-0.9,+0,+9
388,sectional_speed_heavy+class_weight_no_rating,place_off,3.8%,19.9%,36.1%,41.7%,50.0%,47,155,102,12,-0.3,-0.9,-2.8,-0.9,-1,+10
389,sectional_speed_heavy+class_weight_no_rating+formline_purer,place_off,3.8%,19.9%,36.1%,41.7%,50.0%,47,155,102,12,-0.3,-0.9,-2.8,-0.9,-1,+10
390,sectional_speed_heavy+class_weight_80_20+class_weight_no_rating,place_off,3.8%,19.9%,36.1%,41.7%,50.0%,47,155,102,12,-0.3,-0.9,-2.8,-0.9,-1,+10
391,sectional_speed_heavy+class_weight_class_only+class_weight_no_rating,place_off,3.8%,19.9%,36.1%,41.7%,50.0%,47,155,102,12,-0.3,-0.9,-2.8,-0.9,-1,+10
392,race_shape_light_track+sectional_speed_heavy,place_off,4.4%,19.6%,36.1%,41.8%,49.1%,48,154,100,14,+0.3,-1.3,-2.8,-0.8,+0,+9
393,race_shape_light_track+sectional_speed_heavy+formline_purer,place_off,4.4%,19.6%,36.1%,41.8%,49.1%,48,154,100,14,+0.3,-1.3,-2.8,-0.8,+0,+9
394,race_shape_pure_pace+race_shape_light_track+sectional_speed_heavy,place_off,4.4%,19.6%,36.1%,41.8%,49.1%,48,154,100,14,+0.3,-1.3,-2.8,-0.8,+0,+9
395,race_shape_light_track+class_weight_heavy_rating,place_off,4.4%,19.6%,36.1%,41.6%,48.1%,50,152,100,14,+0.3,-1.3,-2.8,-1.1,+2,+7
396,race_shape_light_track+class_weight_80_20+class_weight_heavy_rating,place_off,4.4%,19.6%,36.1%,41.6%,48.1%,50,152,100,14,+0.3,-1.3,-2.8,-1.1,+2,+7
397,race_shape_pure_pace+race_shape_light_track+class_weight_heavy_rating,place_off,4.4%,19.6%,36.1%,41.6%,48.1%,50,152,100,14,+0.3,-1.3,-2.8,-1.1,+2,+7
398,race_shape_light_track+class_weight_no_rating+class_weight_heavy_rating,place_off,4.4%,19.6%,36.1%,41.6%,48.1%,50,152,100,14,+0.3,-1.3,-2.8,-1.1,+2,+7
399,race_shape_light_track+class_weight_class_only+class_weight_heavy_rating,place_off,4.4%,19.6%,36.1%,41.6%,48.1%,50,152,100,14,+0.3,-1.3,-2.8,-1.1,+2,+7
400,race_shape_light_track+class_weight_heavy_rating+formline_purer,place_off,4.4%,19.6%,36.1%,41.5%,48.1%,51,151,100,14,+0.3,-1.3,-2.8,-1.2,+3,+6
401,class_weight_no_rating+track_pure,place_live,4.1%,19.6%,36.1%,41.7%,48.7%,48,154,101,13,+0.0,-1.3,-2.8,-0.9,+0,+9
402,class_weight_no_rating+track_pure+formline_purer,place_live,4.1%,19.6%,36.1%,41.7%,48.7%,48,154,101,13,+0.0,-1.3,-2.8,-0.9,+0,+9
403,class_weight_80_20+class_weight_no_rating+track_pure,place_live,4.1%,19.6%,36.1%,41.7%,48.7%,48,154,101,13,+0.0,-1.3,-2.8,-0.9,+0,+9
404,class_weight_class_only+class_weight_no_rating+track_pure,place_live,4.1%,19.6%,36.1%,41.7%,48.7%,48,154,101,13,+0.0,-1.3,-2.8,-0.9,+0,+9
405,race_shape_pure_pace+jt_fit_tempered+class_weight_no_rating,place_live,3.8%,19.3%,36.1%,41.4%,48.1%,50,152,102,12,-0.3,-1.6,-2.8,-1.3,+2,+7
406,race_shape_pure_pace+jt_fit_tempered+class_weight_no_rating,place_half,3.5%,19.3%,36.1%,41.2%,48.1%,50,152,103,11,-0.6,-1.6,-2.8,-1.4,+2,+7
407,jt_fit_tempered+class_weight_no_rating+track_pure,place_live,3.8%,19.0%,36.1%,41.6%,49.4%,48,154,102,12,-0.3,-1.9,-2.8,-1.1,+0,+9
408,race_shape_pure_pace,place_off,4.4%,18.7%,36.1%,41.4%,47.8%,52,150,100,14,+0.3,-2.2,-2.8,-1.3,+4,+5
409,race_shape_pure_pace+formline_purer,place_off,4.4%,18.7%,36.1%,41.4%,47.8%,52,150,100,14,+0.3,-2.2,-2.8,-1.3,+4,+5
410,race_shape_light_track+jt_fit_tempered,place_live,4.1%,18.7%,36.1%,41.6%,48.7%,49,153,101,13,+0.0,-2.2,-2.8,-1.1,+1,+8
411,race_shape_light_track+jt_fit_tempered+formline_purer,place_live,4.1%,18.7%,36.1%,41.6%,48.7%,49,153,101,13,+0.0,-2.2,-2.8,-1.1,+1,+8
412,race_shape_pure_pace+race_shape_light_track+jt_fit_tempered,place_live,4.1%,18.7%,36.1%,41.6%,48.7%,49,153,101,13,+0.0,-2.2,-2.8,-1.1,+1,+8
413,race_shape_pure_pace+class_weight_no_rating,place_off,4.1%,18.7%,36.1%,41.2%,47.8%,52,150,101,13,+0.0,-2.2,-2.8,-1.4,+4,+5
414,race_shape_pure_pace+class_weight_no_rating+formline_purer,place_off,4.1%,18.7%,36.1%,41.2%,47.8%,52,150,101,13,+0.0,-2.2,-2.8,-1.4,+4,+5
415,race_shape_pure_pace+class_weight_80_20+class_weight_no_rating,place_off,4.1%,18.7%,36.1%,41.2%,47.8%,52,150,101,13,+0.0,-2.2,-2.8,-1.4,+4,+5
416,race_shape_pure_pace+class_weight_class_only+class_weight_no_rating,place_off,4.1%,18.7%,36.1%,41.2%,47.8%,52,150,101,13,+0.0,-2.2,-2.8,-1.4,+4,+5
417,race_shape_light_track+jt_fit_tempered,place_half,3.8%,18.7%,36.1%,41.5%,48.7%,49,153,102,12,-0.3,-2.2,-2.8,-1.2,+1,+8
418,race_shape_light_track+jt_fit_tempered+formline_purer,place_half,3.8%,18.7%,36.1%,41.5%,48.7%,49,153,102,12,-0.3,-2.2,-2.8,-1.2,+1,+8
419,race_shape_pure_pace+race_shape_light_track+jt_fit_tempered,place_half,3.8%,18.7%,36.1%,41.5%,48.7%,49,153,102,12,-0.3,-2.2,-2.8,-1.2,+1,+8
420,race_shape_pure_pace+jt_fit_tempered+class_weight_class_only,place_live,4.1%,18.4%,36.1%,41.6%,48.1%,49,153,101,13,+0.0,-2.5,-2.8,-1.1,+1,+8
421,race_shape_pure_pace+jt_fit_tempered+class_weight_class_only,place_half,3.8%,18.4%,36.1%,41.5%,48.1%,49,153,102,12,-0.3,-2.5,-2.8,-1.2,+1,+8
422,sectional_speed_heavy+class_weight_no_rating+track_pure,place_off,3.5%,18.4%,36.1%,41.8%,50.3%,45,157,103,11,-0.6,-2.5,-2.8,-0.8,-3,+12
423,race_shape_light_track+jt_fit_tempered+class_weight_80_20,place_off,3.5%,18.4%,36.1%,41.5%,48.7%,48,154,103,11,-0.6,-2.5,-2.8,-1.2,+0,+9
424,race_shape_pure_pace+class_weight_class_only,place_off,4.1%,18.0%,36.1%,41.0%,47.5%,54,148,101,13,+0.0,-2.8,-2.8,-1.6,+6,+3
425,race_shape_pure_pace+class_weight_80_20+class_weight_class_only,place_off,4.1%,18.0%,36.1%,41.0%,47.5%,54,148,101,13,+0.0,-2.8,-2.8,-1.6,+6,+3
426,sectional_speed_heavy+jt_fit_tempered+track_pure,place_off,3.5%,18.0%,36.1%,41.5%,49.7%,48,154,103,11,-0.6,-2.8,-2.8,-1.2,+0,+9
427,race_shape_pure_pace+jt_fit_tempered+class_weight_heavy_rating,place_off,4.7%,17.7%,36.1%,41.8%,48.4%,49,153,99,15,+0.6,-3.2,-2.8,-0.8,+1,+8
428,race_shape_pure_pace+jt_fit_tempered+class_weight_80_20,place_off,3.5%,17.4%,36.1%,41.1%,47.5%,51,151,103,11,-0.6,-3.5,-2.8,-1.5,+3,+6
429,race_shape_pure_pace+track_pure,place_live,4.4%,21.5%,35.8%,41.6%,49.1%,49,154,99,14,+0.3,+0.6,-3.2,-1.1,+1,+9
430,race_shape_pure_pace+track_pure+formline_purer,place_live,4.4%,21.5%,35.8%,41.6%,49.1%,49,154,99,14,+0.3,+0.6,-3.2,-1.1,+1,+9
431,race_shape_pure_pace+class_weight_no_rating+track_pure,place_live,4.4%,21.5%,35.8%,41.5%,48.7%,50,153,99,14,+0.3,+0.6,-3.2,-1.2,+2,+8
432,race_shape_pure_pace+class_weight_no_rating+track_pure,place_half,4.1%,21.5%,35.8%,41.4%,48.7%,50,153,100,13,+0.0,+0.6,-3.2,-1.3,+2,+8
433,race_shape_pure_pace+class_weight_class_only+track_pure,place_live,4.7%,21.2%,35.8%,41.7%,48.4%,49,154,98,15,+0.6,+0.3,-3.2,-0.9,+1,+9
434,race_shape_light_track+track_pure+formline_purer,place_half,4.4%,21.2%,35.8%,41.8%,49.1%,47,156,99,14,+0.3,+0.3,-3.2,-0.8,-1,+11
435,race_shape_light_track+track_pure,place_half,4.4%,21.2%,35.8%,41.7%,48.7%,48,155,99,14,+0.3,+0.3,-3.2,-0.9,+0,+10
436,race_shape_pure_pace+race_shape_light_track+track_pure,place_half,4.4%,21.2%,35.8%,41.7%,48.7%,48,155,99,14,+0.3,+0.3,-3.2,-0.9,+0,+10
437,race_shape_pure_pace+class_weight_80_20+track_pure,place_live,4.4%,21.2%,35.8%,41.6%,48.4%,49,154,99,14,+0.3,+0.3,-3.2,-1.1,+1,+9
438,race_shape_pure_pace+class_weight_class_only+track_pure,place_half,4.4%,21.2%,35.8%,41.6%,48.4%,49,154,99,14,+0.3,+0.3,-3.2,-1.1,+1,+9
439,race_shape_light_track+class_weight_class_only+track_pure,place_half,4.1%,21.2%,35.8%,41.7%,49.4%,47,156,100,13,+0.0,+0.3,-3.2,-0.9,-1,+11
440,race_shape_pure_pace+class_weight_80_20+track_pure,place_half,4.1%,21.2%,35.8%,41.5%,48.4%,49,154,100,13,+0.0,+0.3,-3.2,-1.2,+1,+9
441,race_shape_light_track+class_weight_80_20,place_live,4.4%,20.9%,35.8%,41.6%,48.7%,49,154,99,14,+0.3,+0.0,-3.2,-1.1,+1,+9
442,race_shape_light_track+class_weight_class_only,place_live,4.4%,20.9%,35.8%,41.6%,48.1%,49,154,99,14,+0.3,+0.0,-3.2,-1.1,+1,+9
443,race_shape_light_track+class_weight_80_20+formline_purer,place_live,4.4%,20.9%,35.8%,41.6%,48.7%,49,154,99,14,+0.3,+0.0,-3.2,-1.1,+1,+9
444,race_shape_light_track+class_weight_class_only+formline_purer,place_live,4.4%,20.9%,35.8%,41.6%,48.1%,49,154,99,14,+0.3,+0.0,-3.2,-1.1,+1,+9
445,race_shape_pure_pace+race_shape_light_track+class_weight_80_20,place_live,4.4%,20.9%,35.8%,41.6%,48.7%,49,154,99,14,+0.3,+0.0,-3.2,-1.1,+1,+9
446,race_shape_light_track+class_weight_80_20+class_weight_class_only,place_live,4.4%,20.9%,35.8%,41.6%,48.1%,49,154,99,14,+0.3,+0.0,-3.2,-1.1,+1,+9
447,race_shape_pure_pace+race_shape_light_track+class_weight_class_only,place_live,4.4%,20.9%,35.8%,41.6%,48.1%,49,154,99,14,+0.3,+0.0,-3.2,-1.1,+1,+9
448,race_shape_light_track+class_weight_80_20,place_half,4.1%,20.9%,35.8%,41.5%,48.7%,49,154,100,13,+0.0,+0.0,-3.2,-1.2,+1,+9
449,race_shape_light_track+class_weight_class_only,place_half,4.1%,20.9%,35.8%,41.5%,48.1%,49,154,100,13,+0.0,+0.0,-3.2,-1.2,+1,+9
450,race_shape_light_track+class_weight_80_20+formline_purer,place_half,4.1%,20.9%,35.8%,41.5%,48.7%,49,154,100,13,+0.0,+0.0,-3.2,-1.2,+1,+9
451,race_shape_pure_pace+race_shape_light_track+class_weight_80_20,place_half,4.1%,20.9%,35.8%,41.5%,48.7%,49,154,100,13,+0.0,+0.0,-3.2,-1.2,+1,+9
452,race_shape_light_track+class_weight_80_20+class_weight_class_only,place_half,4.1%,20.9%,35.8%,41.5%,48.1%,49,154,100,13,+0.0,+0.0,-3.2,-1.2,+1,+9
453,race_shape_pure_pace+race_shape_light_track+class_weight_class_only,place_half,4.1%,20.9%,35.8%,41.5%,48.1%,49,154,100,13,+0.0,+0.0,-3.2,-1.2,+1,+9
454,race_shape_light_track+class_weight_class_only+formline_purer,place_half,4.1%,20.6%,35.8%,41.5%,48.1%,49,154,100,13,+0.0,-0.3,-3.2,-1.2,+1,+9
455,race_shape_pure_pace+class_weight_class_only+track_pure,place_off,4.4%,20.3%,35.8%,41.6%,48.4%,49,154,99,14,+0.3,-0.6,-3.2,-1.1,+1,+9
456,race_shape_light_track+class_weight_class_only+track_pure,place_off,4.1%,20.3%,35.8%,41.8%,49.4%,46,157,100,13,+0.0,-0.6,-3.2,-0.8,-2,+12
457,race_shape_pure_pace+class_weight_80_20+track_pure,place_off,4.1%,20.3%,35.8%,41.5%,48.4%,49,154,100,13,+0.0,-0.6,-3.2,-1.2,+1,+9
458,race_shape_light_track+class_weight_80_20,place_off,4.1%,19.9%,35.8%,41.5%,48.7%,49,154,100,13,+0.0,-0.9,-3.2,-1.2,+1,+9
459,race_shape_light_track+class_weight_class_only,place_off,4.1%,19.9%,35.8%,41.5%,48.1%,49,154,100,13,+0.0,-0.9,-3.2,-1.2,+1,+9
460,race_shape_light_track+class_weight_80_20+formline_purer,place_off,4.1%,19.9%,35.8%,41.5%,48.7%,49,154,100,13,+0.0,-0.9,-3.2,-1.2,+1,+9
461,race_shape_light_track+class_weight_class_only+formline_purer,place_off,4.1%,19.9%,35.8%,41.5%,48.1%,49,154,100,13,+0.0,-0.9,-3.2,-1.2,+1,+9
462,race_shape_pure_pace+race_shape_light_track+class_weight_80_20,place_off,4.1%,19.9%,35.8%,41.5%,48.7%,49,154,100,13,+0.0,-0.9,-3.2,-1.2,+1,+9
463,race_shape_light_track+class_weight_80_20+class_weight_class_only,place_off,4.1%,19.9%,35.8%,41.5%,48.1%,49,154,100,13,+0.0,-0.9,-3.2,-1.2,+1,+9
464,race_shape_pure_pace+race_shape_light_track+class_weight_class_only,place_off,4.1%,19.9%,35.8%,41.5%,48.1%,49,154,100,13,+0.0,-0.9,-3.2,-1.2,+1,+9
465,race_shape_light_track,place_off,4.4%,19.6%,35.8%,41.6%,49.1%,49,154,99,14,+0.3,-1.3,-3.2,-1.1,+1,+9
466,race_shape_light_track+formline_purer,place_off,4.4%,19.6%,35.8%,41.6%,49.1%,49,154,99,14,+0.3,-1.3,-3.2,-1.1,+1,+9
467,race_shape_pure_pace+race_shape_light_track,place_off,4.4%,19.6%,35.8%,41.6%,49.1%,49,154,99,14,+0.3,-1.3,-3.2,-1.1,+1,+9
468,race_shape_pure_pace+race_shape_light_track+formline_purer,place_off,4.4%,19.6%,35.8%,41.6%,49.1%,49,154,99,14,+0.3,-1.3,-3.2,-1.1,+1,+9
469,race_shape_pure_pace+jt_fit_tempered,place_live,4.1%,18.7%,35.8%,41.1%,48.1%,52,151,100,13,+0.0,-2.2,-3.2,-1.5,+4,+6
470,race_shape_pure_pace+jt_fit_tempered+formline_purer,place_live,4.1%,18.7%,35.8%,41.1%,48.1%,52,151,100,13,+0.0,-2.2,-3.2,-1.5,+4,+6
471,race_shape_pure_pace+jt_fit_tempered,place_half,3.8%,18.7%,35.8%,41.0%,48.1%,52,151,101,12,-0.3,-2.2,-3.2,-1.6,+4,+6
472,race_shape_pure_pace+jt_fit_tempered+formline_purer,place_half,3.8%,18.7%,35.8%,41.0%,48.1%,52,151,101,12,-0.3,-2.2,-3.2,-1.6,+4,+6
473,jt_fit_tempered+class_weight_no_rating+track_pure,place_off,3.5%,18.4%,35.8%,41.4%,49.1%,48,155,102,11,-0.6,-2.5,-3.2,-1.3,+0,+10
474,race_shape_pure_pace+sectional_speed_heavy+jt_fit_tempered,place_live,4.1%,17.7%,35.8%,41.0%,48.1%,53,150,100,13,+0.0,-3.2,-3.2,-1.6,+5,+5
475,race_shape_light_track+jt_fit_tempered,place_off,3.8%,17.7%,35.8%,41.4%,48.4%,49,154,101,12,-0.3,-3.2,-3.2,-1.3,+1,+9
476,race_shape_light_track+jt_fit_tempered+formline_purer,place_off,3.8%,17.7%,35.8%,41.4%,48.4%,49,154,101,12,-0.3,-3.2,-3.2,-1.3,+1,+9
477,race_shape_pure_pace+race_shape_light_track+jt_fit_tempered,place_off,3.8%,17.7%,35.8%,41.4%,48.4%,49,154,101,12,-0.3,-3.2,-3.2,-1.3,+1,+9
478,race_shape_pure_pace+sectional_speed_heavy+jt_fit_tempered,place_half,3.8%,17.7%,35.8%,41.0%,48.4%,52,151,101,12,-0.3,-3.2,-3.2,-1.6,+4,+6
479,race_shape_pure_pace+jt_fit_tempered+class_weight_class_only,place_off,3.8%,17.4%,35.8%,41.2%,47.8%,50,153,101,12,-0.3,-3.5,-3.2,-1.4,+2,+8
480,race_shape_light_track+class_weight_no_rating+track_pure,place_live,4.4%,21.5%,35.4%,41.8%,49.7%,46,158,98,14,+0.3,+0.6,-3.5,-0.8,-2,+13
481,race_shape_light_track+class_weight_no_rating+track_pure,place_half,4.1%,21.5%,35.4%,41.7%,49.7%,46,158,99,13,+0.0,+0.6,-3.5,-0.9,-2,+13
482,race_shape_pure_pace+track_pure,place_half,4.1%,21.5%,35.4%,41.4%,49.1%,49,155,99,13,+0.0,+0.6,-3.5,-1.3,+1,+10
483,race_shape_pure_pace+track_pure+formline_purer,place_half,4.1%,21.5%,35.4%,41.4%,49.1%,49,155,99,13,+0.0,+0.6,-3.5,-1.3,+1,+10
484,race_shape_light_track+class_weight_80_20+track_pure,place_live,4.4%,21.2%,35.4%,41.8%,49.1%,46,158,98,14,+0.3,+0.3,-3.5,-0.8,-2,+13
485,race_shape_light_track+class_weight_no_rating,place_live,4.4%,21.2%,35.4%,41.4%,48.7%,50,154,98,14,+0.3,+0.3,-3.5,-1.3,+2,+9
486,race_shape_light_track+class_weight_no_rating+formline_purer,place_live,4.4%,21.2%,35.4%,41.4%,48.7%,50,154,98,14,+0.3,+0.3,-3.5,-1.3,+2,+9
487,race_shape_light_track+class_weight_80_20+class_weight_no_rating,place_live,4.4%,21.2%,35.4%,41.4%,48.7%,50,154,98,14,+0.3,+0.3,-3.5,-1.3,+2,+9
488,race_shape_pure_pace+race_shape_light_track+class_weight_no_rating,place_live,4.4%,21.2%,35.4%,41.4%,48.7%,50,154,98,14,+0.3,+0.3,-3.5,-1.3,+2,+9
489,race_shape_light_track+class_weight_class_only+class_weight_no_rating,place_live,4.4%,21.2%,35.4%,41.4%,48.7%,50,154,98,14,+0.3,+0.3,-3.5,-1.3,+2,+9
490,race_shape_light_track+class_weight_80_20+track_pure,place_half,4.1%,21.2%,35.4%,41.7%,49.1%,46,158,99,13,+0.0,+0.3,-3.5,-0.9,-2,+13
491,race_shape_light_track+class_weight_no_rating,place_half,4.1%,21.2%,35.4%,41.2%,48.7%,50,154,99,13,+0.0,+0.3,-3.5,-1.4,+2,+9
492,race_shape_light_track+class_weight_no_rating+formline_purer,place_half,4.1%,21.2%,35.4%,41.2%,48.7%,50,154,99,13,+0.0,+0.3,-3.5,-1.4,+2,+9
493,race_shape_light_track+class_weight_80_20+class_weight_no_rating,place_half,4.1%,21.2%,35.4%,41.2%,48.7%,50,154,99,13,+0.0,+0.3,-3.5,-1.4,+2,+9
494,race_shape_pure_pace+race_shape_light_track+class_weight_no_rating,place_half,4.1%,21.2%,35.4%,41.2%,48.7%,50,154,99,13,+0.0,+0.3,-3.5,-1.4,+2,+9
495,race_shape_light_track+class_weight_class_only+class_weight_no_rating,place_half,4.1%,21.2%,35.4%,41.2%,48.7%,50,154,99,13,+0.0,+0.3,-3.5,-1.4,+2,+9
496,race_shape_pure_pace+class_weight_no_rating+track_pure,place_off,4.1%,20.6%,35.4%,41.2%,48.7%,50,154,99,13,+0.0,-0.3,-3.5,-1.4,+2,+9
497,race_shape_light_track+track_pure+formline_purer,place_off,4.4%,20.3%,35.4%,41.8%,49.1%,46,158,98,14,+0.3,-0.6,-3.5,-0.8,-2,+13
498,race_shape_light_track+track_pure,place_off,4.4%,20.3%,35.4%,41.7%,48.7%,47,157,98,14,+0.3,-0.6,-3.5,-0.9,-1,+12
499,race_shape_pure_pace+race_shape_light_track+track_pure,place_off,4.4%,20.3%,35.4%,41.7%,48.7%,47,157,98,14,+0.3,-0.6,-3.5,-0.9,-1,+12
500,race_shape_light_track+class_weight_80_20+track_pure,place_off,4.1%,20.3%,35.4%,41.7%,49.1%,46,158,99,13,+0.0,-0.6,-3.5,-0.9,-2,+13
501,race_shape_pure_pace+jt_fit_tempered+track_pure,place_live,3.8%,19.9%,35.4%,41.2%,48.7%,49,155,100,12,-0.3,-0.9,-3.5,-1.4,+1,+10
502,race_shape_pure_pace+jt_fit_tempered+track_pure,place_half,3.5%,19.9%,35.4%,41.1%,48.7%,49,155,101,11,-0.6,-0.9,-3.5,-1.5,+1,+10
503,race_shape_light_track+jt_fit_tempered+class_weight_no_rating,place_live,3.5%,18.7%,35.4%,41.2%,48.7%,48,156,101,11,-0.6,-2.2,-3.5,-1.4,+0,+11
504,race_shape_light_track+jt_fit_tempered+class_weight_no_rating,place_half,3.2%,18.7%,35.4%,41.1%,48.7%,48,156,102,10,-0.9,-2.2,-3.5,-1.5,+0,+11
505,track_pure,place_off,3.5%,18.4%,35.4%,41.2%,49.1%,48,156,101,11,-0.6,-2.5,-3.5,-1.4,+0,+11
506,track_pure+formline_purer,place_off,3.5%,18.4%,35.4%,41.2%,49.1%,48,156,101,11,-0.6,-2.5,-3.5,-1.4,+0,+11
507,race_shape_pure_pace+jt_fit_tempered+class_weight_no_rating,place_off,3.5%,18.4%,35.4%,40.9%,47.8%,51,153,101,11,-0.6,-2.5,-3.5,-1.7,+3,+8
508,race_shape_pure_pace+jt_fit_tempered,place_off,3.8%,17.7%,35.4%,40.8%,47.8%,53,151,100,12,-0.3,-3.2,-3.5,-1.8,+5,+6
509,race_shape_pure_pace+jt_fit_tempered+formline_purer,place_off,3.8%,17.7%,35.4%,40.8%,47.8%,53,151,100,12,-0.3,-3.2,-3.5,-1.8,+5,+6
510,race_shape_pure_pace+sectional_speed_heavy+jt_fit_tempered,place_off,3.8%,16.8%,35.4%,40.8%,48.1%,53,151,100,12,-0.3,-4.1,-3.5,-1.8,+5,+6
511,race_shape_pure_pace+track_pure,place_off,4.1%,20.6%,35.1%,41.2%,49.1%,49,156,98,13,+0.0,-0.3,-3.8,-1.4,+1,+11
512,race_shape_pure_pace+track_pure+formline_purer,place_off,4.1%,20.6%,35.1%,41.2%,49.1%,49,156,98,13,+0.0,-0.3,-3.8,-1.4,+1,+11
513,race_shape_light_track+class_weight_no_rating+track_pure,place_off,4.1%,20.3%,35.1%,41.6%,49.7%,46,159,98,13,+0.0,-0.6,-3.8,-1.1,-2,+14
514,race_shape_light_track+class_weight_no_rating,place_off,4.1%,20.3%,35.1%,41.1%,48.7%,50,155,98,13,+0.0,-0.6,-3.8,-1.5,+2,+10
515,race_shape_light_track+class_weight_no_rating+formline_purer,place_off,4.1%,20.3%,35.1%,41.1%,48.7%,50,155,98,13,+0.0,-0.6,-3.8,-1.5,+2,+10
516,race_shape_light_track+class_weight_80_20+class_weight_no_rating,place_off,4.1%,20.3%,35.1%,41.1%,48.7%,50,155,98,13,+0.0,-0.6,-3.8,-1.5,+2,+10
517,race_shape_pure_pace+race_shape_light_track+class_weight_no_rating,place_off,4.1%,20.3%,35.1%,41.1%,48.7%,50,155,98,13,+0.0,-0.6,-3.8,-1.5,+2,+10
518,race_shape_light_track+class_weight_class_only+class_weight_no_rating,place_off,4.1%,20.3%,35.1%,41.1%,48.7%,50,155,98,13,+0.0,-0.6,-3.8,-1.5,+2,+10
519,race_shape_pure_pace+jt_fit_tempered+track_pure,place_off,3.5%,19.0%,35.1%,41.0%,48.4%,49,156,100,11,-0.6,-1.9,-3.8,-1.6,+1,+11
520,race_shape_light_track+jt_fit_tempered+class_weight_no_rating,place_off,3.2%,17.4%,35.1%,40.9%,48.4%,49,156,101,10,-0.9,-3.5,-3.8,-1.7,+1,+11
521,class_weight_no_rating+track_pure,place_off,3.5%,18.7%,34.8%,41.1%,49.1%,47,159,99,11,-0.6,-2.2,-4.1,-1.5,-1,+14
522,class_weight_no_rating+track_pure+formline_purer,place_off,3.5%,18.7%,34.8%,41.1%,49.1%,47,159,99,11,-0.6,-2.2,-4.1,-1.5,-1,+14
523,class_weight_80_20+class_weight_no_rating+track_pure,place_off,3.5%,18.7%,34.8%,41.1%,49.1%,47,159,99,11,-0.6,-2.2,-4.1,-1.5,-1,+14
524,class_weight_class_only+class_weight_no_rating+track_pure,place_off,3.5%,18.7%,34.8%,41.1%,49.1%,47,159,99,11,-0.6,-2.2,-4.1,-1.5,-1,+14
525,race_shape_light_track+sectional_speed_heavy+jt_fit_tempered,place_live,4.1%,18.4%,34.8%,41.1%,48.1%,49,157,97,13,+0.0,-2.5,-4.1,-1.5,+1,+12
526,race_shape_light_track+sectional_speed_heavy+jt_fit_tempered,place_half,3.8%,18.4%,34.8%,41.1%,48.4%,48,158,98,12,-0.3,-2.5,-4.1,-1.5,+0,+13
527,race_shape_light_track+sectional_speed_heavy+jt_fit_tempered,place_off,3.8%,17.4%,34.5%,40.9%,48.1%,49,158,97,12,-0.3,-3.5,-4.4,-1.7,+1,+13
