Jockey,Going,Wins,Starts,Places,WinRate
巴度,第四班 - 1600米 - (60-40),2,10,2,20.0
巴度,第四班 - 1650米 - (60-40),2,23,5,8.7
巴度,第四班 - 1800米 - (60-40),0,9,1,0.0
巴度,第四班 - 2000米 - (60-40),1,2,1,50.0
巴度,第四班 - 2200米 - (60-40),0,2,0,0.0
巴米高,第三班 - 1200米 - (80-60),0,1,0,0.0
巴米高,第三班 - 1650米 - (80-60),0,1,0,0.0
巴米高,第二班 - 1800米 - (100-80),0,1,0,0.0
巴米高,第四班 - 1000米 - (60-40),0,1,0,0.0
巴米高,第四班 - 1650米 - (60-40),0,2,1,0.0
布宜學,第三班 - 1200米 - (80-60),0,1,0,0.0
布宜學,第三班 - 1650米 - (80-60),0,1,0,0.0
布宜學,第四班 - 1000米 - (60-40),1,1,1,100.0
布宜學,第四班 - 1650米 - (60-40),0,1,0,0.0
布文,一級賽 - 1200米,0,3,1,0.0
布文,一級賽 - 1400米,0,1,1,0.0
布文,一級賽 - 1600米,1,3,2,33.3
布文,一級賽 - 2000米,0,2,0,0.0
布文,一級賽 - 2400米,0,1,0,0.0
布文,三級賽 - 1000米,0,2,0,0.0
布文,三級賽 - 1400米,0,2,1,0.0
布文,三級賽 - 1800米,0,3,1,0.0
布文,三級賽 - 2400米,0,1,1,0.0
布文,二級賽 - 1200米,0,3,2,0.0
布文,二級賽 - 1600米,0,2,1,0.0
布文,四歲 - 1600米,0,1,0,0.0
布文,四歲 - 1800米,0,1,1,0.0
布文,四歲 - 2000米,1,1,1,100.0
布文,新馬賽 - 1000米,0,1,0,0.0
布文,第一班 - 1200米 - (85+),0,1,0,0.0
布文,第一班 - 1400米 - (110-85),1,1,1,100.0
布文,第三班 - 1000米 - (80-60),0,9,1,0.0
布文,第三班 - 1000米 - (85-60),0,2,0,0.0
布文,第三班 - 1200米 - (80-55),0,1,0,0.0
布文,第三班 - 1200米 - (80-60),3,38,9,7.9
布文,第三班 - 1200米 - (85-60),0,7,4,0.0
布文,第三班 - 1400米 - (80-60),1,19,5,5.3
布文,第三班 - 1400米 - (85-60),0,1,0,0.0
布文,第三班 - 1600米 - (80-60),0,9,1,0.0
布文,第三班 - 1600米 - (85-60),0,2,0,0.0
布文,第三班 - 1650米 - (80-60),3,12,4,25.0
布文,第三班 - 1650米 - (85-60),0,4,2,0.0
布文,第三班 - 1800米 - (80-60),0,6,1,0.0
布文,第三班 - 1800米 - (85-60),0,4,1,0.0
布文,第三班 - 2000米 - (80-60),0,1,0,0.0
布文,第三班 - 2000米 - (85-60),2,4,2,50.0
布文,第三班 - 2200米 - (80-55),0,1,0,0.0
布文,第三班（條件限制） - 1600米 - (85-60),1,2,1,50.0
布文,第二班 - 1000米 - (100-75),0,1,0,0.0
布文,第二班 - 1000米 - (105-80),0,1,0,0.0
布文,第二班 - 1200米 - (100-80),2,9,4,22.2
布文,第二班 - 1200米 - (105-80),1,3,1,33.3
布文,第二班 - 1400米 - (100-80),1,3,1,33.3
布文,第二班 - 1400米 - (105-80),0,2,0,0.0
布文,第二班 - 1600米 - (100-75),0,1,1,0.0
布文,第二班 - 1600米 - (100-80),0,1,0,0.0
布文,第二班 - 1600米 - (105-75),0,1,0,0.0
布文,第二班 - 1600米 - (105-80),0,1,0,0.0
布文,第二班 - 1650米 - (100-75),1,2,1,50.0
布文,第二班 - 1650米 - (100-80),0,1,0,0.0
布文,第二班 - 1650米 - (105-80),0,1,0,0.0
布文,第二班 - 1800米 - (100-70),0,1,0,0.0
布文,第二班 - 1800米 - (100-75),1,2,1,50.0
布文,第二班 - 1800米 - (100-80),1,2,1,50.0
布文,第二班 - 2000米 - (95-70),0,1,0,0.0
布文,第五班 - 1000米 - (40-0),0,5,2,0.0
布文,第五班 - 1200米 - (40-0),2,21,8,9.5
布文,第五班 - 1400米 - (40-0),0,11,4,0.0
布文,第五班 - 1600米 - (40-0),0,1,0,0.0
布文,第五班 - 1650米 - (40-0),2,11,7,18.2
布文,第五班 - 1800米 - (40-0),4,10,5,40.0
布文,第五班 - 2200米 - (40-0),2,3,2,66.7
布文,第四班 - 1000米 - (60-40),1,17,3,5.9
布文,第四班 - 1200米 - (60-40),9,95,33,9.5
布文,第四班 - 1400米 - (60-40),5,32,10,15.6
布文,第四班 - 1600米 - (60-40),1,11,4,9.1
布文,第四班 - 1650米 - (60-40),9,40,17,22.5
布文,第四班 - 1800米 - (60-40),0,12,3,0.0
布文,第四班 - 2000米 - (60-40),0,2,0,0.0
布文,第四班 - 2200米 - (60-40),0,3,1,0.0
布文,第四班（條件限制） - 1200米 - (60-40),0,1,0,0.0
布文,第四班（條件限制） - 1400米 - (60-40),0,1,1,0.0
布浩榮,一級賽 - 1600米,0,1,0,0.0
布浩榮,第三班 - 1000米 - (80-60),0,1,0,0.0
布浩榮,第三班 - 1200米 - (80-60),0,2,0,0.0
布浩榮,第三班 - 1400米 - (80-60),0,2,0,0.0
布浩榮,第三班 - 1600米 - (80-60),0,2,0,0.0
布浩榮,第三班 - 1650米 - (80-60),0,1,1,0.0
布浩榮,第三班 - 2000米 - (80-60),0,1,0,0.0
布浩榮,第二班 - 1600米 - (105-80),0,1,0,0.0
布浩榮,第五班 - 1200米 - (40-0),0,2,0,0.0
布浩榮,第五班 - 1400米 - (40-0),0,1,0,0.0
布浩榮,第五班 - 1650米 - (40-0),0,2,0,0.0
布浩榮,第四班 - 1000米 - (60-40),0,1,1,0.0
布浩榮,第四班 - 1200米 - (60-40),0,9,2,0.0
布浩榮,第四班 - 1400米 - (60-40),0,3,1,0.0
布浩榮,第四班 - 1600米 - (60-40),0,1,0,0.0
布浩榮,第四班 - 1650米 - (60-40),1,2,1,50.0
布浩榮,第四班 - 1800米 - (60-40),0,1,1,0.0
希威森,三級賽 - 1800米,1,2,2,50.0
希威森,二級賽 - 1600米,0,1,0,0.0
希威森,四歲 - 1600米,0,1,0,0.0
希威森,四歲 - 1800米,0,1,0,0.0
希威森,新馬賽 - 1000米,0,2,0,0.0
希威森,第三班 - 1000米 - (80-60),1,9,2,11.1
希威森,第三班 - 1000米 - (85-60),0,2,0,0.0
希威森,第三班 - 1200米 - (80-55),0,1,0,0.0
希威森,第三班 - 1200米 - (80-60),1,37,5,2.7
希威森,第三班 - 1200米 - (85-60),0,3,0,0.0
希威森,第三班 - 1400米 - (80-60),1,16,3,6.2
希威森,第三班 - 1400米 - (85-60),0,1,0,0.0
希威森,第三班 - 1600米 - (80-60),0,7,1,0.0
希威森,第三班 - 1650米 - (80-55),0,2,2,0.0
希威森,第三班 - 1650米 - (80-60),1,14,5,7.1
希威森,第三班 - 1650米 - (85-60),1,5,1,20.0
希威森,第三班 - 1800米 - (80-60),0,4,1,0.0
希威森,第三班 - 1800米 - (85-60),0,3,0,0.0
希威森,第三班 - 2000米 - (85-60),0,1,0,0.0
希威森,第三班 - 2200米 - (80-55),0,1,0,0.0
希威森,第三班（條件限制） - 1600米 - (85-60),0,2,1,0.0
希威森,第二班 - 1000米 - (105-80),0,1,0,0.0
希威森,第二班 - 1200米 - (100-75),0,1,0,0.0
希威森,第二班 - 1200米 - (100-80),0,7,1,0.0
希威森,第二班 - 1200米 - (105-80),0,1,0,0.0
希威森,第二班 - 1400米 - (100-75),0,1,0,0.0
希威森,第二班 - 1400米 - (100-80),0,2,0,0.0
希威森,第二班 - 1400米 - (105-80),0,5,0,0.0
希威森,第二班 - 1600米 - (100-75),0,1,0,0.0
希威森,第二班 - 1600米 - (100-80),0,1,0,0.0
希威森,第二班 - 1600米 - (105-80),0,3,1,0.0
希威森,第二班 - 1650米 - (100-75),0,2,1,0.0
希威森,第二班 - 1650米 - (100-80),0,2,0,0.0
希威森,第二班 - 1650米 - (105-80),0,2,1,0.0
希威森,第二班 - 1800米 - (100-70),0,1,0,0.0
希威森,第二班 - 1800米 - (100-75),0,1,0,0.0
希威森,第五班 - 1000米 - (40-0),0,4,1,0.0
希威森,第五班 - 1200米 - (40-0),0,16,1,0.0
希威森,第五班 - 1400米 - (40-0),0,6,2,0.0
希威森,第五班 - 1600米 - (40-0),1,2,1,50.0
希威森,第五班 - 1650米 - (40-0),1,8,3,12.5
希威森,第五班 - 1800米 - (40-0),1,5,2,20.0
希威森,第五班 - 2000米 - (40-0),0,1,0,0.0
希威森,第五班 - 2200米 - (40-0),0,1,0,0.0
希威森,第四班 - 1000米 - (60-40),0,18,2,0.0
希威森,第四班 - 1200米 - (60-40),8,86,23,9.3
希威森,第四班 - 1400米 - (60-40),1,30,6,3.3
希威森,第四班 - 1600米 - (60-40),2,7,2,28.6
希威森,第四班 - 1650米 - (60-40),3,31,10,9.7
希威森,第四班 - 1800米 - (60-40),1,11,1,9.1
希威森,第四班 - 2200米 - (60-40),0,1,0,0.0
李寶利,第三班 - 1200米 - (80-60),0,2,1,0.0
李寶利,第三班 - 1400米 - (80-60),0,1,0,0.0
李寶利,第三班 - 1650米 - (80-60),0,1,0,0.0
李寶利,第三班 - 1800米 - (80-60),0,1,0,0.0
李寶利,第二班 - 1400米 - (105-80),0,1,0,0.0
李寶利,第二班 - 1800米 - (100-80),0,1,0,0.0
李寶利,第五班 - 1200米 - (40-0),0,1,0,0.0
李寶利,第四班 - 1000米 - (60-40),0,1,0,0.0
李寶利,第四班 - 1200米 - (60-40),0,1,0,0.0
李寶利,第四班 - 1400米 - (60-40),0,1,0,0.0
李寶利,第四班 - 1650米 - (60-40),0,1,0,0.0
李慕華,一級賽 - 1600米,0,1,0,0.0
李慕華,一級賽 - 2000米,0,2,1,0.0
李慕華,一級賽 - 2400米,0,1,0,0.0
李慕華,第三班 - 1200米 - (80-60),0,1,1,0.0
李慕華,第三班 - 1650米 - (80-60),0,1,0,0.0
李慕華,第四班 - 1000米 - (60-40),0,1,0,0.0
李慕華,第四班 - 1650米 - (60-40),0,2,0,0.0
杜滿樂,一級賽 - 1600米,0,1,1,0.0
杜苑欣,一級賽 - 1200米,0,1,0,0.0
杜苑欣,三級賽 - 1800米,0,1,0,0.0
杜苑欣,二級賽 - 1200米,0,1,0,0.0
杜苑欣,二級賽 - 1600米,0,1,1,0.0
杜苑欣,第三班 - 1000米 - (80-60),0,3,0,0.0
杜苑欣,第三班 - 1200米 - (80-60),1,9,2,11.1
杜苑欣,第三班 - 1400米 - (80-60),1,4,2,25.0
杜苑欣,第三班 - 1600米 - (80-60),0,2,0,0.0
杜苑欣,第三班 - 1650米 - (80-60),0,4,2,0.0
杜苑欣,第三班 - 1800米 - (80-60),0,2,0,0.0
杜苑欣,第三班 - 2000米 - (85-60),0,1,0,0.0
杜苑欣,第三班 - 2200米 - (80-55),0,1,1,0.0
杜苑欣,第二班 - 1000米 - (105-80),0,1,0,0.0
杜苑欣,第二班 - 1200米 - (100-80),0,2,0,0.0
杜苑欣,第二班 - 1400米 - (105-80),0,2,1,0.0
杜苑欣,第二班 - 1600米 - (105-80),0,1,0,0.0
杜苑欣,第二班 - 1650米 - (100-75),0,1,0,0.0
杜苑欣,第二班 - 1650米 - (100-80),0,1,0,0.0
杜苑欣,第二班 - 1800米 - (100-80),0,1,0,0.0
杜苑欣,第五班 - 1000米 - (40-0),0,3,1,0.0
杜苑欣,第五班 - 1200米 - (40-0),0,3,0,0.0
杜苑欣,第五班 - 1400米 - (40-0),0,4,2,0.0
杜苑欣,第五班 - 1600米 - (40-0),0,1,0,0.0
杜苑欣,第五班 - 1650米 - (40-0),0,2,1,0.0
杜苑欣,第五班 - 1800米 - (40-0),0,1,0,0.0
杜苑欣,第五班 - 2200米 - (40-0),0,1,0,0.0
杜苑欣,第四班 - 1000米 - (60-40),0,2,0,0.0
杜苑欣,第四班 - 1200米 - (60-40),1,19,6,5.3
杜苑欣,第四班 - 1400米 - (60-40),0,6,0,0.0
杜苑欣,第四班 - 1600米 - (60-40),0,3,0,0.0
杜苑欣,第四班 - 1650米 - (60-40),0,8,0,0.0
杜苑欣,第四班 - 1800米 - (60-40),0,2,0,0.0
杜苑欣,第四班 - 2000米 - (60-40),1,1,1,100.0
杜苑欣,第四班 - 2200米 - (60-40),1,1,1,100.0
杜苑欣,第四班（條件限制） - 1200米 - (60-40),0,1,0,0.0
梁家俊,一級賽 - 1200米,0,1,0,0.0
梁家俊,一級賽 - 1400米,0,1,1,0.0
梁家俊,一級賽 - 1600米,0,2,1,0.0
梁家俊,一級賽 - 2000米,0,1,0,0.0
梁家俊,三級賽 - 1000米,0,1,0,0.0
